0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
18,40,33,34,6,29,4,35,13,2,21,3,36,43,9,39,26,14,0,7,28,22,24,31,42,1,45,8,41,12,5,10,20,30,27,11,23,15,19,37,16,44,32,38,17,18,40,33,34,6,29,4,35,13,2,21,3,36,43,9,39,26,14,0,7,28,22,24,31,42,1,45,8,41,12,5,10,20,30,27,11,23,15,19,37,16,44,32,38,17
17,39,32,33,5,28,3,34,12,1,20,2,35,42,8,38,25,13,44,6,27,21,23,30,41,0,24,7,40,11,4,9,19,29,45,10,22,14,18,36,15,43,31,37,16,17,39,32,33,5,28,3,34,12,1,20,2,35,42,8,38,25,13,44,6,27,21,23,30,41,0,24,7,40,11,4,9,19,29,45,10,22,14,18,36,15,43,31,37,16
16,38,31,32,4,45,2,33,11,0,19,1,34,41,7,37,24,12,43,5,26,20,22,29,40,44,23,6,39,10,3,8,18,28,25,9,21,13,17,35,14,42,30,36,15,16,38,31,32,4,45,2,33,11,0,19,1,34,41,7,37,24,12,43,5,26,20,22,29,40,44,23,6,39,10,3,8,18,28,25,9,21,13,17,35,14,42,30,36,15
15,37,30,31,3,26,1,32,10,44,18,0,33,40,6,36,23,11,42,4,25,19,21,45,39,43,22,5,38,9,2,7,17,27,24,8,20,12,16,34,13,41,29,35,14,15,37,30,31,3,26,1,32,10,44,18,0,33,40,6,36,23,11,42,4,25,19,21,45,39,43,22,5,38,9,2,7,17,27,24,8,20,12,16,34,13,41,29,35,14
14,36,45,30,2,25,0,31,9,43,17,44,32,39,5,35,22,10,41,3,24,18,20,27,38,42,21,4,37,8,1,6,16,26,23,7,19,11,15,33,12,40,28,34,13,14,36,45,30,2,25,0,31,9,43,17,44,32,39,5,35,22,10,41,3,24,18,20,27,38,42,21,4,37,8,1,6,16,26,23,7,19,11,15,33,12,40,28,34,13
13,35,28,29,1,24,44,45,8,42,16,43,31,38,4,34,21,9,40,2,23,17,19,26,37,41,20,3,36,7,0,5,15,25,22,6,18,10,14,32,11,39,27,33,12,13,35,28,29,1,24,44,45,8,42,16,43,31,38,4,34,21,9,40,2,23,17,19,26,37,41,20,3,36,7,0,5,15,25,22,6,18,10,14,32,11,39,27,33,12
12,34,27,28,0,23,43,29,7,41,15,42,30,37,3,33,20,8,39,1,22,16,18,25,36,40,19,2,35,6,44,4,14,24,21,5,17,9,13,45,10,38,26,32,11,12,34,27,28,0,23,43,29,7,41,15,42,30,37,3,33,20,8,39,1,22,16,18,25,36,40,19,2,35,6,44,4,14,24,21,5,17,9,13,45,10,38,26,32,11
11,33,26,27,44,22,42,28,6,40,14,41,29,36,2,45,19,7,38,0,21,15,17,24,35,39,18,1,34,5,43,3,13,23,20,4,16,8,12,30,9,37,25,31,10,11,33,26,27,44,22,42,28,6,40,14,41,29,36,2,45,19,7,38,0,21,15,17,24,35,39,18,1,34,5,43,3,13,23,20,4,16,8,12,30,9,37,25,31,10
10,32,25,26,43,21,41,27,5,39,13,40,28,35,1,31,18,6,37,44,20,14,16,23,34,38,17,0,45,4,42,2,12,22,19,3,15,7,11,29,8,36,24,30,9,10,32,25,26,43,21,41,27,5,39,13,40,28,35,1,31,18,6,37,44,20,14,16,23,34,38,17,0,45,4,42,2,12,22,19,3,15,7,11,29,8,36,24,30,9
9,31,24,25,42,20,40,26,4,38,12,39,27,45,0,30,17,5,36,43,19,13,15,22,33,37,16,44,32,3,41,1,11,21,18,2,14,6,10,28,7,35,23,29,8,9,31,24,25,42,20,40,26,4,38,12,39,27,45,0,30,17,5,36,43,19,13,15,22,33,37,16,44,32,3,41,1,11,21,18,2,14,6,10,28,7,35,23,29,8
8,30,23,24,41,19,39,25,3,37,11,38,26,33,44,29,16,4,45,42,18,12,14,21,32,36,15,43,31,2,40,0,10,20,17,1,13,5,9,27,6,34,22,28,7,8,30,23,24,41,19,39,25,3,37,11,38,26,33,44,29,16,4,45,42,18,12,14,21,32,36,15,43,31,2,40,0,10,20,17,1,13,5,9,27,6,34,22,28,7
7,29,22,23,40,18,38,24,2,45,10,37,25,32,43,28,15,3,34,41,17,11,13,20,31,35,14,42,30,1,39,44,9,19,16,0,12,4,8,26,5,33,21,27,6,7,29,22,23,40,18,38,24,2,45,10,37,25,32,43,28,15,3,34,41,17,11,13,20,31,35,14,42,30,1,39,44,9,19,16,0,12,4,8,26,5,33,21,27,6
6,28,21,22,39,17,45,23,1,35,9,36,24,31,42,27,14,2,33,40,16,10,12,19,30,34,13,41,29,0,38,43,8,18,15,44,11,3,7,25,4,32,20,26,5,6,28,21,22,39,17,45,23,1,35,9,36,24,31,42,27,14,2,33,40,16,10,12,19,30,34,13,41,29,0,38,43,8,18,15,44,11,3,7,25,4,32,20,26,5
5,27,20,21,45,16,36,22,0,34,8,35,23,30,41,26,13,1,32,39,15,9,11,18,29,33,12,40,28,44,37,42,7,17,14,43,10,2,6,24,3,31,19,25,4,5,27,20,21,45,16,36,22,0,34,8,35,23,30,41,26,13,1,32,39,15,9,11,18,29,33,12,40,28,44,37,42,7,17,14,43,10,2,6,24,3,31,19,25,4
4,26,19,20,37,15,35,21,44,33,7,34,22,29,40,25,12,0,31,38,14,8,10,17,28,32,11,45,27,43,36,41,6,16,13,42,9,1,5,23,2,30,18,24,3,4,26,19,20,37,15,35,21,44,33,7,34,22,29,40,25,12,0,31,38,14,8,10,17,28,32,11,45,27,43,36,41,6,16,13,42,9,1,5,23,2,30,18,24,3
3,25,18,19,36,14,34,20,43,32,6,33,21,28,39,24,11,44,30,37,13,7,9,16,27,31,10,38,26,42,35,45,5,15,12,41,8,0,4,22,1,29,17,23,2,3,25,18,19,36,14,34,20,43,32,6,33,21,28,39,24,11,44,30,37,13,7,9,16,27,31,10,38,26,42,35,45,5,15,12,41,8,0,4,22,1,29,17,23,2
2,24,17,18,35,13,33,19,42,31,5,32,20,27,38,23,10,43,29,36,12,6,8,15,26,30,9,37,25,45,34,39,4,14,11,40,7,44,3,21,0,28,16,22,1,2,24,17,18,35,13,33,19,42,31,5,32,20,27,38,23,10,43,29,36,12,6,8,15,26,30,9,37,25,45,34,39,4,14,11,40,7,44,3,21,0,28,16,22,1
1,23,16,17,34,12,32,18,41,30,4,31,19,26,37,22,9,45,28,35,11,5,7,14,25,29,8,36,24,40,33,38,3,13,10,39,6,43,2,20,44,27,15,21,0,1,23,16,17,34,12,32,18,41,30,4,31,19,26,37,22,9,45,28,35,11,5,7,14,25,29,8,36,24,40,33,38,3,13,10,39,6,43,2,20,44,27,15,21,0
0,22,15,16,33,11,31,17,40,29,3,30,18,25,36,21,8,41,27,34,10,4,6,13,24,28,7,35,23,39,32,37,2,12,9,38,5,42,1,19,45,26,14,20,44,0,22,15,16,33,11,31,17,40,29,3,30,18,25,36,21,8,41,27,34,10,4,6,13,24,28,7,35,23,39,32,37,2,12,9,38,5,42,1,19,45,26,14,20,44
45,21,14,15,32,10,30,16,39,28,2,29,17,24,35,20,7,40,26,33,9,3,5,12,23,27,6,34,22,38,31,36,1,11,8,37,4,41,0,18,42,25,13,19,43,45,21,14,15,32,10,30,16,39,28,2,29,17,24,35,20,7,40,26,33,9,3,5,12,23,27,6,34,22,38,31,36,1,11,8,37,4,41,0,18,42,25,13,19,43
44,10,29,7,38,27,37,30,19,36,23,14,8,34,17,32,3,42,35,16,4,1,2,28,11,13,25,39,33,41,15,40,0,5,26,18,24,20,22,31,43,12,6,9,21,44,10,29,7,38,27,37,30,19,36,23,14,8,34,17,32,3,42,35,16,4,1,2,28,11,13,25,39,33,41,15,40,0,5,26,18,24,20,22,31,43,12,6,9,21
