0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
21,35,32,26,15,19,23,6,14,31,7,20,36,41,3,39,30,0,44,34,33,28,1,4,11,45,27,18,38,2,13,24,10,43,22,40,17,9,8,42,5,37,29,25,16,21,35,32,26,15,19,23,6,14,31,7,20,36,41,3,39,30,0,44,34,33,28,1,4,11,45,27,18,38,2,13,24,10,43,22,40,17,9,8,42,5,37,29,25,16
20,34,31,25,14,18,22,5,45,30,6,19,35,40,2,38,29,44,43,33,32,27,0,3,10,11,26,17,37,1,12,23,9,42,21,39,16,8,7,41,4,36,28,24,15,20,34,31,25,14,18,22,5,45,30,6,19,35,40,2,38,29,44,43,33,32,27,0,3,10,11,26,17,37,1,12,23,9,42,21,39,16,8,7,41,4,36,28,24,15
19,33,30,24,13,17,21,4,12,29,5,18,34,39,1,37,28,43,42,32,31,26,44,2,9,10,25,16,36,0,11,22,8,41,20,38,15,7,6,40,3,35,27,23,45,19,33,30,24,13,17,21,4,12,29,5,18,34,39,1,37,28,43,42,32,31,26,44,2,9,10,25,16,36,0,11,22,8,41,20,38,15,7,6,40,3,35,27,23,45
18,32,29,23,12,16,20,3,11,28,4,17,33,38,0,36,27,42,41,31,30,25,43,1,8,9,24,45,35,44,10,21,7,40,19,37,14,6,5,39,2,34,26,22,13,18,32,29,23,12,16,20,3,11,28,4,17,33,38,0,36,27,42,41,31,30,25,43,1,8,9,24,45,35,44,10,21,7,40,19,37,14,6,5,39,2,34,26,22,13
17,31,28,22,11,15,19,2,10,27,3,45,32,37,44,35,26,41,40,30,29,24,42,0,7,8,23,14,34,43,9,20,6,39,18,36,13,5,4,38,1,33,25,21,12,17,31,28,22,11,15,19,2,10,27,3,45,32,37,44,35,26,41,40,30,29,24,42,0,7,8,23,14,34,43,9,20,6,39,18,36,13,5,4,38,1,33,25,21,12
16,30,27,21,10,14,18,1,9,26,2,15,31,36,43,34,25,40,39,29,28,23,41,44,6,7,22,13,33,42,8,19,5,38,45,35,12,4,3,37,0,32,24,20,11,16,30,27,21,10,14,18,1,9,26,2,15,31,36,43,34,25,40,39,29,28,23,41,44,6,7,22,13,33,42,8,19,5,38,45,35,12,4,3,37,0,32,24,20,11
15,29,26,20,9,13,17,0,8,25,1,14,30,35,42,33,24,39,38,28,27,22,40,43,5,6,21,12,32,41,7,45,4,37,16,34,11,3,2,36,44,31,23,19,10,15,29,26,20,9,13,17,0,8,25,1,14,30,35,42,33,24,39,38,28,27,22,40,43,5,6,21,12,32,41,7,45,4,37,16,34,11,3,2,36,44,31,23,19,10
14,28,25,45,8,12,16,44,7,24,0,13,29,34,41,32,23,38,37,27,26,21,39,42,4,5,20,11,31,40,6,17,3,36,15,33,10,2,1,35,43,30,22,18,9,14,28,25,45,8,12,16,44,7,24,0,13,29,34,41,32,23,38,37,27,26,21,39,42,4,5,20,11,31,40,6,17,3,36,15,33,10,2,1,35,43,30,22,18,9
13,27,24,18,7,11,15,43,6,23,44,12,28,33,40,31,22,37,36,26,25,45,38,41,3,4,19,10,30,39,5,16,2,35,14,32,9,1,0,34,42,29,21,17,8,13,27,24,18,7,11,15,43,6,23,44,12,28,33,40,31,22,37,36,26,25,45,38,41,3,4,19,10,30,39,5,16,2,35,14,32,9,1,0,34,42,29,21,17,8
12,26,23,17,6,10,14,42,5,22,43,11,27,32,39,30,45,36,35,25,24,19,37,40,2,3,18,9,29,38,4,15,1,34,13,31,8,0,44,33,41,28,20,16,7,12,26,23,17,6,10,14,42,5,22,43,11,27,32,39,30,45,36,35,25,24,19,37,40,2,3,18,9,29,38,4,15,1,34,13,31,8,0,44,33,41,28,20,16,7
11,25,45,16,5,9,13,41,4,21,42,10,26,31,38,29,20,35,34,24,23,18,36,39,1,2,17,8,28,37,3,14,0,33,12,30,7,44,43,32,40,27,19,15,6,11,25,45,16,5,9,13,41,4,21,42,10,26,31,38,29,20,35,34,24,23,18,36,39,1,2,17,8,28,37,3,14,0,33,12,30,7,44,43,32,40,27,19,15,6
10,24,21,15,4,8,12,40,3,20,41,9,25,30,37,28,19,34,33,45,22,17,35,38,0,1,16,7,27,36,2,13,44,32,11,29,6,43,42,31,39,26,18,14,5,10,24,21,15,4,8,12,40,3,20,41,9,25,30,37,28,19,34,33,45,22,17,35,38,0,1,16,7,27,36,2,13,44,32,11,29,6,43,42,31,39,26,18,14,5
9,23,20,14,3,7,11,39,2,19,40,8,45,29,36,27,18,33,32,22,21,16,34,37,44,0,15,6,26,35,1,12,43,31,10,28,5,42,41,30,38,25,17,13,4,9,23,20,14,3,7,11,39,2,19,40,8,45,29,36,27,18,33,32,22,21,16,34,37,44,0,15,6,26,35,1,12,43,31,10,28,5,42,41,30,38,25,17,13,4
8,22,19,13,2,6,10,38,1,18,39,7,23,28,35,26,17,32,31,21,20,15,33,36,43,44,14,5,45,34,0,11,42,30,9,27,4,41,40,29,37,24,16,12,3,8,22,19,13,2,6,10,38,1,18,39,7,23,28,35,26,17,32,31,21,20,15,33,36,43,44,14,5,45,34,0,11,42,30,9,27,4,41,40,29,37,24,16,12,3
7,21,18,12,1,5,9,37,0,17,38,6,22,27,34,25,16,31,30,20,19,14,32,35,42,43,13,4,24,33,44,10,41,29,8,45,3,40,39,28,36,23,15,11,2,7,21,18,12,1,5,9,37,0,17,38,6,22,27,34,25,16,31,30,20,19,14,32,35,42,43,13,4,24,33,44,10,41,29,8,45,3,40,39,28,36,23,15,11,2
6,20,17,11,0,4,8,36,44,16,37,5,21,26,33,24,15,30,29,19,18,13,31,34,41,42,12,3,23,32,43,9,40,28,7,25,2,39,38,45,35,22,14,10,1,6,20,17,11,0,4,8,36,44,16,37,5,21,26,33,24,15,30,29,19,18,13,31,34,41,42,12,3,23,32,43,9,40,28,7,25,2,39,38,45,35,22,14,10,1
5,19,16,10,44,3,7,35,43,15,36,4,20,25,32,23,14,29,45,18,17,12,30,33,40,41,11,2,22,31,42,8,39,27,6,24,1,38,37,26,34,21,13,9,0,5,19,16,10,44,3,7,35,43,15,36,4,20,25,32,23,14,29,45,18,17,12,30,33,40,41,11,2,22,31,42,8,39,27,6,24,1,38,37,26,34,21,13,9,0
4,18,15,9,43,2,6,34,42,14,35,3,19,24,31,22,13,28,27,17,16,11,45,32,39,40,10,1,21,30,41,7,38,26,5,23,0,37,36,25,33,20,12,8,44,4,18,15,9,43,2,6,34,42,14,35,3,19,24,31,22,13,28,27,17,16,11,45,32,39,40,10,1,21,30,41,7,38,26,5,23,0,37,36,25,33,20,12,8,44
3,17,14,8,42,1,5,33,41,13,34,2,18,23,45,21,12,27,26,16,15,10,28,31,38,39,9,0,20,29,40,6,37,25,4,22,44,36,35,24,32,19,11,7,43,3,17,14,8,42,1,5,33,41,13,34,2,18,23,45,21,12,27,26,16,15,10,28,31,38,39,9,0,20,29,40,6,37,25,4,22,44,36,35,24,32,19,11,7,43
2,16,13,7,41,0,4,32,40,12,33,1,17,22,29,20,11,26,25,15,14,9,27,30,37,38,8,44,19,28,39,5,36,24,3,21,43,35,34,23,45,18,10,6,42,2,16,13,7,41,0,4,32,40,12,33,1,17,22,29,20,11,26,25,15,14,9,27,30,37,38,8,44,19,28,39,5,36,24,3,21,43,35,34,23,45,18,10,6,42
1,15,12,6,40,44,3,31,39,11,45,0,16,21,28,19,10,25,24,14,13,8,26,29,36,37,7,43,18,27,38,4,35,23,2,20,42,34,33,22,30,17,9,5,41,1,15,12,6,40,44,3,31,39,11,45,0,16,21,28,19,10,25,24,14,13,8,26,29,36,37,7,43,18,27,38,4,35,23,2,20,42,34,33,22,30,17,9,5,41
0,14,11,5,39,43,2,30,38,10,31,44,15,20,27,18,9,24,23,13,12,7,25,28,35,36,6,42,17,26,37,3,34,22,1,19,41,45,32,21,29,16,8,4,40,0,14,11,5,39,43,2,30,38,10,31,44,15,20,27,18,9,24,23,13,12,7,25,28,35,36,6,42,17,26,37,3,34,22,1,19,41,45,32,21,29,16,8,4,40
44,13,10,4,38,42,1,29,37,9,30,43,14,19,26,17,8,23,22,12,11,6,24,27,45,35,5,41,16,25,36,2,33,21,0,18,40,32,31,20,28,15,7,3,39,44,13,10,4,38,42,1,29,37,9,30,43,14,19,26,17,8,23,22,12,11,6,24,27,45,35,5,41,16,25,36,2,33,21,0,18,40,32,31,20,28,15,7,3,39
43,12,9,3,37,41,0,28,36,8,29,42,13,18,25,16,7,22,21,11,10,5,23,26,33,34,4,40,15,24,45,1,32,20,44,17,39,31,30,19,27,14,6,2,38,43,12,9,3,37,41,0,28,36,8,29,42,13,18,25,16,7,22,21,11,10,5,23,26,33,34,4,40,15,24,45,1,32,20,44,17,39,31,30,19,27,14,6,2,38
42,11,8,2,45,40,44,27,35,7,28,41,12,17,24,15,6,21,20,10,9,4,22,25,32,33,3,39,14,23,34,0,31,19,43,16,38,30,29,18,26,13,5,1,37,42,11,8,2,45,40,44,27,35,7,28,41,12,17,24,15,6,21,20,10,9,4,22,25,32,33,3,39,14,23,34,0,31,19,43,16,38,30,29,18,26,13,5,1,37
41,10,7,1,35,39,43,26,34,6,27,40,11,16,23,14,5,20,19,9,8,3,21,24,31,32,2,38,13,22,33,44,30,18,42,15,45,29,28,17,25,12,4,0,36,41,10,7,1,35,39,43,26,34,6,27,40,11,16,23,14,5,20,19,9,8,3,21,24,31,32,2,38,13,22,33,44,30,18,42,15,45,29,28,17,25,12,4,0,36
40,9,6,0,34,45,42,25,33,5,26,39,10,15,22,13,4,19,18,8,7,2,20,23,30,31,1,37,12,21,32,43,29,17,41,14,36,28,27,16,24,11,3,44,35,40,9,6,0,34,45,42,25,33,5,26,39,10,15,22,13,4,19,18,8,7,2,20,23,30,31,1,37,12,21,32,43,29,17,41,14,36,28,27,16,24,11,3,44,35
45,8,5,44,33,37,41,24,32,4,25,38,9,14,21,12,3,18,17,7,6,1,19,22,29,30,0,36,11,20,31,42,28,16,40,13,35,27,26,15,23,10,2,43,34,45,8,5,44,33,37,41,24,32,4,25,38,9,14,21,12,3,18,17,7,6,1,19,22,29,30,0,36,11,20,31,42,28,16,40,13,35,27,26,15,23,10,2,43,34
38,7,4,43,32,36,45,23,31,3,24,37,8,13,20,11,2,17,16,6,5,0,18,21,28,29,44,35,10,19,30,41,27,15,39,12,34,26,25,14,22,9,1,42,33,38,7,4,43,32,36,45,23,31,3,24,37,8,13,20,11,2,17,16,6,5,0,18,21,28,29,44,35,10,19,30,41,27,15,39,12,34,26,25,14,22,9,1,42,33
37,6,3,42,31,35,39,22,30,2,23,36,7,12,19,10,1,16,15,5,4,44,17,20,27,28,43,34,9,18,29,40,26,14,38,11,33,25,24,13,21,8,0,45,32,37,6,3,42,31,35,39,22,30,2,23,36,7,12,19,10,1,16,15,5,4,44,17,20,27,28,43,34,9,18,29,40,26,14,38,11,33,25,24,13,21,8,0,45,32
36,5,2,41,30,34,38,21,29,1,22,35,6,11,18,9,0,15,14,4,3,43,16,19,26,27,45,33,8,17,28,39,25,13,37,10,32,24,23,12,20,7,44,40,31,36,5,2,41,30,34,38,21,29,1,22,35,6,11,18,9,0,15,14,4,3,43,16,19,26,27,45,33,8,17,28,39,25,13,37,10,32,24,23,12,20,7,44,40,31
35,4,1,40,29,33,37,20,28,0,21,34,5,10,17,8,44,14,13,3,2,42,15,18,25,26,41,32,7,16,27,38,24,12,36,9,31,23,22,11,19,6,45,39,30,35,4,1,40,29,33,37,20,28,0,21,34,5,10,17,8,44,14,13,3,2,42,15,18,25,26,41,32,7,16,27,38,24,12,36,9,31,23,22,11,19,6,45,39,30
34,3,0,39,28,32,36,19,27,45,20,33,4,9,16,7,43,13,12,2,1,41,14,17,24,25,40,31,6,15,26,37,23,11,35,8,30,22,21,10,18,5,42,38,29,34,3,0,39,28,32,36,19,27,45,20,33,4,9,16,7,43,13,12,2,1,41,14,17,24,25,40,31,6,15,26,37,23,11,35,8,30,22,21,10,18,5,42,38,29
39,1,22,19,36,38,40,9,13,44,32,16,24,4,30,3,21,6,28,23,0,20,29,8,34,12,42,15,25,7,35,18,11,5,17,26,37,33,10,27,31,2,43,41,14,39,1,22,19,36,38,40,9,13,44,32,16,24,4,30,3,21,6,28,23,0,20,29,8,34,12,42,15,25,7,35,18,11,5,17,26,37,33,10,27,31,2,43,41,14
