0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
44,13,42,18,40,2,8,38,28,19,15,25,3,45,41,5,35,23,27,33,4,14,9,16,24,21,11,22,26,12,37,29,31,20,30,17,32,0,6,34,43,1,7,39,36,44,13,42,18,40,2,8,38,28,19,15,25,3,45,41,5,35,23,27,33,4,14,9,16,24,21,11,22,26,12,37,29,31,20,30,17,32,0,6,34,43,1,7,39,36
43,12,41,17,39,1,7,37,27,18,14,24,2,9,40,4,34,22,26,32,3,13,8,15,23,20,10,21,25,45,36,28,30,19,29,16,31,44,5,33,42,0,6,38,35,43,12,41,17,39,1,7,37,27,18,14,24,2,9,40,4,34,22,26,32,3,13,8,15,23,20,10,21,25,45,36,28,30,19,29,16,31,44,5,33,42,0,6,38,35
42,11,40,16,38,0,6,36,26,17,13,23,1,8,39,3,33,21,25,31,2,45,7,14,22,19,9,20,24,10,35,27,29,18,28,15,30,43,4,32,41,44,5,37,34,42,11,40,16,38,0,6,36,26,17,13,23,1,8,39,3,33,21,25,31,2,45,7,14,22,19,9,20,24,10,35,27,29,18,28,15,30,43,4,32,41,44,5,37,34
41,10,39,15,37,44,5,35,25,16,12,22,0,7,38,2,32,20,24,30,1,11,6,45,21,18,8,19,23,9,34,26,28,17,27,14,29,42,3,31,40,43,4,36,33,41,10,39,15,37,44,5,35,25,16,12,22,0,7,38,2,32,20,24,30,1,11,6,45,21,18,8,19,23,9,34,26,28,17,27,14,29,42,3,31,40,43,4,36,33
40,9,38,45,36,43,4,34,24,15,11,21,44,6,37,1,31,19,23,29,0,10,5,12,20,17,7,18,22,8,33,25,27,16,26,13,28,41,2,30,39,42,3,35,32,40,9,38,45,36,43,4,34,24,15,11,21,44,6,37,1,31,19,23,29,0,10,5,12,20,17,7,18,22,8,33,25,27,16,26,13,28,41,2,30,39,42,3,35,32
39,8,37,13,35,42,3,33,23,14,10,20,43,5,36,0,30,18,22,28,44,9,4,11,19,16,6,17,21,7,32,24,26,45,25,12,27,40,1,29,38,41,2,34,31,39,8,37,13,35,42,3,33,23,14,10,20,43,5,36,0,30,18,22,28,44,9,4,11,19,16,6,17,21,7,32,24,26,45,25,12,27,40,1,29,38,41,2,34,31
38,7,36,12,34,41,2,32,22,13,9,19,42,4,35,44,29,17,21,27,43,8,3,10,18,15,5,45,20,6,31,23,25,14,24,11,26,39,0,28,37,40,1,33,30,38,7,36,12,34,41,2,32,22,13,9,19,42,4,35,44,29,17,21,27,43,8,3,10,18,15,5,45,20,6,31,23,25,14,24,11,26,39,0,28,37,40,1,33,30
37,6,35,11,33,40,1,31,21,12,8,18,41,3,34,43,28,16,20,26,42,7,2,9,45,14,4,15,19,5,30,22,24,13,23,10,25,38,44,27,36,39,0,32,29,37,6,35,11,33,40,1,31,21,12,8,18,41,3,34,43,28,16,20,26,42,7,2,9,45,14,4,15,19,5,30,22,24,13,23,10,25,38,44,27,36,39,0,32,29
36,5,34,10,32,39,0,30,20,11,7,17,40,2,33,42,27,15,19,25,41,6,1,8,16,13,3,14,45,4,29,21,23,12,22,9,24,37,43,26,35,38,44,31,28,36,5,34,10,32,39,0,30,20,11,7,17,40,2,33,42,27,15,19,25,41,6,1,8,16,13,3,14,45,4,29,21,23,12,22,9,24,37,43,26,35,38,44,31,28
35,4,33,9,31,38,44,29,45,10,6,16,39,1,32,41,26,14,18,24,40,5,0,7,15,12,2,13,17,3,28,20,22,11,21,8,23,36,42,25,34,37,43,30,27,35,4,33,9,31,38,44,29,45,10,6,16,39,1,32,41,26,14,18,24,40,5,0,7,15,12,2,13,17,3,28,20,22,11,21,8,23,36,42,25,34,37,43,30,27
34,3,32,8,30,37,43,28,18,9,5,15,38,0,31,40,25,13,17,23,39,4,44,6,14,11,1,12,16,2,27,19,21,10,45,7,22,35,41,24,33,36,42,29,26,34,3,32,8,30,37,43,28,18,9,5,15,38,0,31,40,25,13,17,23,39,4,44,6,14,11,1,12,16,2,27,19,21,10,45,7,22,35,41,24,33,36,42,29,26
33,2,31,7,29,36,42,27,17,8,4,14,37,44,30,39,24,12,16,22,38,3,43,5,13,10,0,11,15,1,26,18,20,9,19,6,45,34,40,23,32,35,41,28,25,33,2,31,7,29,36,42,27,17,8,4,14,37,44,30,39,24,12,16,22,38,3,43,5,13,10,0,11,15,1,26,18,20,9,19,6,45,34,40,23,32,35,41,28,25
32,1,30,6,28,35,41,26,16,7,3,13,36,43,29,38,23,11,15,21,37,2,42,4,12,9,44,10,14,0,25,17,19,8,18,5,20,33,39,45,31,34,40,27,24,32,1,30,6,28,35,41,26,16,7,3,13,36,43,29,38,23,11,15,21,37,2,42,4,12,9,44,10,14,0,25,17,19,8,18,5,20,33,39,45,31,34,40,27,24
31,0,29,5,27,34,40,25,15,6,2,12,35,42,28,37,22,10,14,20,36,1,41,3,11,8,43,9,13,44,24,16,18,7,17,4,19,32,38,21,30,33,39,26,45,31,0,29,5,27,34,40,25,15,6,2,12,35,42,28,37,22,10,14,20,36,1,41,3,11,8,43,9,13,44,24,16,18,7,17,4,19,32,38,21,30,33,39,26,45
30,44,28,4,26,33,39,45,14,5,1,11,34,41,27,36,21,9,13,19,35,0,40,2,10,7,42,8,12,43,23,15,17,6,16,3,18,31,37,20,29,32,38,25,22,30,44,28,4,26,33,39,45,14,5,1,11,34,41,27,36,21,9,13,19,35,0,40,2,10,7,42,8,12,43,23,15,17,6,16,3,18,31,37,20,29,32,38,25,22
29,43,27,3,45,32,38,23,13,4,0,10,33,40,26,35,20,8,12,18,34,44,39,1,9,6,41,7,11,42,22,14,16,5,15,2,17,30,36,19,28,31,37,24,21,29,43,27,3,45,32,38,23,13,4,0,10,33,40,26,35,20,8,12,18,34,44,39,1,9,6,41,7,11,42,22,14,16,5,15,2,17,30,36,19,28,31,37,24,21
28,42,45,2,24,31,37,22,12,3,44,9,32,39,25,34,19,7,11,17,33,43,38,0,8,5,40,6,10,41,21,13,15,4,14,1,16,29,35,18,27,30,36,23,20,28,42,45,2,24,31,37,22,12,3,44,9,32,39,25,34,19,7,11,17,33,43,38,0,8,5,40,6,10,41,21,13,15,4,14,1,16,29,35,18,27,30,36,23,20
45,41,25,1,23,30,36,21,11,2,43,8,31,38,24,33,18,6,10,16,32,42,37,44,7,4,39,5,9,40,20,12,14,3,13,0,15,28,34,17,26,29,35,22,19,45,41,25,1,23,30,36,21,11,2,43,8,31,38,24,33,18,6,10,16,32,42,37,44,7,4,39,5,9,40,20,12,14,3,13,0,15,28,34,17,26,29,35,22,19
26,40,24,0,22,29,35,20,10,1,42,7,30,37,23,32,17,5,9,15,31,41,36,43,6,3,38,4,8,39,19,11,13,2,12,44,14,27,33,16,25,45,34,21,18,26,40,24,0,22,29,35,20,10,1,42,7,30,37,23,32,17,5,9,15,31,41,36,43,6,3,38,4,8,39,19,11,13,2,12,44,14,27,33,16,25,45,34,21,18
25,39,23,44,21,28,34,19,9,0,41,6,45,36,22,31,16,4,8,14,30,40,35,42,5,2,37,3,7,38,18,10,12,1,11,43,13,26,32,15,24,27,33,20,17,25,39,23,44,21,28,34,19,9,0,41,6,45,36,22,31,16,4,8,14,30,40,35,42,5,2,37,3,7,38,18,10,12,1,11,43,13,26,32,15,24,27,33,20,17
24,38,22,43,20,27,33,18,8,44,40,5,28,35,21,45,15,3,7,13,29,39,34,41,4,1,36,2,6,37,17,9,11,0,10,42,12,25,31,14,23,26,32,19,16,24,38,22,43,20,27,33,18,8,44,40,5,28,35,21,45,15,3,7,13,29,39,34,41,4,1,36,2,6,37,17,9,11,0,10,42,12,25,31,14,23,26,32,19,16
23,37,21,42,19,26,32,17,7,43,39,4,27,34,20,29,14,2,6,12,28,38,33,40,3,0,35,1,5,36,16,8,10,44,9,41,11,24,30,13,22,25,45,18,15,23,37,21,42,19,26,32,17,7,43,39,4,27,34,20,29,14,2,6,12,28,38,33,40,3,0,35,1,5,36,16,8,10,44,9,41,11,24,30,13,22,25,45,18,15
22,36,20,41,18,25,31,16,6,42,38,3,26,33,19,28,13,1,5,11,27,37,45,39,2,44,34,0,4,35,15,7,9,43,8,40,10,23,29,12,21,24,30,17,14,22,36,20,41,18,25,31,16,6,42,38,3,26,33,19,28,13,1,5,11,27,37,45,39,2,44,34,0,4,35,15,7,9,43,8,40,10,23,29,12,21,24,30,17,14
21,35,19,40,17,24,30,15,5,41,37,2,25,32,18,27,12,0,4,10,26,36,31,38,1,43,45,44,3,34,14,6,8,42,7,39,9,22,28,11,20,23,29,16,13,21,35,19,40,17,24,30,15,5,41,37,2,25,32,18,27,12,0,4,10,26,36,31,38,1,43,45,44,3,34,14,6,8,42,7,39,9,22,28,11,20,23,29,16,13
20,45,18,39,16,23,29,14,4,40,36,1,24,31,17,26,11,44,3,9,25,35,30,37,0,42,32,43,2,33,13,5,7,41,6,38,8,21,27,10,19,22,28,15,12,20,45,18,39,16,23,29,14,4,40,36,1,24,31,17,26,11,44,3,9,25,35,30,37,0,42,32,43,2,33,13,5,7,41,6,38,8,21,27,10,19,22,28,15,12
19,33,17,38,15,22,28,13,3,39,45,0,23,30,16,25,10,43,2,8,24,34,29,36,44,41,31,42,1,32,12,4,6,40,5,37,7,20,26,9,18,21,27,14,11,19,33,17,38,15,22,28,13,3,39,45,0,23,30,16,25,10,43,2,8,24,34,29,36,44,41,31,42,1,32,12,4,6,40,5,37,7,20,26,9,18,21,27,14,11
18,32,16,37,14,21,27,12,2,38,34,44,22,29,15,24,9,42,1,7,23,33,28,35,43,40,30,41,0,31,11,3,5,39,4,45,6,19,25,8,17,20,26,13,10,18,32,16,37,14,21,27,12,2,38,34,44,22,29,15,24,9,42,1,7,23,33,28,35,43,40,30,41,0,31,11,3,5,39,4,45,6,19,25,8,17,20,26,13,10
17,31,15,36,13,20,26,11,1,45,33,43,21,28,14,23,8,41,0,6,22,32,27,34,42,39,29,40,44,30,10,2,4,38,3,35,5,18,24,7,16,19,25,12,9,17,31,15,36,13,20,26,11,1,45,33,43,21,28,14,23,8,41,0,6,22,32,27,34,42,39,29,40,44,30,10,2,4,38,3,35,5,18,24,7,16,19,25,12,9
16,30,14,35,12,19,25,10,0,36,32,42,20,27,13,22,7,40,44,5,21,31,26,33,41,45,28,39,43,29,9,1,3,37,2,34,4,17,23,6,15,18,24,11,8,16,30,14,35,12,19,25,10,0,36,32,42,20,27,13,22,7,40,44,5,21,31,26,33,41,45,28,39,43,29,9,1,3,37,2,34,4,17,23,6,15,18,24,11,8
15,29,13,34,11,18,24,9,44,35,31,41,19,26,12,21,6,45,43,4,20,30,25,32,40,37,27,38,42,28,8,0,2,36,1,33,3,16,22,5,14,17,23,10,7,15,29,13,34,11,18,24,9,44,35,31,41,19,26,12,21,6,45,43,4,20,30,25,32,40,37,27,38,42,28,8,0,2,36,1,33,3,16,22,5,14,17,23,10,7
14,28,12,33,10,17,23,8,43,34,30,45,18,25,11,20,5,38,42,3,19,29,24,31,39,36,26,37,41,27,7,44,1,35,0,32,2,15,21,4,13,16,22,9,6,14,28,12,33,10,17,23,8,43,34,30,45,18,25,11,20,5,38,42,3,19,29,24,31,39,36,26,37,41,27,7,44,1,35,0,32,2,15,21,4,13,16,22,9,6
13,27,11,32,9,16,22,7,42,33,29,39,17,24,10,19,4,37,45,2,18,28,23,30,38,35,25,36,40,26,6,43,0,34,44,31,1,14,20,3,12,15,21,8,5,13,27,11,32,9,16,22,7,42,33,29,39,17,24,10,19,4,37,45,2,18,28,23,30,38,35,25,36,40,26,6,43,0,34,44,31,1,14,20,3,12,15,21,8,5
12,26,10,31,8,15,21,6,41,32,28,38,16,23,9,18,3,36,40,1,17,27,22,29,37,34,24,35,39,25,5,45,44,33,43,30,0,13,19,2,11,14,20,7,4,12,26,10,31,8,15,21,6,41,32,28,38,16,23,9,18,3,36,40,1,17,27,22,29,37,34,24,35,39,25,5,45,44,33,43,30,0,13,19,2,11,14,20,7,4
11,25,9,30,7,14,20,5,40,31,27,37,15,22,8,17,2,35,39,0,16,26,21,28,36,33,23,34,38,24,4,41,45,32,42,29,44,12,18,1,10,13,19,6,3,11,25,9,30,7,14,20,5,40,31,27,37,15,22,8,17,2,35,39,0,16,26,21,28,36,33,23,34,38,24,4,41,45,32,42,29,44,12,18,1,10,13,19,6,3
10,24,8,29,6,13,19,4,39,30,26,36,14,21,7,16,1,34,38,45,15,25,20,27,35,32,22,33,37,23,3,40,42,31,41,28,43,11,17,0,9,12,18,5,2,10,24,8,29,6,13,19,4,39,30,26,36,14,21,7,16,1,34,38,45,15,25,20,27,35,32,22,33,37,23,3,40,42,31,41,28,43,11,17,0,9,12,18,5,2
27,34,26,14,25,6,9,24,19,37,35,40,29,10,3,30,0,39,41,44,7,12,32,13,17,38,33,16,18,11,1,42,43,15,20,36,21,5,8,22,4,28,31,2,23,27,34,26,14,25,6,9,24,19,37,35,40,29,10,3,30,0,39,41,44,7,12,32,13,17,38,33,16,18,11,1,42,43,15,20,36,21,5,8,22,4,28,31,2,23
