0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
9,38,35,19,18,21,30,5,41,22,13,7,6,2,27,1,40,8,12,4,26,15,11,34,0,36,29,17,23,25,24,20,37,28,3,32,16,31,14,39,33,9,38,35,19,18,21,30,5,41,22,13,7,6,2,27,1,40,8,12,4,26,15,11,34,0,36,29,17,23,25,24,20,37,28,3,32,16,31,14,39,33
8,37,34,18,17,20,29,4,9,21,12,6,5,1,26,0,39,7,41,3,25,14,10,33,40,35,28,16,22,24,23,19,36,27,2,31,15,30,13,38,32,8,37,34,18,17,20,29,4,9,21,12,6,5,1,26,0,39,7,41,3,25,14,10,33,40,35,28,16,22,24,23,19,36,27,2,31,15,30,13,38,32
7,36,33,17,16,19,28,3,8,20,11,5,4,0,25,40,38,6,10,2,24,13,9,32,39,34,27,15,21,23,22,18,35,26,1,30,14,29,41,37,31,7,36,33,17,16,19,28,3,8,20,11,5,4,0,25,40,38,6,10,2,24,13,9,32,39,34,27,15,21,23,22,18,35,26,1,30,14,29,41,37,31
6,35,32,16,15,18,27,2,7,19,10,4,3,40,24,39,37,5,9,1,23,12,8,31,38,33,26,14,20,22,21,17,34,25,0,29,41,28,11,36,30,6,35,32,16,15,18,27,2,7,19,10,4,3,40,24,39,37,5,9,1,23,12,8,31,38,33,26,14,20,22,21,17,34,25,0,29,41,28,11,36,30
5,34,31,15,41,17,26,1,6,18,9,3,2,39,23,38,36,4,8,0,22,11,7,30,37,32,25,13,19,21,20,16,33,24,40,28,12,27,10,35,29,5,34,31,15,41,17,26,1,6,18,9,3,2,39,23,38,36,4,8,0,22,11,7,30,37,32,25,13,19,21,20,16,33,24,40,28,12,27,10,35,29
4,33,30,14,13,16,25,0,5,17,8,2,1,38,22,37,35,3,7,40,21,10,6,29,36,31,24,12,18,20,19,41,32,23,39,27,11,26,9,34,28,4,33,30,14,13,16,25,0,5,17,8,2,1,38,22,37,35,3,7,40,21,10,6,29,36,31,24,12,18,20,19,41,32,23,39,27,11,26,9,34,28
3,32,29,13,12,15,24,40,4,41,7,1,0,37,21,36,34,2,6,39,20,9,5,28,35,30,23,11,17,19,18,14,31,22,38,26,10,25,8,33,27,3,32,29,13,12,15,24,40,4,41,7,1,0,37,21,36,34,2,6,39,20,9,5,28,35,30,23,11,17,19,18,14,31,22,38,26,10,25,8,33,27
2,31,28,12,11,14,23,39,3,15,6,0,40,36,20,35,33,1,5,38,19,8,4,27,34,29,22,10,16,18,41,13,30,21,37,25,9,24,7,32,26,2,31,28,12,11,14,23,39,3,15,6,0,40,36,20,35,33,1,5,38,19,8,4,27,34,29,22,10,16,18,41,13,30,21,37,25,9,24,7,32,26
1,30,27,11,10,13,22,38,2,14,5,40,39,35,19,34,32,0,4,37,41,7,3,26,33,28,21,9,15,17,16,12,29,20,36,24,8,23,6,31,25,1,30,27,11,10,13,22,38,2,14,5,40,39,35,19,34,32,0,4,37,41,7,3,26,33,28,21,9,15,17,16,12,29,20,36,24,8,23,6,31,25
0,29,26,10,9,12,21,37,1,13,4,39,38,34,18,33,31,40,3,36,17,6,2,25,32,27,20,8,14,16,15,11,28,41,35,23,7,22,5,30,24,0,29,26,10,9,12,21,37,1,13,4,39,38,34,18,33,31,40,3,36,17,6,2,25,32,27,20,8,14,16,15,11,28,41,35,23,7,22,5,30,24
40,28,25,9,8,11,41,36,0,12,3,38,37,33,17,32,30,39,2,35,16,5,1,24,31,26,19,7,13,15,14,10,27,18,34,22,6,21,4,29,23,40,28,25,9,8,11,41,36,0,12,3,38,37,33,17,32,30,39,2,35,16,5,1,24,31,26,19,7,13,15,14,10,27,18,34,22,6,21,4,29,23
39,27,24,8,7,10,19,35,40,11,2,37,36,32,16,31,29,38,1,34,15,4,0,23,30,25,18,6,12,14,13,9,26,17,33,41,5,20,3,28,22,39,27,24,8,7,10,19,35,40,11,2,37,36,32,16,31,29,38,1,34,15,4,0,23,30,25,18,6,12,14,13,9,26,17,33,41,5,20,3,28,22
38,26,23,7,6,9,18,34,39,10,1,36,35,31,15,30,28,37,0,33,14,3,40,41,29,24,17,5,11,13,12,8,25,16,32,20,4,19,2,27,21,38,26,23,7,6,9,18,34,39,10,1,36,35,31,15,30,28,37,0,33,14,3,40,41,29,24,17,5,11,13,12,8,25,16,32,20,4,19,2,27,21
37,25,22,6,5,8,17,33,38,9,0,35,34,30,14,29,27,36,40,32,13,2,39,21,28,41,16,4,10,12,11,7,24,15,31,19,3,18,1,26,20,37,25,22,6,5,8,17,33,38,9,0,35,34,30,14,29,27,36,40,32,13,2,39,21,28,41,16,4,10,12,11,7,24,15,31,19,3,18,1,26,20
36,41,21,5,4,7,16,32,37,8,40,34,33,29,13,28,26,35,39,31,12,1,38,20,27,22,15,3,9,11,10,6,23,14,30,18,2,17,0,25,19,36,41,21,5,4,7,16,32,37,8,40,34,33,29,13,28,26,35,39,31,12,1,38,20,27,22,15,3,9,11,10,6,23,14,30,18,2,17,0,25,19
35,23,20,4,3,6,15,31,36,7,39,33,32,28,12,27,41,34,38,30,11,0,37,19,26,21,14,2,8,10,9,5,22,13,29,17,1,16,40,24,18,35,23,20,4,3,6,15,31,36,7,39,33,32,28,12,27,41,34,38,30,11,0,37,19,26,21,14,2,8,10,9,5,22,13,29,17,1,16,40,24,18
34,22,19,3,2,5,14,30,35,6,38,32,31,27,11,41,24,33,37,29,10,40,36,18,25,20,13,1,7,9,8,4,21,12,28,16,0,15,39,23,17,34,22,19,3,2,5,14,30,35,6,38,32,31,27,11,41,24,33,37,29,10,40,36,18,25,20,13,1,7,9,8,4,21,12,28,16,0,15,39,23,17
33,21,18,2,1,4,13,29,34,5,37,31,30,26,10,25,23,32,36,28,9,39,35,17,24,19,12,0,6,8,7,3,20,11,41,15,40,14,38,22,16,33,21,18,2,1,4,13,29,34,5,37,31,30,26,10,25,23,32,36,28,9,39,35,17,24,19,12,0,6,8,7,3,20,11,41,15,40,14,38,22,16
32,20,17,1,0,3,12,41,33,4,36,30,29,25,9,24,22,31,35,27,8,38,34,16,23,18,11,40,5,7,6,2,19,10,26,14,39,13,37,21,15,32,20,17,1,0,3,12,41,33,4,36,30,29,25,9,24,22,31,35,27,8,38,34,16,23,18,11,40,5,7,6,2,19,10,26,14,39,13,37,21,15
31,19,16,0,40,2,11,27,32,3,35,41,28,24,8,23,21,30,34,26,7,37,33,15,22,17,10,39,4,6,5,1,18,9,25,13,38,12,36,20,14,31,19,16,0,40,2,11,27,32,3,35,41,28,24,8,23,21,30,34,26,7,37,33,15,22,17,10,39,4,6,5,1,18,9,25,13,38,12,36,20,14
41,18,15,40,39,1,10,26,31,2,34,28,27,23,7,22,20,29,33,25,6,36,32,14,21,16,9,38,3,5,4,0,17,8,24,12,37,11,35,19,13,41,18,15,40,39,1,10,26,31,2,34,28,27,23,7,22,20,29,33,25,6,36,32,14,21,16,9,38,3,5,4,0,17,8,24,12,37,11,35,19,13
29,17,14,39,38,0,9,25,30,1,33,27,26,22,6,21,19,28,32,24,5,35,41,13,20,15,8,37,2,4,3,40,16,7,23,11,36,10,34,18,12,29,17,14,39,38,0,9,25,30,1,33,27,26,22,6,21,19,28,32,24,5,35,41,13,20,15,8,37,2,4,3,40,16,7,23,11,36,10,34,18,12
28,16,13,38,37,40,8,24,29,0,41,26,25,21,5,20,18,27,31,23,4,34,30,12,19,14,7,36,1,3,2,39,15,6,22,10,35,9,33,17,11,28,16,13,38,37,40,8,24,29,0,41,26,25,21,5,20,18,27,31,23,4,34,30,12,19,14,7,36,1,3,2,39,15,6,22,10,35,9,33,17,11
27,15,12,37,36,39,7,23,28,40,31,25,24,20,4,19,17,26,30,22,3,41,29,11,18,13,6,35,0,2,1,38,14,5,21,9,34,8,32,16,10,27,15,12,37,36,39,7,23,28,40,31,25,24,20,4,19,17,26,30,22,3,41,29,11,18,13,6,35,0,2,1,38,14,5,21,9,34,8,32,16,10
26,14,11,36,35,38,6,22,27,39,30,24,23,19,3,18,16,25,29,21,2,32,28,10,17,12,5,41,40,1,0,37,13,4,20,8,33,7,31,15,9,26,14,11,36,35,38,6,22,27,39,30,24,23,19,3,18,16,25,29,21,2,32,28,10,17,12,5,41,40,1,0,37,13,4,20,8,33,7,31,15,9
25,13,10,41,34,37,5,21,26,38,29,23,22,18,2,17,15,24,28,20,1,31,27,9,16,11,4,33,39,0,40,36,12,3,19,7,32,6,30,14,8,25,13,10,41,34,37,5,21,26,38,29,23,22,18,2,17,15,24,28,20,1,31,27,9,16,11,4,33,39,0,40,36,12,3,19,7,32,6,30,14,8
24,12,9,34,33,41,4,20,25,37,28,22,21,17,1,16,14,23,27,19,0,30,26,8,15,10,3,32,38,40,39,35,11,2,18,6,31,5,29,13,7,24,12,9,34,33,41,4,20,25,37,28,22,21,17,1,16,14,23,27,19,0,30,26,8,15,10,3,32,38,40,39,35,11,2,18,6,31,5,29,13,7
23,11,8,33,32,35,3,19,24,36,27,21,20,16,0,15,13,22,26,18,40,29,25,7,14,9,2,31,41,39,38,34,10,1,17,5,30,4,28,12,6,23,11,8,33,32,35,3,19,24,36,27,21,20,16,0,15,13,22,26,18,40,29,25,7,14,9,2,31,41,39,38,34,10,1,17,5,30,4,28,12,6
22,10,7,32,31,34,2,18,23,35,26,20,19,15,40,14,12,21,25,17,39,28,24,6,13,8,1,30,36,41,37,33,9,0,16,4,29,3,27,11,5,22,10,7,32,31,34,2,18,23,35,26,20,19,15,40,14,12,21,25,17,39,28,24,6,13,8,1,30,36,41,37,33,9,0,16,4,29,3,27,11,5
21,9,6,31,30,33,1,17,22,34,25,19,18,14,41,13,11,20,24,16,38,27,23,5,12,7,0,29,35,37,36,32,8,40,15,3,28,2,26,10,4,21,9,6,31,30,33,1,17,22,34,25,19,18,14,41,13,11,20,24,16,38,27,23,5,12,7,0,29,35,37,36,32,8,40,15,3,28,2,26,10,4
20,8,5,30,29,32,0,16,21,33,24,18,17,13,38,12,10,19,23,15,37,26,22,4,11,6,41,28,34,36,35,31,7,39,14,2,27,1,25,9,3,20,8,5,30,29,32,0,16,21,33,24,18,17,13,38,12,10,19,23,15,37,26,22,4,11,6,41,28,34,36,35,31,7,39,14,2,27,1,25,9,3
30,24,2,35,14,36,20,28,10,16,32,29,8,6,39,26,25,9,11,7,18,33,31,22,5,23,40,34,37,38,17,15,3,19,27,21,13,0,12,4,1,30,24,2,35,14,36,20,28,10,16,32,29,8,6,39,26,25,9,11,7,18,33,31,22,5,23,40,34,37,38,17,15,3,19,27,21,13,0,12,4,1
