0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
37,31,11,23,12,22,16,43,21,24,8,0,33,30,27,28,4,6,10,7,41,19,35,34,5,15,25,29,17,14,9,2,18,26,36,40,1,42,32,39,38,13,3,37,31,11,23,12,22,16,43,21,24,8,0,33,30,27,28,4,6,10,7,41,19,35,34,5,15,25,29,17,14,9,2,18,26,36,40,1,42,32,39,38,13,3
36,30,10,22,11,43,15,19,20,23,7,42,32,29,26,27,3,5,9,6,40,18,34,33,4,14,24,28,16,13,8,1,17,25,35,39,0,41,31,38,37,12,2,36,30,10,22,11,43,15,19,20,23,7,42,32,29,26,27,3,5,9,6,40,18,34,33,4,14,24,28,16,13,8,1,17,25,35,39,0,41,31,38,37,12,2
35,29,9,21,10,20,14,18,19,43,6,41,31,28,25,26,2,4,8,5,39,17,33,32,3,13,23,27,15,12,7,0,16,24,34,38,42,40,30,37,36,11,1,35,29,9,21,10,20,14,18,19,43,6,41,31,28,25,26,2,4,8,5,39,17,33,32,3,13,23,27,15,12,7,0,16,24,34,38,42,40,30,37,36,11,1
34,28,8,20,9,19,13,17,18,21,5,40,30,27,24,25,1,3,7,4,38,16,32,31,2,12,22,26,14,11,6,42,15,43,33,37,41,39,29,36,35,10,0,34,28,8,20,9,19,13,17,18,21,5,40,30,27,24,25,1,3,7,4,38,16,32,31,2,12,22,26,14,11,6,42,15,43,33,37,41,39,29,36,35,10,0
33,27,7,19,8,18,12,16,17,20,4,39,29,26,23,43,0,2,6,3,37,15,31,30,1,11,21,25,13,10,5,41,14,22,32,36,40,38,28,35,34,9,42,33,27,7,19,8,18,12,16,17,20,4,39,29,26,23,43,0,2,6,3,37,15,31,30,1,11,21,25,13,10,5,41,14,22,32,36,40,38,28,35,34,9,42
32,26,6,18,7,17,11,15,16,19,3,38,28,43,22,23,42,1,5,2,36,14,30,29,0,10,20,24,12,9,4,40,13,21,31,35,39,37,27,34,33,8,41,32,26,6,18,7,17,11,15,16,19,3,38,28,43,22,23,42,1,5,2,36,14,30,29,0,10,20,24,12,9,4,40,13,21,31,35,39,37,27,34,33,8,41
31,25,5,17,6,16,10,14,15,18,2,37,27,24,21,22,41,0,4,1,35,13,29,28,42,9,19,23,11,8,3,39,12,20,30,34,38,36,43,33,32,7,40,31,25,5,17,6,16,10,14,15,18,2,37,27,24,21,22,41,0,4,1,35,13,29,28,42,9,19,23,11,8,3,39,12,20,30,34,38,36,43,33,32,7,40
30,24,4,16,5,15,9,13,14,17,1,36,26,23,20,21,40,42,3,0,34,12,28,43,41,8,18,22,10,7,2,38,11,19,29,33,37,35,25,32,31,6,39,30,24,4,16,5,15,9,13,14,17,1,36,26,23,20,21,40,42,3,0,34,12,28,43,41,8,18,22,10,7,2,38,11,19,29,33,37,35,25,32,31,6,39
29,23,3,15,4,14,8,12,13,16,0,35,25,22,19,20,39,41,2,42,33,11,27,26,40,7,17,21,9,6,1,37,10,18,43,32,36,34,24,31,30,5,38,29,23,3,15,4,14,8,12,13,16,0,35,25,22,19,20,39,41,2,42,33,11,27,26,40,7,17,21,9,6,1,37,10,18,43,32,36,34,24,31,30,5,38
28,22,2,14,3,13,7,11,12,15,42,34,24,21,18,19,38,40,1,41,32,10,26,25,39,6,16,20,8,5,0,36,9,17,27,31,35,33,23,30,43,4,37,28,22,2,14,3,13,7,11,12,15,42,34,24,21,18,19,38,40,1,41,32,10,26,25,39,6,16,20,8,5,0,36,9,17,27,31,35,33,23,30,43,4,37
27,21,1,13,2,12,6,10,11,14,41,33,23,20,17,18,37,39,0,40,31,9,25,24,38,5,15,19,7,4,42,35,8,16,26,43,34,32,22,29,28,3,36,27,21,1,13,2,12,6,10,11,14,41,33,23,20,17,18,37,39,0,40,31,9,25,24,38,5,15,19,7,4,42,35,8,16,26,43,34,32,22,29,28,3,36
26,20,0,12,1,11,5,9,10,13,40,32,22,19,16,17,36,38,42,39,30,8,24,23,37,4,14,18,6,3,41,34,7,15,25,29,33,43,21,28,27,2,35,26,20,0,12,1,11,5,9,10,13,40,32,22,19,16,17,36,38,42,39,30,8,24,23,37,4,14,18,6,3,41,34,7,15,25,29,33,43,21,28,27,2,35
25,19,42,11,0,10,4,8,9,12,39,31,21,18,15,16,35,37,41,38,29,7,23,22,36,3,13,17,5,2,40,33,6,14,24,28,43,30,20,27,26,1,34,25,19,42,11,0,10,4,8,9,12,39,31,21,18,15,16,35,37,41,38,29,7,23,22,36,3,13,17,5,2,40,33,6,14,24,28,43,30,20,27,26,1,34
24,18,41,10,42,9,3,7,8,11,38,30,20,17,14,15,34,36,40,37,28,6,22,21,35,2,12,16,4,1,39,32,5,13,23,27,31,29,19,26,25,0,43,24,18,41,10,42,9,3,7,8,11,38,30,20,17,14,15,34,36,40,37,28,6,22,21,35,2,12,16,4,1,39,32,5,13,23,27,31,29,19,26,25,0,43
23,17,40,9,41,8,2,6,7,10,37,29,19,16,13,14,33,35,39,36,27,5,21,20,43,1,11,15,3,0,38,31,4,12,22,26,30,28,18,25,24,42,32,23,17,40,9,41,8,2,6,7,10,37,29,19,16,13,14,33,35,39,36,27,5,21,20,43,1,11,15,3,0,38,31,4,12,22,26,30,28,18,25,24,42,32
22,16,39,8,40,7,1,5,6,9,36,28,18,15,12,13,32,34,38,43,26,4,20,19,33,0,10,14,2,42,37,30,3,11,21,25,29,27,17,24,23,41,31,22,16,39,8,40,7,1,5,6,9,36,28,18,15,12,13,32,34,38,43,26,4,20,19,33,0,10,14,2,42,37,30,3,11,21,25,29,27,17,24,23,41,31
21,15,38,7,39,6,0,4,5,8,35,27,17,14,11,12,31,33,37,34,25,3,19,18,32,42,9,13,1,41,43,29,2,10,20,24,28,26,16,23,22,40,30,21,15,38,7,39,6,0,4,5,8,35,27,17,14,11,12,31,33,37,34,25,3,19,18,32,42,9,13,1,41,43,29,2,10,20,24,28,26,16,23,22,40,30
20,14,43,6,38,5,42,3,4,7,34,26,16,13,10,11,30,32,36,33,24,2,18,17,31,41,8,12,0,40,35,28,1,9,19,23,27,25,15,22,21,39,29,20,14,43,6,38,5,42,3,4,7,34,26,16,13,10,11,30,32,36,33,24,2,18,17,31,41,8,12,0,40,35,28,1,9,19,23,27,25,15,22,21,39,29
19,13,36,5,37,4,41,2,3,6,33,25,15,12,9,10,29,31,35,32,23,1,17,16,30,40,7,11,42,39,34,27,0,8,18,22,26,24,14,21,20,43,28,19,13,36,5,37,4,41,2,3,6,33,25,15,12,9,10,29,31,35,32,23,1,17,16,30,40,7,11,42,39,34,27,0,8,18,22,26,24,14,21,20,43,28
18,12,35,4,36,3,40,1,2,5,32,24,14,11,8,9,28,30,34,31,22,0,16,15,29,43,6,10,41,38,33,26,42,7,17,21,25,23,13,20,19,37,27,18,12,35,4,36,3,40,1,2,5,32,24,14,11,8,9,28,30,34,31,22,0,16,15,29,43,6,10,41,38,33,26,42,7,17,21,25,23,13,20,19,37,27
17,11,34,3,35,2,39,0,1,4,31,23,13,10,7,8,27,29,33,30,21,42,15,14,28,38,5,9,43,37,32,25,41,6,16,20,24,22,12,19,18,36,26,17,11,34,3,35,2,39,0,1,4,31,23,13,10,7,8,27,29,33,30,21,42,15,14,28,38,5,9,43,37,32,25,41,6,16,20,24,22,12,19,18,36,26
16,10,33,2,34,1,38,42,0,3,30,22,12,9,6,7,26,28,32,29,20,43,14,13,27,37,4,8,39,36,31,24,40,5,15,19,23,21,11,18,17,35,25,16,10,33,2,34,1,38,42,0,3,30,22,12,9,6,7,26,28,32,29,20,43,14,13,27,37,4,8,39,36,31,24,40,5,15,19,23,21,11,18,17,35,25
15,9,32,1,33,0,37,41,43,2,29,21,11,8,5,6,25,27,31,28,19,40,13,12,26,36,3,7,38,35,30,23,39,4,14,18,22,20,10,17,16,34,24,15,9,32,1,33,0,37,41,43,2,29,21,11,8,5,6,25,27,31,28,19,40,13,12,26,36,3,7,38,35,30,23,39,4,14,18,22,20,10,17,16,34,24
7,4,37,0,16,21,18,20,42,22,14,10,5,25,2,24,12,13,15,35,9,41,6,27,34,39,1,3,40,17,36,11,19,23,28,30,32,31,26,8,29,38,33,7,4,37,0,16,21,18,20,42,22,14,10,5,25,2,24,12,13,15,35,9,41,6,27,34,39,1,3,40,17,36,11,19,23,28,30,32,31,26,8,29,38,33
