0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
27,28,6,34,15,0,10,42,43,32,5,8,18,7,17,13,36,44,47,1,9,38,24,35,45,33,46,29,14,20,37,2,40,25,31,3,30,21,26,41,11,23,4,39,16,19,22,27,28,6,34,15,0,10,42,43,32,5,8,18,7,17,13,36,44,47,1,9,38,24,35,45,33,46,29,14,20,37,2,40,25,31,3,30,21,26,41,11,23,4,39,16,19,22
26,27,5,33,14,46,9,41,42,31,4,7,17,6,16,12,35,43,11,0,8,37,23,34,44,32,45,28,47,19,36,1,39,24,30,2,29,20,25,40,10,22,3,38,15,18,21,26,27,5,33,14,46,9,41,42,31,4,7,17,6,16,12,35,43,11,0,8,37,23,34,44,32,45,28,47,19,36,1,39,24,30,2,29,20,25,40,10,22,3,38,15,18,21
25,26,4,32,13,45,8,40,41,30,3,6,16,5,15,11,34,42,10,46,7,36,22,33,43,31,44,27,12,18,35,0,38,23,29,1,28,19,24,39,9,21,2,37,47,17,20,25,26,4,32,13,45,8,40,41,30,3,6,16,5,15,11,34,42,10,46,7,36,22,33,43,31,44,27,12,18,35,0,38,23,29,1,28,19,24,39,9,21,2,37,47,17,20
24,25,3,31,12,44,7,39,40,29,2,5,47,4,14,10,33,41,9,45,6,35,21,32,42,30,43,26,11,17,34,46,37,22,28,0,27,18,23,38,8,20,1,36,13,16,19,24,25,3,31,12,44,7,39,40,29,2,5,47,4,14,10,33,41,9,45,6,35,21,32,42,30,43,26,11,17,34,46,37,22,28,0,27,18,23,38,8,20,1,36,13,16,19
23,24,2,30,11,43,6,38,39,28,1,4,14,3,13,9,32,40,8,44,5,34,20,31,41,29,42,25,10,47,33,45,36,21,27,46,26,17,22,37,7,19,0,35,12,15,18,23,24,2,30,11,43,6,38,39,28,1,4,14,3,13,9,32,40,8,44,5,34,20,31,41,29,42,25,10,47,33,45,36,21,27,46,26,17,22,37,7,19,0,35,12,15,18
22,23,1,29,10,42,5,37,38,27,0,3,13,2,12,8,31,39,7,43,4,33,19,30,40,28,41,24,9,15,32,44,35,20,26,45,25,16,21,36,6,18,46,34,11,14,47,22,23,1,29,10,42,5,37,38,27,0,3,13,2,12,8,31,39,7,43,4,33,19,30,40,28,41,24,9,15,32,44,35,20,26,45,25,16,21,36,6,18,46,34,11,14,47
21,22,0,28,9,41,4,36,37,26,46,2,12,1,11,7,30,38,6,42,3,32,47,29,39,27,40,23,8,14,31,43,34,19,25,44,24,15,20,35,5,17,45,33,10,13,16,21,22,0,28,9,41,4,36,37,26,46,2,12,1,11,7,30,38,6,42,3,32,47,29,39,27,40,23,8,14,31,43,34,19,25,44,24,15,20,35,5,17,45,33,10,13,16
20,21,46,27,8,40,3,35,36,25,45,1,11,0,10,6,29,37,5,41,2,31,17,28,38,26,39,22,7,13,30,42,33,18,24,43,23,14,47,34,4,16,44,32,9,12,15,20,21,46,27,8,40,3,35,36,25,45,1,11,0,10,6,29,37,5,41,2,31,17,28,38,26,39,22,7,13,30,42,33,18,24,43,23,14,47,34,4,16,44,32,9,12,15
19,47,45,26,7,39,2,34,35,24,44,0,10,46,9,5,28,36,4,40,1,30,16,27,37,25,38,21,6,12,29,41,32,17,23,42,22,13,18,33,3,15,43,31,8,11,14,19,47,45,26,7,39,2,34,35,24,44,0,10,46,9,5,28,36,4,40,1,30,16,27,37,25,38,21,6,12,29,41,32,17,23,42,22,13,18,33,3,15,43,31,8,11,14
18,19,44,25,6,38,1,33,34,23,43,46,9,45,8,4,27,35,3,39,0,29,15,26,36,24,37,20,5,11,28,40,31,16,22,41,47,12,17,32,2,14,42,30,7,10,13,18,19,44,25,6,38,1,33,34,23,43,46,9,45,8,4,27,35,3,39,0,29,15,26,36,24,37,20,5,11,28,40,31,16,22,41,47,12,17,32,2,14,42,30,7,10,13
17,18,43,24,5,37,0,32,33,47,42,45,8,44,7,3,26,34,2,38,46,28,14,25,35,23,36,19,4,10,27,39,30,15,21,40,20,11,16,31,1,13,41,29,6,9,12,17,18,43,24,5,37,0,32,33,47,42,45,8,44,7,3,26,34,2,38,46,28,14,25,35,23,36,19,4,10,27,39,30,15,21,40,20,11,16,31,1,13,41,29,6,9,12
16,17,42,47,4,36,46,31,32,21,41,44,7,43,6,2,25,33,1,37,45,27,13,24,34,22,35,18,3,9,26,38,29,14,20,39,19,10,15,30,0,12,40,28,5,8,11,16,17,42,47,4,36,46,31,32,21,41,44,7,43,6,2,25,33,1,37,45,27,13,24,34,22,35,18,3,9,26,38,29,14,20,39,19,10,15,30,0,12,40,28,5,8,11
15,16,41,22,3,35,45,30,31,20,40,43,6,42,5,1,47,32,0,36,44,26,12,23,33,21,34,17,2,8,25,37,28,13,19,38,18,9,14,29,46,11,39,27,4,7,10,15,16,41,22,3,35,45,30,31,20,40,43,6,42,5,1,47,32,0,36,44,26,12,23,33,21,34,17,2,8,25,37,28,13,19,38,18,9,14,29,46,11,39,27,4,7,10
14,15,40,21,2,34,44,29,30,19,39,42,5,41,4,0,23,31,46,35,43,47,11,22,32,20,33,16,1,7,24,36,27,12,18,37,17,8,13,28,45,10,38,26,3,6,9,14,15,40,21,2,34,44,29,30,19,39,42,5,41,4,0,23,31,46,35,43,47,11,22,32,20,33,16,1,7,24,36,27,12,18,37,17,8,13,28,45,10,38,26,3,6,9
13,14,39,20,1,33,43,28,29,18,38,41,4,40,3,46,22,30,45,34,42,24,10,21,31,19,32,15,0,6,23,35,47,11,17,36,16,7,12,27,44,9,37,25,2,5,8,13,14,39,20,1,33,43,28,29,18,38,41,4,40,3,46,22,30,45,34,42,24,10,21,31,19,32,15,0,6,23,35,47,11,17,36,16,7,12,27,44,9,37,25,2,5,8
12,13,38,19,0,32,42,47,28,17,37,40,3,39,2,45,21,29,44,33,41,23,9,20,30,18,31,14,46,5,22,34,25,10,16,35,15,6,11,26,43,8,36,24,1,4,7,12,13,38,19,0,32,42,47,28,17,37,40,3,39,2,45,21,29,44,33,41,23,9,20,30,18,31,14,46,5,22,34,25,10,16,35,15,6,11,26,43,8,36,24,1,4,7
11,12,37,18,46,31,41,26,27,16,36,39,2,38,1,44,20,47,43,32,40,22,8,19,29,17,30,13,45,4,21,33,24,9,15,34,14,5,10,25,42,7,35,23,0,3,6,11,12,37,18,46,31,41,26,27,16,36,39,2,38,1,44,20,47,43,32,40,22,8,19,29,17,30,13,45,4,21,33,24,9,15,34,14,5,10,25,42,7,35,23,0,3,6
10,11,36,17,45,30,40,25,26,15,35,38,1,37,0,43,19,27,42,31,39,21,7,18,28,16,47,12,44,3,20,32,23,8,14,33,13,4,9,24,41,6,34,22,46,2,5,10,11,36,17,45,30,40,25,26,15,35,38,1,37,0,43,19,27,42,31,39,21,7,18,28,16,47,12,44,3,20,32,23,8,14,33,13,4,9,24,41,6,34,22,46,2,5
9,10,35,16,44,29,39,24,25,14,34,37,0,36,46,42,18,26,41,47,38,20,6,17,27,15,28,11,43,2,19,31,22,7,13,32,12,3,8,23,40,5,33,21,45,1,4,9,10,35,16,44,29,39,24,25,14,34,37,0,36,46,42,18,26,41,47,38,20,6,17,27,15,28,11,43,2,19,31,22,7,13,32,12,3,8,23,40,5,33,21,45,1,4
8,9,34,15,43,28,38,23,24,13,33,36,46,35,45,41,17,25,40,29,37,19,5,16,26,14,27,10,42,1,18,30,21,6,12,47,11,2,7,22,39,4,32,20,44,0,3,8,9,34,15,43,28,38,23,24,13,33,36,46,35,45,41,17,25,40,29,37,19,5,16,26,14,27,10,42,1,18,30,21,6,12,47,11,2,7,22,39,4,32,20,44,0,3
7,8,33,14,42,27,37,22,23,12,47,35,45,34,44,40,16,24,39,28,36,18,4,15,25,13,26,9,41,0,17,29,20,5,11,30,10,1,6,21,38,3,31,19,43,46,2,7,8,33,14,42,27,37,22,23,12,47,35,45,34,44,40,16,24,39,28,36,18,4,15,25,13,26,9,41,0,17,29,20,5,11,30,10,1,6,21,38,3,31,19,43,46,2
6,7,32,13,41,26,36,21,22,11,31,34,44,47,43,39,15,23,38,27,35,17,3,14,24,12,25,8,40,46,16,28,19,4,10,29,9,0,5,20,37,2,30,18,42,45,1,6,7,32,13,41,26,36,21,22,11,31,34,44,47,43,39,15,23,38,27,35,17,3,14,24,12,25,8,40,46,16,28,19,4,10,29,9,0,5,20,37,2,30,18,42,45,1
5,6,31,12,40,25,35,20,21,10,30,33,43,32,42,38,14,22,37,26,47,16,2,13,23,11,24,7,39,45,15,27,18,3,9,28,8,46,4,19,36,1,29,17,41,44,0,5,6,31,12,40,25,35,20,21,10,30,33,43,32,42,38,14,22,37,26,47,16,2,13,23,11,24,7,39,45,15,27,18,3,9,28,8,46,4,19,36,1,29,17,41,44,0
4,5,30,11,39,24,34,19,20,9,29,32,42,31,41,37,13,21,36,25,33,15,1,12,22,10,23,6,38,44,14,26,17,2,8,27,7,45,3,18,47,0,28,16,40,43,46,4,5,30,11,39,24,34,19,20,9,29,32,42,31,41,37,13,21,36,25,33,15,1,12,22,10,23,6,38,44,14,26,17,2,8,27,7,45,3,18,47,0,28,16,40,43,46
3,4,29,10,38,23,33,18,19,8,28,31,41,30,40,47,12,20,35,24,32,14,0,11,21,9,22,5,37,43,13,25,16,1,7,26,6,44,2,17,34,46,27,15,39,42,45,3,4,29,10,38,23,33,18,19,8,28,31,41,30,40,47,12,20,35,24,32,14,0,11,21,9,22,5,37,43,13,25,16,1,7,26,6,44,2,17,34,46,27,15,39,42,45
2,3,28,9,47,22,32,17,18,7,27,30,40,29,39,35,11,19,34,23,31,13,46,10,20,8,21,4,36,42,12,24,15,0,6,25,5,43,1,16,33,45,26,14,38,41,44,2,3,28,9,47,22,32,17,18,7,27,30,40,29,39,35,11,19,34,23,31,13,46,10,20,8,21,4,36,42,12,24,15,0,6,25,5,43,1,16,33,45,26,14,38,41,44
1,2,27,8,36,21,31,16,17,6,26,29,39,28,47,34,10,18,33,22,30,12,45,9,19,7,20,3,35,41,11,23,14,46,5,24,4,42,0,15,32,44,25,13,37,40,43,1,2,27,8,36,21,31,16,17,6,26,29,39,28,47,34,10,18,33,22,30,12,45,9,19,7,20,3,35,41,11,23,14,46,5,24,4,42,0,15,32,44,25,13,37,40,43
0,1,26,7,35,20,30,15,16,5,25,28,38,27,37,33,9,17,32,21,29,11,44,8,18,6,19,2,34,40,10,22,13,45,4,23,3,41,46,14,31,43,24,12,36,47,42,0,1,26,7,35,20,30,15,16,5,25,28,38,27,37,33,9,17,32,21,29,11,44,8,18,6,19,2,34,40,10,22,13,45,4,23,3,41,46,14,31,43,24,12,36,47,42
46,0,25,6,34,19,29,14,15,4,24,27,37,26,36,32,8,16,31,20,28,10,43,7,17,5,18,1,33,39,9,21,12,44,3,22,2,47,45,13,30,42,23,11,35,38,41,46,0,25,6,34,19,29,14,15,4,24,27,37,26,36,32,8,16,31,20,28,10,43,7,17,5,18,1,33,39,9,21,12,44,3,22,2,47,45,13,30,42,23,11,35,38,41
45,46,24,5,33,18,28,13,14,3,23,26,36,25,35,31,7,15,30,19,27,9,42,6,16,4,17,0,32,38,8,20,11,43,2,21,1,39,44,12,29,47,22,10,34,37,40,45,46,24,5,33,18,28,13,14,3,23,26,36,25,35,31,7,15,30,19,27,9,42,6,16,4,17,0,32,38,8,20,11,43,2,21,1,39,44,12,29,47,22,10,34,37,40
44,45,23,4,32,17,27,12,13,2,22,25,35,24,34,30,6,14,29,18,26,8,41,5,15,3,16,46,31,37,7,19,10,47,1,20,0,38,43,11,28,40,21,9,33,36,39,44,45,23,4,32,17,27,12,13,2,22,25,35,24,34,30,6,14,29,18,26,8,41,5,15,3,16,46,31,37,7,19,10,47,1,20,0,38,43,11,28,40,21,9,33,36,39
47,44,22,3,31,16,26,11,12,1,21,24,34,23,33,29,5,13,28,17,25,7,40,4,14,2,15,45,30,36,6,18,9,41,0,19,46,37,42,10,27,39,20,8,32,35,38,47,44,22,3,31,16,26,11,12,1,21,24,34,23,33,29,5,13,28,17,25,7,40,4,14,2,15,45,30,36,6,18,9,41,0,19,46,37,42,10,27,39,20,8,32,35,38
42,43,21,2,30,15,25,10,11,0,20,23,33,22,32,28,4,12,27,16,24,6,39,3,13,1,14,47,29,35,5,17,8,40,46,18,45,36,41,9,26,38,19,7,31,34,37,42,43,21,2,30,15,25,10,11,0,20,23,33,22,32,28,4,12,27,16,24,6,39,3,13,1,14,47,29,35,5,17,8,40,46,18,45,36,41,9,26,38,19,7,31,34,37
41,42,20,1,29,14,24,9,10,46,19,22,32,21,31,27,3,11,26,15,23,5,38,2,12,0,13,43,28,34,4,16,7,39,47,17,44,35,40,8,25,37,18,6,30,33,36,41,42,20,1,29,14,24,9,10,46,19,22,32,21,31,27,3,11,26,15,23,5,38,2,12,0,13,43,28,34,4,16,7,39,47,17,44,35,40,8,25,37,18,6,30,33,36
40,41,19,0,28,13,23,8,9,45,18,21,31,20,30,26,2,10,25,14,22,4,37,1,11,47,12,42,27,33,3,15,6,38,44,16,43,34,39,7,24,36,17,5,29,32,35,40,41,19,0,28,13,23,8,9,45,18,21,31,20,30,26,2,10,25,14,22,4,37,1,11,47,12,42,27,33,3,15,6,38,44,16,43,34,39,7,24,36,17,5,29,32,35
43,20,9,23,37,6,11,27,4,22,32,10,15,33,38,36,24,28,12,30,34,25,18,0,5,46,29,44,13,16,1,7,26,42,45,31,21,40,19,3,35,41,8,2,14,39,17,43,20,9,23,37,6,11,27,4,22,32,10,15,33,38,36,24,28,12,30,34,25,18,0,5,46,29,44,13,16,1,7,26,42,45,31,21,40,19,3,35,41,8,2,14,39,17
