0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
17,27,28,29,34,23,9,12,7,21,0,2,4,20,14,33,37,8,3,16,11,26,22,13,36,30,32,19,6,31,15,1,10,35,24,5,25,17,27,28,29,34,23,9,12,7,21,0,2,4,20,14,33,37,8,3,16,11,26,22,13,36,30,32,19,6,31,15,1,10,35,24,5,25
16,26,27,28,33,22,8,11,6,20,36,1,3,37,13,32,17,7,2,15,10,25,21,12,35,29,31,18,5,30,14,0,9,34,23,4,24,16,26,27,28,33,22,8,11,6,20,36,1,3,37,13,32,17,7,2,15,10,25,21,12,35,29,31,18,5,30,14,0,9,34,23,4,24
15,25,26,27,32,21,7,10,5,19,35,0,2,18,12,31,16,6,1,14,9,24,37,11,34,28,30,17,4,29,13,36,8,33,22,3,23,15,25,26,27,32,21,7,10,5,19,35,0,2,18,12,31,16,6,1,14,9,24,37,11,34,28,30,17,4,29,13,36,8,33,22,3,23
14,24,25,26,31,20,6,9,4,18,34,36,1,17,11,30,15,5,0,13,8,23,19,10,33,27,29,16,3,28,12,35,7,32,37,2,22,14,24,25,26,31,20,6,9,4,18,34,36,1,17,11,30,15,5,0,13,8,23,19,10,33,27,29,16,3,28,12,35,7,32,37,2,22
13,23,24,25,30,19,5,8,3,17,33,35,0,16,10,29,14,4,36,12,7,37,18,9,32,26,28,15,2,27,11,34,6,31,20,1,21,13,23,24,25,30,19,5,8,3,17,33,35,0,16,10,29,14,4,36,12,7,37,18,9,32,26,28,15,2,27,11,34,6,31,20,1,21
12,22,37,24,29,18,4,7,2,16,32,34,36,15,9,28,13,3,35,11,6,21,17,8,31,25,27,14,1,26,10,33,5,30,19,0,20,12,22,37,24,29,18,4,7,2,16,32,34,36,15,9,28,13,3,35,11,6,21,17,8,31,25,27,14,1,26,10,33,5,30,19,0,20
11,21,22,23,28,17,3,6,1,15,31,33,35,14,8,27,12,2,34,10,5,20,16,7,30,37,26,13,0,25,9,32,4,29,18,36,19,11,21,22,23,28,17,3,6,1,15,31,33,35,14,8,27,12,2,34,10,5,20,16,7,30,37,26,13,0,25,9,32,4,29,18,36,19
10,20,21,22,27,16,2,5,0,14,30,32,34,13,7,26,11,1,33,9,4,19,15,6,29,23,37,12,36,24,8,31,3,28,17,35,18,10,20,21,22,27,16,2,5,0,14,30,32,34,13,7,26,11,1,33,9,4,19,15,6,29,23,37,12,36,24,8,31,3,28,17,35,18
9,19,20,21,37,15,1,4,36,13,29,31,33,12,6,25,10,0,32,8,3,18,14,5,28,22,24,11,35,23,7,30,2,27,16,34,17,9,19,20,21,37,15,1,4,36,13,29,31,33,12,6,25,10,0,32,8,3,18,14,5,28,22,24,11,35,23,7,30,2,27,16,34,17
8,18,19,20,25,14,0,3,35,12,28,30,32,11,5,24,9,36,31,7,2,17,13,4,37,21,23,10,34,22,6,29,1,26,15,33,16,8,18,19,20,25,14,0,3,35,12,28,30,32,11,5,24,9,36,31,7,2,17,13,4,37,21,23,10,34,22,6,29,1,26,15,33,16
7,17,18,19,24,13,36,2,34,11,27,29,31,10,4,23,8,35,30,6,1,16,12,3,26,20,22,9,33,21,5,37,0,25,14,32,15,7,17,18,19,24,13,36,2,34,11,27,29,31,10,4,23,8,35,30,6,1,16,12,3,26,20,22,9,33,21,5,37,0,25,14,32,15
6,16,17,18,23,12,35,1,33,10,26,28,30,9,3,22,7,34,37,5,0,15,11,2,25,19,21,8,32,20,4,27,36,24,13,31,14,6,16,17,18,23,12,35,1,33,10,26,28,30,9,3,22,7,34,37,5,0,15,11,2,25,19,21,8,32,20,4,27,36,24,13,31,14
5,15,16,17,22,11,34,0,32,9,25,27,29,8,2,21,6,33,28,4,36,14,10,1,24,18,20,7,31,19,3,26,35,23,12,37,13,5,15,16,17,22,11,34,0,32,9,25,27,29,8,2,21,6,33,28,4,36,14,10,1,24,18,20,7,31,19,3,26,35,23,12,37,13
4,14,15,16,21,10,33,36,37,8,24,26,28,7,1,20,5,32,27,3,35,13,9,0,23,17,19,6,30,18,2,25,34,22,11,29,12,4,14,15,16,21,10,33,36,37,8,24,26,28,7,1,20,5,32,27,3,35,13,9,0,23,17,19,6,30,18,2,25,34,22,11,29,12
3,13,14,15,20,9,37,35,30,7,23,25,27,6,0,19,4,31,26,2,34,12,8,36,22,16,18,5,29,17,1,24,33,21,10,28,11,3,13,14,15,20,9,37,35,30,7,23,25,27,6,0,19,4,31,26,2,34,12,8,36,22,16,18,5,29,17,1,24,33,21,10,28,11
2,12,13,14,19,8,31,34,29,6,22,24,26,5,36,18,3,30,25,1,37,11,7,35,21,15,17,4,28,16,0,23,32,20,9,27,10,2,12,13,14,19,8,31,34,29,6,22,24,26,5,36,18,3,30,25,1,37,11,7,35,21,15,17,4,28,16,0,23,32,20,9,27,10
1,11,12,13,18,7,30,33,28,5,21,23,25,4,35,17,2,29,24,0,32,10,6,37,20,14,16,3,27,15,36,22,31,19,8,26,9,1,11,12,13,18,7,30,33,28,5,21,23,25,4,35,17,2,29,24,0,32,10,6,37,20,14,16,3,27,15,36,22,31,19,8,26,9
0,10,11,12,17,6,29,32,27,4,20,22,24,3,34,16,1,28,23,36,31,9,5,33,19,13,15,2,26,14,37,21,30,18,7,25,8,0,10,11,12,17,6,29,32,27,4,20,22,24,3,34,16,1,28,23,36,31,9,5,33,19,13,15,2,26,14,37,21,30,18,7,25,8
37,9,10,11,16,5,28,31,26,3,19,21,23,2,33,15,0,27,22,35,30,8,4,32,18,12,14,1,25,13,34,20,29,17,6,24,7,37,9,10,11,16,5,28,31,26,3,19,21,23,2,33,15,0,27,22,35,30,8,4,32,18,12,14,1,25,13,34,20,29,17,6,24,7
36,4,23,5,26,2,32,15,31,1,9,10,11,19,16,7,18,13,29,17,33,22,20,34,27,24,25,0,12,6,35,28,14,8,21,30,3,36,4,23,5,26,2,32,15,31,1,9,10,11,19,16,7,18,13,29,17,33,22,20,34,27,24,25,0,12,6,35,28,14,8,21,30,3
