0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
29,45,2,11,33,6,15,0,28,24,10,40,38,13,23,19,44,27,4,30,20,18,37,9,41,3,31,25,7,47,17,14,22,36,42,32,35,8,16,34,1,39,46,43,12,21,5,29,45,2,11,33,6,15,0,28,24,10,40,38,13,23,19,44,27,4,30,20,18,37,9,41,3,31,25,7,47,17,14,22,36,42,32,35,8,16,34,1,39,46,43,12,21,5
28,44,1,10,32,5,14,46,47,23,9,39,37,12,22,18,43,26,3,29,19,17,36,8,40,2,30,24,6,25,16,13,21,35,41,31,34,7,15,33,0,38,45,42,11,20,4,28,44,1,10,32,5,14,46,47,23,9,39,37,12,22,18,43,26,3,29,19,17,36,8,40,2,30,24,6,25,16,13,21,35,41,31,34,7,15,33,0,38,45,42,11,20,4
27,43,0,9,31,4,13,45,26,22,8,38,36,11,21,17,42,25,2,47,18,16,35,7,39,1,29,23,5,24,15,12,20,34,40,30,33,6,14,32,46,37,44,41,10,19,3,27,43,0,9,31,4,13,45,26,22,8,38,36,11,21,17,42,25,2,47,18,16,35,7,39,1,29,23,5,24,15,12,20,34,40,30,33,6,14,32,46,37,44,41,10,19,3
26,42,46,8,30,3,12,44,25,21,7,37,35,10,20,16,41,24,1,27,17,15,34,6,38,0,28,22,4,23,14,11,19,33,39,47,32,5,13,31,45,36,43,40,9,18,2,26,42,46,8,30,3,12,44,25,21,7,37,35,10,20,16,41,24,1,27,17,15,34,6,38,0,28,22,4,23,14,11,19,33,39,47,32,5,13,31,45,36,43,40,9,18,2
25,41,45,7,29,2,11,43,24,20,6,36,34,9,19,15,40,23,0,26,16,14,33,5,37,46,27,21,3,22,13,10,18,32,38,28,31,4,12,47,44,35,42,39,8,17,1,25,41,45,7,29,2,11,43,24,20,6,36,34,9,19,15,40,23,0,26,16,14,33,5,37,46,27,21,3,22,13,10,18,32,38,28,31,4,12,47,44,35,42,39,8,17,1
24,40,44,6,28,1,10,42,23,19,5,35,33,8,18,14,39,22,46,25,15,13,32,4,36,45,26,20,2,21,12,9,17,47,37,27,30,3,11,29,43,34,41,38,7,16,0,24,40,44,6,28,1,10,42,23,19,5,35,33,8,18,14,39,22,46,25,15,13,32,4,36,45,26,20,2,21,12,9,17,47,37,27,30,3,11,29,43,34,41,38,7,16,0
23,39,43,5,27,0,9,41,22,18,4,34,47,7,17,13,38,21,45,24,14,12,31,3,35,44,25,19,1,20,11,8,16,30,36,26,29,2,10,28,42,33,40,37,6,15,46,23,39,43,5,27,0,9,41,22,18,4,34,47,7,17,13,38,21,45,24,14,12,31,3,35,44,25,19,1,20,11,8,16,30,36,26,29,2,10,28,42,33,40,37,6,15,46
22,38,42,4,26,46,8,40,21,17,3,47,31,6,16,12,37,20,44,23,13,11,30,2,34,43,24,18,0,19,10,7,15,29,35,25,28,1,9,27,41,32,39,36,5,14,45,22,38,42,4,26,46,8,40,21,17,3,47,31,6,16,12,37,20,44,23,13,11,30,2,34,43,24,18,0,19,10,7,15,29,35,25,28,1,9,27,41,32,39,36,5,14,45
21,37,41,3,25,45,7,39,20,16,2,32,30,5,15,11,36,19,43,22,12,10,29,1,33,42,23,17,46,18,9,6,14,28,47,24,27,0,8,26,40,31,38,35,4,13,44,21,37,41,3,25,45,7,39,20,16,2,32,30,5,15,11,36,19,43,22,12,10,29,1,33,42,23,17,46,18,9,6,14,28,47,24,27,0,8,26,40,31,38,35,4,13,44
20,36,40,2,24,44,6,38,19,15,1,31,29,4,14,10,47,18,42,21,11,9,28,0,32,41,22,16,45,17,8,5,13,27,33,23,26,46,7,25,39,30,37,34,3,12,43,20,36,40,2,24,44,6,38,19,15,1,31,29,4,14,10,47,18,42,21,11,9,28,0,32,41,22,16,45,17,8,5,13,27,33,23,26,46,7,25,39,30,37,34,3,12,43
19,35,39,1,23,43,5,37,18,14,0,30,28,3,13,9,34,17,41,20,10,8,27,46,31,40,21,15,44,16,7,4,12,26,32,22,25,45,6,24,38,29,47,33,2,11,42,19,35,39,1,23,43,5,37,18,14,0,30,28,3,13,9,34,17,41,20,10,8,27,46,31,40,21,15,44,16,7,4,12,26,32,22,25,45,6,24,38,29,47,33,2,11,42
18,34,38,0,22,42,4,36,17,13,46,29,27,2,12,8,33,16,40,19,9,7,26,45,30,39,20,14,43,15,6,3,11,25,31,21,24,44,5,23,47,28,35,32,1,10,41,18,34,38,0,22,42,4,36,17,13,46,29,27,2,12,8,33,16,40,19,9,7,26,45,30,39,20,14,43,15,6,3,11,25,31,21,24,44,5,23,47,28,35,32,1,10,41
17,33,37,46,21,41,3,35,16,12,45,28,26,1,11,7,32,15,39,18,8,6,25,44,29,47,19,13,42,14,5,2,10,24,30,20,23,43,4,22,36,27,34,31,0,9,40,17,33,37,46,21,41,3,35,16,12,45,28,26,1,11,7,32,15,39,18,8,6,25,44,29,47,19,13,42,14,5,2,10,24,30,20,23,43,4,22,36,27,34,31,0,9,40
16,32,36,45,20,40,2,34,15,11,44,27,25,0,10,6,31,14,38,17,7,5,24,43,28,37,18,12,41,13,4,1,9,23,29,19,22,42,3,21,35,26,33,30,46,8,47,16,32,36,45,20,40,2,34,15,11,44,27,25,0,10,6,31,14,38,17,7,5,24,43,28,37,18,12,41,13,4,1,9,23,29,19,22,42,3,21,35,26,33,30,46,8,47
15,31,35,44,19,39,1,33,14,10,43,26,24,46,9,5,30,13,37,16,6,4,23,42,27,36,17,11,47,12,3,0,8,22,28,18,21,41,2,20,34,25,32,29,45,7,38,15,31,35,44,19,39,1,33,14,10,43,26,24,46,9,5,30,13,37,16,6,4,23,42,27,36,17,11,47,12,3,0,8,22,28,18,21,41,2,20,34,25,32,29,45,7,38
14,30,34,43,18,38,0,32,13,9,42,25,23,45,8,4,29,12,36,15,5,3,22,47,26,35,16,10,39,11,2,46,7,21,27,17,20,40,1,19,33,24,31,28,44,6,37,14,30,34,43,18,38,0,32,13,9,42,25,23,45,8,4,29,12,36,15,5,3,22,47,26,35,16,10,39,11,2,46,7,21,27,17,20,40,1,19,33,24,31,28,44,6,37
13,29,33,47,17,37,46,31,12,8,41,24,22,44,7,3,28,11,35,14,4,2,21,40,25,34,15,9,38,10,1,45,6,20,26,16,19,39,0,18,32,23,30,27,43,5,36,13,29,33,47,17,37,46,31,12,8,41,24,22,44,7,3,28,11,35,14,4,2,21,40,25,34,15,9,38,10,1,45,6,20,26,16,19,39,0,18,32,23,30,27,43,5,36
12,28,32,41,16,36,45,30,11,7,40,23,21,47,6,2,27,10,34,13,3,1,20,39,24,33,14,8,37,9,0,44,5,19,25,15,18,38,46,17,31,22,29,26,42,4,35,12,28,32,41,16,36,45,30,11,7,40,23,21,47,6,2,27,10,34,13,3,1,20,39,24,33,14,8,37,9,0,44,5,19,25,15,18,38,46,17,31,22,29,26,42,4,35
11,27,31,40,15,35,47,29,10,6,39,22,20,42,5,1,26,9,33,12,2,0,19,38,23,32,13,7,36,8,46,43,4,18,24,14,17,37,45,16,30,21,28,25,41,3,34,11,27,31,40,15,35,47,29,10,6,39,22,20,42,5,1,26,9,33,12,2,0,19,38,23,32,13,7,36,8,46,43,4,18,24,14,17,37,45,16,30,21,28,25,41,3,34
10,26,30,39,14,34,43,28,9,5,38,21,19,41,4,0,25,8,32,11,1,46,18,37,22,31,12,6,35,7,47,42,3,17,23,13,16,36,44,15,29,20,27,24,40,2,33,10,26,30,39,14,34,43,28,9,5,38,21,19,41,4,0,25,8,32,11,1,46,18,37,22,31,12,6,35,7,47,42,3,17,23,13,16,36,44,15,29,20,27,24,40,2,33
9,25,29,38,13,33,42,27,8,4,37,20,18,40,3,47,24,7,31,10,0,45,17,36,21,30,11,5,34,6,44,41,2,16,22,12,15,35,43,14,28,19,26,23,39,1,32,9,25,29,38,13,33,42,27,8,4,37,20,18,40,3,47,24,7,31,10,0,45,17,36,21,30,11,5,34,6,44,41,2,16,22,12,15,35,43,14,28,19,26,23,39,1,32
4,12,14,42,6,16,44,13,27,25,18,33,32,43,1,46,35,3,15,28,23,22,8,41,10,38,5,2,40,26,45,20,24,31,34,29,7,17,21,30,37,9,36,11,19,0,39,4,12,14,42,6,16,44,13,27,25,18,33,32,43,1,46,35,3,15,28,23,22,8,41,10,38,5,2,40,26,45,20,24,31,34,29,7,17,21,30,37,9,36,11,19,0,39
