0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
9,14,0,27,30,19,33,1,12,15,20,21,29,32,22,3,31,36,25,6,17,24,37,5,7,34,10,13,23,4,16,8,28,18,2,26,35,9,14,0,27,30,19,33,1,12,15,20,21,29,32,22,3,31,36,25,6,17,24,37,5,7,34,10,13,23,4,16,8,28,18,2,26,35
8,13,36,26,29,18,32,0,11,14,19,20,28,31,21,2,30,35,24,5,16,23,10,4,6,33,9,37,22,3,15,7,27,17,1,25,34,8,13,36,26,29,18,32,0,11,14,19,20,28,31,21,2,30,35,24,5,16,23,10,4,6,33,9,37,22,3,15,7,27,17,1,25,34
7,12,35,25,28,17,31,36,10,37,18,19,27,30,20,1,29,34,23,4,15,22,9,3,5,32,8,11,21,2,14,6,26,16,0,24,33,7,12,35,25,28,17,31,36,10,37,18,19,27,30,20,1,29,34,23,4,15,22,9,3,5,32,8,11,21,2,14,6,26,16,0,24,33
6,11,34,24,27,16,30,35,9,12,17,18,26,29,19,0,28,33,22,3,37,21,8,2,4,31,7,10,20,1,13,5,25,15,36,23,32,6,11,34,24,27,16,30,35,9,12,17,18,26,29,19,0,28,33,22,3,37,21,8,2,4,31,7,10,20,1,13,5,25,15,36,23,32
5,10,33,23,26,37,29,34,8,11,16,17,25,28,18,36,27,32,21,2,13,20,7,1,3,30,6,9,19,0,12,4,24,14,35,22,31,5,10,33,23,26,37,29,34,8,11,16,17,25,28,18,36,27,32,21,2,13,20,7,1,3,30,6,9,19,0,12,4,24,14,35,22,31
4,9,32,22,25,14,28,33,7,10,15,37,24,27,17,35,26,31,20,1,12,19,6,0,2,29,5,8,18,36,11,3,23,13,34,21,30,4,9,32,22,25,14,28,33,7,10,15,37,24,27,17,35,26,31,20,1,12,19,6,0,2,29,5,8,18,36,11,3,23,13,34,21,30
3,8,31,21,24,13,27,32,6,9,14,15,23,26,16,34,25,30,19,0,11,18,5,36,1,28,4,7,37,35,10,2,22,12,33,20,29,3,8,31,21,24,13,27,32,6,9,14,15,23,26,16,34,25,30,19,0,11,18,5,36,1,28,4,7,37,35,10,2,22,12,33,20,29
2,7,30,20,23,12,26,31,5,8,13,14,22,25,15,33,24,29,37,36,10,17,4,35,0,27,3,6,16,34,9,1,21,11,32,19,28,2,7,30,20,23,12,26,31,5,8,13,14,22,25,15,33,24,29,37,36,10,17,4,35,0,27,3,6,16,34,9,1,21,11,32,19,28
1,6,29,37,22,11,25,30,4,7,12,13,21,24,14,32,23,28,17,35,9,16,3,34,36,26,2,5,15,33,8,0,20,10,31,18,27,1,6,29,37,22,11,25,30,4,7,12,13,21,24,14,32,23,28,17,35,9,16,3,34,36,26,2,5,15,33,8,0,20,10,31,18,27
0,5,28,18,21,10,24,29,3,6,11,12,37,23,13,31,22,27,16,34,8,15,2,33,35,25,1,4,14,32,7,36,19,9,30,17,26,0,5,28,18,21,10,24,29,3,6,11,12,37,23,13,31,22,27,16,34,8,15,2,33,35,25,1,4,14,32,7,36,19,9,30,17,26
36,4,27,17,20,9,23,28,2,5,10,11,19,22,12,30,37,26,15,33,7,14,1,32,34,24,0,3,13,31,6,35,18,8,29,16,25,36,4,27,17,20,9,23,28,2,5,10,11,19,22,12,30,37,26,15,33,7,14,1,32,34,24,0,3,13,31,6,35,18,8,29,16,25
35,3,26,16,19,8,37,27,1,4,9,10,18,21,11,29,20,25,14,32,6,13,0,31,33,23,36,2,12,30,5,34,17,7,28,15,24,35,3,26,16,19,8,37,27,1,4,9,10,18,21,11,29,20,25,14,32,6,13,0,31,33,23,36,2,12,30,5,34,17,7,28,15,24
34,2,25,15,18,7,21,26,0,3,8,9,17,20,10,28,19,24,13,31,5,12,36,30,32,22,35,1,11,29,4,33,16,6,27,14,37,34,2,25,15,18,7,21,26,0,3,8,9,17,20,10,28,19,24,13,31,5,12,36,30,32,22,35,1,11,29,4,33,16,6,27,14,37
33,1,37,14,17,6,20,25,36,2,7,8,16,19,9,27,18,23,12,30,4,11,35,29,31,21,34,0,10,28,3,32,15,5,26,13,22,33,1,37,14,17,6,20,25,36,2,7,8,16,19,9,27,18,23,12,30,4,11,35,29,31,21,34,0,10,28,3,32,15,5,26,13,22
32,0,23,13,16,5,19,24,35,1,6,7,15,18,8,26,17,22,11,29,3,10,34,28,30,20,33,36,9,27,2,31,14,4,37,12,21,32,0,23,13,16,5,19,24,35,1,6,7,15,18,8,26,17,22,11,29,3,10,34,28,30,20,33,36,9,27,2,31,14,4,37,12,21
31,36,22,12,15,4,18,23,34,0,5,6,14,17,7,25,16,21,10,28,2,9,33,27,29,19,32,35,8,37,1,30,13,3,24,11,20,31,36,22,12,15,4,18,23,34,0,5,6,14,17,7,25,16,21,10,28,2,9,33,27,29,19,32,35,8,37,1,30,13,3,24,11,20
30,35,21,11,14,3,17,22,33,36,4,5,13,16,6,24,15,20,9,37,1,8,32,26,28,18,31,34,7,25,0,29,12,2,23,10,19,30,35,21,11,14,3,17,22,33,36,4,5,13,16,6,24,15,20,9,37,1,8,32,26,28,18,31,34,7,25,0,29,12,2,23,10,19
29,34,20,10,13,2,16,21,32,35,3,4,12,15,5,23,14,19,8,26,0,7,31,25,27,17,30,33,6,24,36,37,11,1,22,9,18,29,34,20,10,13,2,16,21,32,35,3,4,12,15,5,23,14,19,8,26,0,7,31,25,27,17,30,33,6,24,36,37,11,1,22,9,18
28,33,19,9,12,1,15,20,31,34,2,3,11,14,4,22,13,18,7,25,36,6,30,24,26,16,37,32,5,23,35,27,10,0,21,8,17,28,33,19,9,12,1,15,20,31,34,2,3,11,14,4,22,13,18,7,25,36,6,30,24,26,16,37,32,5,23,35,27,10,0,21,8,17
27,32,18,8,11,0,14,19,37,33,1,2,10,13,3,21,12,17,6,24,35,5,29,23,25,15,28,31,4,22,34,26,9,36,20,7,16,27,32,18,8,11,0,14,19,37,33,1,2,10,13,3,21,12,17,6,24,35,5,29,23,25,15,28,31,4,22,34,26,9,36,20,7,16
26,37,17,7,10,36,13,18,29,32,0,1,9,12,2,20,11,16,5,23,34,4,28,22,24,14,27,30,3,21,33,25,8,35,19,6,15,26,37,17,7,10,36,13,18,29,32,0,1,9,12,2,20,11,16,5,23,34,4,28,22,24,14,27,30,3,21,33,25,8,35,19,6,15
25,30,16,6,9,35,12,17,28,31,36,0,8,11,1,19,10,15,4,22,33,3,27,21,23,13,26,29,2,20,37,24,7,34,18,5,14,25,30,16,6,9,35,12,17,28,31,36,0,8,11,1,19,10,15,4,22,33,3,27,21,23,13,26,29,2,20,37,24,7,34,18,5,14
24,29,15,5,8,34,11,16,27,30,35,36,7,10,0,18,9,14,3,21,32,2,26,20,22,12,25,28,1,19,31,23,6,37,17,4,13,24,29,15,5,8,34,11,16,27,30,35,36,7,10,0,18,9,14,3,21,32,2,26,20,22,12,25,28,1,19,31,23,6,37,17,4,13
23,28,14,4,7,33,10,15,26,29,37,35,6,9,36,17,8,13,2,20,31,1,25,19,21,11,24,27,0,18,30,22,5,32,16,3,12,23,28,14,4,7,33,10,15,26,29,37,35,6,9,36,17,8,13,2,20,31,1,25,19,21,11,24,27,0,18,30,22,5,32,16,3,12
22,27,13,3,6,32,9,14,25,28,33,34,5,8,37,16,7,12,1,19,30,0,24,18,20,10,23,26,36,17,29,21,4,31,15,2,11,22,27,13,3,6,32,9,14,25,28,33,34,5,8,37,16,7,12,1,19,30,0,24,18,20,10,23,26,36,17,29,21,4,31,15,2,11
21,26,12,2,5,31,8,13,24,27,32,33,4,7,34,15,6,11,0,18,29,37,23,17,19,9,22,25,35,16,28,20,3,30,14,1,10,21,26,12,2,5,31,8,13,24,27,32,33,4,7,34,15,6,11,0,18,29,37,23,17,19,9,22,25,35,16,28,20,3,30,14,1,10
10,31,24,19,2,15,22,6,30,13,34,16,20,3,35,7,21,5,18,27,14,36,11,8,9,4,29,12,17,26,32,28,1,33,25,0,23,10,31,24,19,2,15,22,6,30,13,34,16,20,3,35,7,21,5,18,27,14,36,11,8,9,4,29,12,17,26,32,28,1,33,25,0,23
