0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
2,28,14,7,13,11,17,3,15,19,29,4,25,6,20,1,16,23,12,5,27,26,0,18,24,21,9,8,22,2,28,14,7,13,11,17,3,15,19,29,4,25,6,20,1,16,23,12,5,27,26,0,18,24,21,9,8,22
1,27,13,6,12,10,16,2,14,18,9,3,24,5,19,0,15,22,29,4,26,25,28,17,23,20,8,7,21,1,27,13,6,12,10,16,2,14,18,9,3,24,5,19,0,15,22,29,4,26,25,28,17,23,20,8,7,21
0,26,29,5,11,9,15,1,13,17,8,2,23,4,18,28,14,21,10,3,25,24,27,16,22,19,7,6,20,0,26,29,5,11,9,15,1,13,17,8,2,23,4,18,28,14,21,10,3,25,24,27,16,22,19,7,6,20
28,25,11,4,10,8,14,0,12,16,7,1,22,3,17,27,29,20,9,2,24,23,26,15,21,18,6,5,19,28,25,11,4,10,8,14,0,12,16,7,1,22,3,17,27,29,20,9,2,24,23,26,15,21,18,6,5,19
27,24,10,3,9,7,13,28,11,15,6,0,21,2,16,26,12,19,8,1,23,22,25,29,20,17,5,4,18,27,24,10,3,9,7,13,28,11,15,6,0,21,2,16,26,12,19,8,1,23,22,25,29,20,17,5,4,18
26,23,9,2,8,6,12,27,10,14,5,28,20,1,29,25,11,18,7,0,22,21,24,13,19,16,4,3,17,26,23,9,2,8,6,12,27,10,14,5,28,20,1,29,25,11,18,7,0,22,21,24,13,19,16,4,3,17
25,22,8,1,7,5,11,26,9,13,4,27,19,0,14,24,10,17,6,28,21,20,23,12,18,15,3,2,29,25,22,8,1,7,5,11,26,9,13,4,27,19,0,14,24,10,17,6,28,21,20,23,12,18,15,3,2,29
24,21,7,0,6,4,10,25,8,12,3,26,18,28,13,23,9,16,5,27,20,19,22,11,29,14,2,1,15,24,21,7,0,6,4,10,25,8,12,3,26,18,28,13,23,9,16,5,27,20,19,22,11,29,14,2,1,15
23,20,6,28,5,3,9,24,7,11,2,25,17,27,12,22,8,15,4,26,19,29,21,10,16,13,1,0,14,23,20,6,28,5,3,9,24,7,11,2,25,17,27,12,22,8,15,4,26,19,29,21,10,16,13,1,0,14
22,29,5,27,4,2,8,23,6,10,1,24,16,26,11,21,7,14,3,25,18,17,20,9,15,12,0,28,13,22,29,5,27,4,2,8,23,6,10,1,24,16,26,11,21,7,14,3,25,18,17,20,9,15,12,0,28,13
21,18,4,26,3,1,7,22,5,9,0,23,15,25,10,29,6,13,2,24,17,16,19,8,14,11,28,27,12,21,18,4,26,3,1,7,22,5,9,0,23,15,25,10,29,6,13,2,24,17,16,19,8,14,11,28,27,12
20,17,3,25,2,0,6,29,4,8,28,22,14,24,9,19,5,12,1,23,16,15,18,7,13,10,27,26,11,20,17,3,25,2,0,6,29,4,8,28,22,14,24,9,19,5,12,1,23,16,15,18,7,13,10,27,26,11
19,16,2,24,1,28,5,20,3,7,27,21,13,23,8,18,4,11,0,29,15,14,17,6,12,9,26,25,10,19,16,2,24,1,28,5,20,3,7,27,21,13,23,8,18,4,11,0,29,15,14,17,6,12,9,26,25,10
18,15,1,29,0,27,4,19,2,6,26,20,12,22,7,17,3,10,28,21,14,13,16,5,11,8,25,24,9,18,15,1,29,0,27,4,19,2,6,26,20,12,22,7,17,3,10,28,21,14,13,16,5,11,8,25,24,9
17,14,0,22,28,26,3,18,1,5,25,19,11,21,6,16,2,9,27,20,13,12,15,4,10,7,29,23,8,17,14,0,22,28,26,3,18,1,5,25,19,11,21,6,16,2,9,27,20,13,12,15,4,10,7,29,23,8
16,13,28,21,27,29,2,17,0,4,24,18,10,20,5,15,1,8,26,19,12,11,14,3,9,6,23,22,7,16,13,28,21,27,29,2,17,0,4,24,18,10,20,5,15,1,8,26,19,12,11,14,3,9,6,23,22,7
15,12,27,20,29,24,1,16,28,3,23,17,9,19,4,14,0,7,25,18,11,10,13,2,8,5,22,21,6,15,12,27,20,29,24,1,16,28,3,23,17,9,19,4,14,0,7,25,18,11,10,13,2,8,5,22,21,6
14,11,26,19,25,23,0,15,29,2,22,16,8,18,3,13,28,6,24,17,10,9,12,1,7,4,21,20,5,14,11,26,19,25,23,0,15,29,2,22,16,8,18,3,13,28,6,24,17,10,9,12,1,7,4,21,20,5
13,10,25,18,24,22,29,14,26,1,21,15,7,17,2,12,27,5,23,16,9,8,11,0,6,3,20,19,4,13,10,25,18,24,22,29,14,26,1,21,15,7,17,2,12,27,5,23,16,9,8,11,0,6,3,20,19,4
6,19,12,23,26,25,28,21,27,0,10,7,3,8,15,20,13,2,11,22,4,18,5,14,17,1,24,9,16,6,19,12,23,26,25,28,21,27,0,10,7,3,8,15,20,13,2,11,22,4,18,5,14,17,1,24,9,16
