0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
21,40,44,10,6,39,37,30,31,14,35,2,45,38,24,22,26,29,32,1,4,7,8,15,17,42,12,28,27,23,19,36,11,41,9,3,43,34,5,16,0,33,25,18,20,21,40,44,10,6,39,37,30,31,14,35,2,45,38,24,22,26,29,32,1,4,7,8,15,17,42,12,28,27,23,19,36,11,41,9,3,43,34,5,16,0,33,25,18,20
20,39,43,9,5,38,36,29,30,13,34,1,12,37,23,21,25,28,31,0,3,6,7,45,16,41,11,27,26,22,18,35,10,40,8,2,42,33,4,15,44,32,24,17,19,20,39,43,9,5,38,36,29,30,13,34,1,12,37,23,21,25,28,31,0,3,6,7,45,16,41,11,27,26,22,18,35,10,40,8,2,42,33,4,15,44,32,24,17,19
19,38,42,8,4,37,35,28,29,12,33,0,11,36,22,20,24,27,30,44,2,5,6,13,45,40,10,26,25,21,17,34,9,39,7,1,41,32,3,14,43,31,23,16,18,19,38,42,8,4,37,35,28,29,12,33,0,11,36,22,20,24,27,30,44,2,5,6,13,45,40,10,26,25,21,17,34,9,39,7,1,41,32,3,14,43,31,23,16,18
18,37,41,7,3,36,34,27,28,11,32,44,10,35,21,19,23,26,29,43,1,4,5,12,14,39,9,25,24,20,45,33,8,38,6,0,40,31,2,13,42,30,22,15,17,18,37,41,7,3,36,34,27,28,11,32,44,10,35,21,19,23,26,29,43,1,4,5,12,14,39,9,25,24,20,45,33,8,38,6,0,40,31,2,13,42,30,22,15,17
45,36,40,6,2,35,33,26,27,10,31,43,9,34,20,18,22,25,28,42,0,3,4,11,13,38,8,24,23,19,15,32,7,37,5,44,39,30,1,12,41,29,21,14,16,45,36,40,6,2,35,33,26,27,10,31,43,9,34,20,18,22,25,28,42,0,3,4,11,13,38,8,24,23,19,15,32,7,37,5,44,39,30,1,12,41,29,21,14,16
16,35,39,5,1,34,32,25,26,9,30,42,8,33,19,17,21,24,27,41,44,2,3,10,12,37,7,23,22,45,14,31,6,36,4,43,38,29,0,11,40,28,20,13,15,16,35,39,5,1,34,32,25,26,9,30,42,8,33,19,17,21,24,27,41,44,2,3,10,12,37,7,23,22,45,14,31,6,36,4,43,38,29,0,11,40,28,20,13,15
15,34,38,4,0,33,31,24,25,8,29,41,7,32,18,16,20,23,26,40,43,1,2,9,11,36,6,22,21,17,13,30,5,35,3,42,37,28,44,10,39,27,45,12,14,15,34,38,4,0,33,31,24,25,8,29,41,7,32,18,16,20,23,26,40,43,1,2,9,11,36,6,22,21,17,13,30,5,35,3,42,37,28,44,10,39,27,45,12,14
14,33,37,3,44,32,30,23,24,7,28,40,6,31,17,15,19,22,25,39,42,0,1,8,10,35,5,21,45,16,12,29,4,34,2,41,36,27,43,9,38,26,18,11,13,14,33,37,3,44,32,30,23,24,7,28,40,6,31,17,15,19,22,25,39,42,0,1,8,10,35,5,21,45,16,12,29,4,34,2,41,36,27,43,9,38,26,18,11,13
13,32,36,2,43,31,29,22,23,6,27,39,5,30,16,14,18,45,24,38,41,44,0,7,9,34,4,20,19,15,11,28,3,33,1,40,35,26,42,8,37,25,17,10,12,13,32,36,2,43,31,29,22,23,6,27,39,5,30,16,14,18,45,24,38,41,44,0,7,9,34,4,20,19,15,11,28,3,33,1,40,35,26,42,8,37,25,17,10,12
12,31,35,1,42,30,28,21,45,5,26,38,4,29,15,13,17,20,23,37,40,43,44,6,8,33,3,19,18,14,10,27,2,32,0,39,34,25,41,7,36,24,16,9,11,12,31,35,1,42,30,28,21,45,5,26,38,4,29,15,13,17,20,23,37,40,43,44,6,8,33,3,19,18,14,10,27,2,32,0,39,34,25,41,7,36,24,16,9,11
11,30,34,0,41,29,27,20,21,4,25,37,3,28,14,12,16,19,22,36,39,42,43,5,7,32,2,18,17,13,9,26,1,31,44,38,33,24,40,6,35,45,15,8,10,11,30,34,0,41,29,27,20,21,4,25,37,3,28,14,12,16,19,22,36,39,42,43,5,7,32,2,18,17,13,9,26,1,31,44,38,33,24,40,6,35,45,15,8,10
10,29,33,44,40,28,26,19,20,3,45,36,2,27,13,11,15,18,21,35,38,41,42,4,6,31,1,17,16,12,8,25,0,30,43,37,32,23,39,5,34,22,14,7,9,10,29,33,44,40,28,26,19,20,3,45,36,2,27,13,11,15,18,21,35,38,41,42,4,6,31,1,17,16,12,8,25,0,30,43,37,32,23,39,5,34,22,14,7,9
9,28,32,43,39,27,45,18,19,2,23,35,1,26,12,10,14,17,20,34,37,40,41,3,5,30,0,16,15,11,7,24,44,29,42,36,31,22,38,4,33,21,13,6,8,9,28,32,43,39,27,45,18,19,2,23,35,1,26,12,10,14,17,20,34,37,40,41,3,5,30,0,16,15,11,7,24,44,29,42,36,31,22,38,4,33,21,13,6,8
8,27,31,42,38,45,24,17,18,1,22,34,0,25,11,9,13,16,19,33,36,39,40,2,4,29,44,15,14,10,6,23,43,28,41,35,30,21,37,3,32,20,12,5,7,8,27,31,42,38,45,24,17,18,1,22,34,0,25,11,9,13,16,19,33,36,39,40,2,4,29,44,15,14,10,6,23,43,28,41,35,30,21,37,3,32,20,12,5,7
7,26,30,41,37,25,23,16,17,0,21,33,44,24,10,8,12,15,18,32,35,38,39,1,3,28,43,14,13,9,5,22,42,45,40,34,29,20,36,2,31,19,11,4,6,7,26,30,41,37,25,23,16,17,0,21,33,44,24,10,8,12,15,18,32,35,38,39,1,3,28,43,14,13,9,5,22,42,45,40,34,29,20,36,2,31,19,11,4,6
6,25,29,40,36,24,22,15,16,44,20,32,43,23,9,7,11,14,17,31,34,37,38,0,2,27,42,13,12,8,4,21,41,26,39,33,45,19,35,1,30,18,10,3,5,6,25,29,40,36,24,22,15,16,44,20,32,43,23,9,7,11,14,17,31,34,37,38,0,2,27,42,13,12,8,4,21,41,26,39,33,45,19,35,1,30,18,10,3,5
5,24,28,39,35,23,21,14,15,43,19,31,42,22,8,6,10,13,16,30,33,36,37,44,1,26,41,12,11,7,3,20,40,25,38,32,27,18,34,0,45,17,9,2,4,5,24,28,39,35,23,21,14,15,43,19,31,42,22,8,6,10,13,16,30,33,36,37,44,1,26,41,12,11,7,3,20,40,25,38,32,27,18,34,0,45,17,9,2,4
4,23,27,38,34,22,20,13,14,42,18,45,41,21,7,5,9,12,15,29,32,35,36,43,0,25,40,11,10,6,2,19,39,24,37,31,26,17,33,44,28,16,8,1,3,4,23,27,38,34,22,20,13,14,42,18,45,41,21,7,5,9,12,15,29,32,35,36,43,0,25,40,11,10,6,2,19,39,24,37,31,26,17,33,44,28,16,8,1,3
3,22,26,37,33,21,19,12,13,41,17,29,40,20,6,4,8,11,14,28,45,34,35,42,44,24,39,10,9,5,1,18,38,23,36,30,25,16,32,43,27,15,7,0,2,3,22,26,37,33,21,19,12,13,41,17,29,40,20,6,4,8,11,14,28,45,34,35,42,44,24,39,10,9,5,1,18,38,23,36,30,25,16,32,43,27,15,7,0,2
2,21,25,36,45,20,18,11,12,40,16,28,39,19,5,3,7,10,13,27,30,33,34,41,43,23,38,9,8,4,0,17,37,22,35,29,24,15,31,42,26,14,6,44,1,2,21,25,36,45,20,18,11,12,40,16,28,39,19,5,3,7,10,13,27,30,33,34,41,43,23,38,9,8,4,0,17,37,22,35,29,24,15,31,42,26,14,6,44,1
1,20,24,35,31,19,17,10,11,39,15,27,38,18,4,2,6,9,12,26,29,32,45,40,42,22,37,8,7,3,44,16,36,21,34,28,23,14,30,41,25,13,5,43,0,1,20,24,35,31,19,17,10,11,39,15,27,38,18,4,2,6,9,12,26,29,32,45,40,42,22,37,8,7,3,44,16,36,21,34,28,23,14,30,41,25,13,5,43,0
0,19,23,45,30,18,16,9,10,38,14,26,37,17,3,1,5,8,11,25,28,31,32,39,41,21,36,7,6,2,43,15,35,20,33,27,22,13,29,40,24,12,4,42,44,0,19,23,45,30,18,16,9,10,38,14,26,37,17,3,1,5,8,11,25,28,31,32,39,41,21,36,7,6,2,43,15,35,20,33,27,22,13,29,40,24,12,4,42,44
44,18,22,33,29,17,15,8,9,37,13,25,36,16,2,0,4,7,10,24,27,30,31,38,40,20,45,6,5,1,42,14,34,19,32,26,21,12,28,39,23,11,3,41,43,44,18,22,33,29,17,15,8,9,37,13,25,36,16,2,0,4,7,10,24,27,30,31,38,40,20,45,6,5,1,42,14,34,19,32,26,21,12,28,39,23,11,3,41,43
43,17,21,32,28,16,14,7,8,45,12,24,35,15,1,44,3,6,9,23,26,29,30,37,39,19,34,5,4,0,41,13,33,18,31,25,20,11,27,38,22,10,2,40,42,43,17,21,32,28,16,14,7,8,45,12,24,35,15,1,44,3,6,9,23,26,29,30,37,39,19,34,5,4,0,41,13,33,18,31,25,20,11,27,38,22,10,2,40,42
42,16,20,31,27,15,13,6,7,35,11,23,34,14,0,43,2,5,8,22,25,28,29,36,38,18,33,4,3,44,40,12,32,17,30,24,19,10,26,45,21,9,1,39,41,42,16,20,31,27,15,13,6,7,35,11,23,34,14,0,43,2,5,8,22,25,28,29,36,38,18,33,4,3,44,40,12,32,17,30,24,19,10,26,45,21,9,1,39,41
41,15,19,30,26,14,12,5,6,34,10,22,33,13,44,42,1,4,7,21,24,27,28,35,37,17,32,3,2,43,39,11,31,16,29,23,18,9,25,36,20,8,0,45,40,41,15,19,30,26,14,12,5,6,34,10,22,33,13,44,42,1,4,7,21,24,27,28,35,37,17,32,3,2,43,39,11,31,16,29,23,18,9,25,36,20,8,0,45,40
40,14,18,29,25,13,11,4,5,33,9,21,32,12,43,41,0,3,6,20,23,26,27,34,36,16,31,2,1,42,38,10,30,15,28,22,17,8,24,35,19,7,44,37,45,40,14,18,29,25,13,11,4,5,33,9,21,32,12,43,41,0,3,6,20,23,26,27,34,36,16,31,2,1,42,38,10,30,15,28,22,17,8,24,35,19,7,44,37,45
39,13,17,28,24,12,10,3,4,32,8,20,31,11,42,45,44,2,5,19,22,25,26,33,35,15,30,1,0,41,37,9,29,14,27,21,16,7,23,34,18,6,43,36,38,39,13,17,28,24,12,10,3,4,32,8,20,31,11,42,45,44,2,5,19,22,25,26,33,35,15,30,1,0,41,37,9,29,14,27,21,16,7,23,34,18,6,43,36,38
38,12,16,27,23,11,9,2,3,31,7,19,30,10,45,39,43,1,4,18,21,24,25,32,34,14,29,0,44,40,36,8,28,13,26,20,15,6,22,33,17,5,42,35,37,38,12,16,27,23,11,9,2,3,31,7,19,30,10,45,39,43,1,4,18,21,24,25,32,34,14,29,0,44,40,36,8,28,13,26,20,15,6,22,33,17,5,42,35,37
37,11,15,26,22,10,8,1,2,30,6,18,29,9,40,38,45,0,3,17,20,23,24,31,33,13,28,44,43,39,35,7,27,12,25,19,14,5,21,32,16,4,41,34,36,37,11,15,26,22,10,8,1,2,30,6,18,29,9,40,38,45,0,3,17,20,23,24,31,33,13,28,44,43,39,35,7,27,12,25,19,14,5,21,32,16,4,41,34,36
36,10,14,25,21,9,7,0,1,29,5,17,28,8,39,37,41,44,2,16,19,22,23,30,32,12,27,45,42,38,34,6,26,11,24,18,13,4,20,31,15,3,40,33,35,36,10,14,25,21,9,7,0,1,29,5,17,28,8,39,37,41,44,2,16,19,22,23,30,32,12,27,45,42,38,34,6,26,11,24,18,13,4,20,31,15,3,40,33,35
35,9,13,24,20,8,6,45,0,28,4,16,27,7,38,36,40,43,1,15,18,21,22,29,31,11,26,42,41,37,33,5,25,10,23,17,12,3,19,30,14,2,39,32,34,35,9,13,24,20,8,6,45,0,28,4,16,27,7,38,36,40,43,1,15,18,21,22,29,31,11,26,42,41,37,33,5,25,10,23,17,12,3,19,30,14,2,39,32,34
17,4,6,34,32,26,25,44,22,36,24,30,13,3,41,40,42,21,0,7,31,10,33,14,15,5,35,43,20,18,16,2,12,27,11,8,28,1,9,37,29,23,19,38,39,17,4,6,34,32,26,25,44,22,36,24,30,13,3,41,40,42,21,0,7,31,10,33,14,15,5,35,43,20,18,16,2,12,27,11,8,28,1,9,37,29,23,19,38,39
