0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
25,34,36,30,40,4,0,39,35,6,7,3,17,11,23,16,47,2,33,1,37,42,18,31,13,5,8,46,12,26,44,21,9,27,45,29,24,43,41,28,14,32,19,38,15,20,22,25,34,36,30,40,4,0,39,35,6,7,3,17,11,23,16,47,2,33,1,37,42,18,31,13,5,8,46,12,26,44,21,9,27,45,29,24,43,41,28,14,32,19,38,15,20,22
24,33,35,29,39,3,46,38,34,5,6,2,16,10,22,15,9,1,32,0,36,41,17,30,12,4,7,45,47,25,43,20,8,26,44,28,23,42,40,27,13,31,18,37,14,19,21,24,33,35,29,39,3,46,38,34,5,6,2,16,10,22,15,9,1,32,0,36,41,17,30,12,4,7,45,47,25,43,20,8,26,44,28,23,42,40,27,13,31,18,37,14,19,21
23,32,34,28,38,2,45,37,33,4,5,1,15,9,21,14,8,0,31,46,35,40,16,29,11,3,6,44,10,24,42,19,7,25,43,27,22,41,39,26,47,30,17,36,13,18,20,23,32,34,28,38,2,45,37,33,4,5,1,15,9,21,14,8,0,31,46,35,40,16,29,11,3,6,44,10,24,42,19,7,25,43,27,22,41,39,26,47,30,17,36,13,18,20
22,31,33,27,37,1,44,36,32,3,4,0,14,8,20,47,7,46,30,45,34,39,15,28,10,2,5,43,9,23,41,18,6,24,42,26,21,40,38,25,11,29,16,35,12,17,19,22,31,33,27,37,1,44,36,32,3,4,0,14,8,20,47,7,46,30,45,34,39,15,28,10,2,5,43,9,23,41,18,6,24,42,26,21,40,38,25,11,29,16,35,12,17,19
21,30,32,26,36,0,43,35,31,2,3,46,13,7,19,12,6,45,29,44,33,38,47,27,9,1,4,42,8,22,40,17,5,23,41,25,20,39,37,24,10,28,15,34,11,16,18,21,30,32,26,36,0,43,35,31,2,3,46,13,7,19,12,6,45,29,44,33,38,47,27,9,1,4,42,8,22,40,17,5,23,41,25,20,39,37,24,10,28,15,34,11,16,18
20,29,31,25,35,46,42,34,30,1,2,45,12,6,18,11,5,44,28,43,32,37,13,26,8,0,3,41,7,21,39,16,4,22,40,24,19,38,36,23,9,27,14,33,10,47,17,20,29,31,25,35,46,42,34,30,1,2,45,12,6,18,11,5,44,28,43,32,37,13,26,8,0,3,41,7,21,39,16,4,22,40,24,19,38,36,23,9,27,14,33,10,47,17
19,28,30,24,34,45,41,33,29,0,1,44,11,5,17,10,4,43,27,42,31,36,12,25,7,46,2,40,6,20,38,15,3,21,39,23,18,37,35,22,8,26,13,32,9,14,47,19,28,30,24,34,45,41,33,29,0,1,44,11,5,17,10,4,43,27,42,31,36,12,25,7,46,2,40,6,20,38,15,3,21,39,23,18,37,35,22,8,26,13,32,9,14,47
18,27,29,23,33,44,40,32,28,46,0,43,10,4,16,9,3,42,26,41,30,35,11,24,6,45,1,39,5,19,37,14,2,20,38,22,47,36,34,21,7,25,12,31,8,13,15,18,27,29,23,33,44,40,32,28,46,0,43,10,4,16,9,3,42,26,41,30,35,11,24,6,45,1,39,5,19,37,14,2,20,38,22,47,36,34,21,7,25,12,31,8,13,15
17,26,28,22,32,43,39,31,27,45,46,42,9,3,15,8,2,41,25,40,29,34,10,23,5,44,0,38,4,47,36,13,1,19,37,21,16,35,33,20,6,24,11,30,7,12,14,17,26,28,22,32,43,39,31,27,45,46,42,9,3,15,8,2,41,25,40,29,34,10,23,5,44,0,38,4,47,36,13,1,19,37,21,16,35,33,20,6,24,11,30,7,12,14
16,25,27,21,31,42,38,30,26,44,45,41,8,2,14,7,1,40,24,39,28,33,9,22,4,43,46,37,3,17,35,12,0,18,36,20,15,34,32,47,5,23,10,29,6,11,13,16,25,27,21,31,42,38,30,26,44,45,41,8,2,14,7,1,40,24,39,28,33,9,22,4,43,46,37,3,17,35,12,0,18,36,20,15,34,32,47,5,23,10,29,6,11,13
15,24,26,47,30,41,37,29,25,43,44,40,7,1,13,6,0,39,23,38,27,32,8,21,3,42,45,36,2,16,34,11,46,17,35,19,14,33,31,18,4,22,9,28,5,10,12,15,24,26,47,30,41,37,29,25,43,44,40,7,1,13,6,0,39,23,38,27,32,8,21,3,42,45,36,2,16,34,11,46,17,35,19,14,33,31,18,4,22,9,28,5,10,12
14,23,25,19,29,40,36,28,24,42,43,39,6,0,12,5,46,38,22,37,26,31,7,20,2,41,44,35,1,15,33,10,45,16,34,18,13,32,30,17,3,47,8,27,4,9,11,14,23,25,19,29,40,36,28,24,42,43,39,6,0,12,5,46,38,22,37,26,31,7,20,2,41,44,35,1,15,33,10,45,16,34,18,13,32,30,17,3,47,8,27,4,9,11
13,47,24,18,28,39,35,27,23,41,42,38,5,46,11,4,45,37,21,36,25,30,6,19,1,40,43,34,0,14,32,9,44,15,33,17,12,31,29,16,2,20,7,26,3,8,10,13,47,24,18,28,39,35,27,23,41,42,38,5,46,11,4,45,37,21,36,25,30,6,19,1,40,43,34,0,14,32,9,44,15,33,17,12,31,29,16,2,20,7,26,3,8,10
12,21,47,17,27,38,34,26,22,40,41,37,4,45,10,3,44,36,20,35,24,29,5,18,0,39,42,33,46,13,31,8,43,14,32,16,11,30,28,15,1,19,6,25,2,7,9,12,21,47,17,27,38,34,26,22,40,41,37,4,45,10,3,44,36,20,35,24,29,5,18,0,39,42,33,46,13,31,8,43,14,32,16,11,30,28,15,1,19,6,25,2,7,9
11,20,22,16,26,37,33,25,21,39,40,36,3,44,9,2,43,35,19,34,23,28,4,17,46,38,41,32,45,12,30,7,42,13,31,15,10,29,27,14,0,18,5,47,1,6,8,11,20,22,16,26,37,33,25,21,39,40,36,3,44,9,2,43,35,19,34,23,28,4,17,46,38,41,32,45,12,30,7,42,13,31,15,10,29,27,14,0,18,5,47,1,6,8
10,19,21,15,47,36,32,24,20,38,39,35,2,43,8,1,42,34,18,33,22,27,3,16,45,37,40,31,44,11,29,6,41,12,30,14,9,28,26,13,46,17,4,23,0,5,7,10,19,21,15,47,36,32,24,20,38,39,35,2,43,8,1,42,34,18,33,22,27,3,16,45,37,40,31,44,11,29,6,41,12,30,14,9,28,26,13,46,17,4,23,0,5,7
9,18,20,14,24,35,31,23,19,37,38,34,1,42,7,0,41,33,17,32,21,47,2,15,44,36,39,30,43,10,28,5,40,11,29,13,8,27,25,12,45,16,3,22,46,4,6,9,18,20,14,24,35,31,23,19,37,38,34,1,42,7,0,41,33,17,32,21,47,2,15,44,36,39,30,43,10,28,5,40,11,29,13,8,27,25,12,45,16,3,22,46,4,6
8,17,19,13,23,34,30,22,18,36,37,33,0,41,6,46,40,32,16,31,20,25,1,14,43,35,38,29,42,9,47,4,39,10,28,12,7,26,24,11,44,15,2,21,45,3,5,8,17,19,13,23,34,30,22,18,36,37,33,0,41,6,46,40,32,16,31,20,25,1,14,43,35,38,29,42,9,47,4,39,10,28,12,7,26,24,11,44,15,2,21,45,3,5
7,16,18,12,22,33,29,21,17,35,36,32,46,40,5,45,39,31,15,30,19,24,0,13,42,34,37,47,41,8,26,3,38,9,27,11,6,25,23,10,43,14,1,20,44,2,4,7,16,18,12,22,33,29,21,17,35,36,32,46,40,5,45,39,31,15,30,19,24,0,13,42,34,37,47,41,8,26,3,38,9,27,11,6,25,23,10,43,14,1,20,44,2,4
6,15,17,11,21,32,28,20,16,34,35,31,45,39,4,44,38,30,14,47,18,23,46,12,41,33,36,27,40,7,25,2,37,8,26,10,5,24,22,9,42,13,0,19,43,1,3,6,15,17,11,21,32,28,20,16,34,35,31,45,39,4,44,38,30,14,47,18,23,46,12,41,33,36,27,40,7,25,2,37,8,26,10,5,24,22,9,42,13,0,19,43,1,3
5,14,16,10,20,31,27,19,15,33,34,47,44,38,3,43,37,29,13,28,17,22,45,11,40,32,35,26,39,6,24,1,36,7,25,9,4,23,21,8,41,12,46,18,42,0,2,5,14,16,10,20,31,27,19,15,33,34,47,44,38,3,43,37,29,13,28,17,22,45,11,40,32,35,26,39,6,24,1,36,7,25,9,4,23,21,8,41,12,46,18,42,0,2
4,13,15,9,19,30,26,18,14,32,33,29,43,37,2,42,36,28,12,27,16,21,44,10,39,47,34,25,38,5,23,0,35,6,24,8,3,22,20,7,40,11,45,17,41,46,1,4,13,15,9,19,30,26,18,14,32,33,29,43,37,2,42,36,28,12,27,16,21,44,10,39,47,34,25,38,5,23,0,35,6,24,8,3,22,20,7,40,11,45,17,41,46,1
3,12,14,8,18,29,25,17,13,31,47,28,42,36,1,41,35,27,11,26,15,20,43,9,38,30,33,24,37,4,22,46,34,5,23,7,2,21,19,6,39,10,44,16,40,45,0,3,12,14,8,18,29,25,17,13,31,47,28,42,36,1,41,35,27,11,26,15,20,43,9,38,30,33,24,37,4,22,46,34,5,23,7,2,21,19,6,39,10,44,16,40,45,0
2,11,13,7,17,28,24,16,12,30,31,27,41,35,0,40,34,26,10,25,14,19,42,8,37,29,32,23,36,3,21,45,47,4,22,6,1,20,18,5,38,9,43,15,39,44,46,2,11,13,7,17,28,24,16,12,30,31,27,41,35,0,40,34,26,10,25,14,19,42,8,37,29,32,23,36,3,21,45,47,4,22,6,1,20,18,5,38,9,43,15,39,44,46
1,10,12,6,16,27,23,15,11,29,30,26,40,47,46,39,33,25,9,24,13,18,41,7,36,28,31,22,35,2,20,44,32,3,21,5,0,19,17,4,37,8,42,14,38,43,45,1,10,12,6,16,27,23,15,11,29,30,26,40,47,46,39,33,25,9,24,13,18,41,7,36,28,31,22,35,2,20,44,32,3,21,5,0,19,17,4,37,8,42,14,38,43,45
0,9,11,5,15,26,22,14,10,28,29,25,39,33,45,38,32,24,8,23,12,17,40,6,47,27,30,21,34,1,19,43,31,2,20,4,46,18,16,3,36,7,41,13,37,42,44,0,9,11,5,15,26,22,14,10,28,29,25,39,33,45,38,32,24,8,23,12,17,40,6,47,27,30,21,34,1,19,43,31,2,20,4,46,18,16,3,36,7,41,13,37,42,44
46,8,10,4,14,25,21,13,9,27,28,24,38,32,44,37,31,23,7,22,11,16,39,5,34,26,29,20,33,0,18,42,30,1,19,3,45,17,15,2,35,6,40,12,47,41,43,46,8,10,4,14,25,21,13,9,27,28,24,38,32,44,37,31,23,7,22,11,16,39,5,34,26,29,20,33,0,18,42,30,1,19,3,45,17,15,2,35,6,40,12,47,41,43
45,7,9,3,13,24,20,12,8,26,27,23,47,31,43,36,30,22,6,21,10,15,38,4,33,25,28,19,32,46,17,41,29,0,18,2,44,16,14,1,34,5,39,11,35,40,42,45,7,9,3,13,24,20,12,8,26,27,23,47,31,43,36,30,22,6,21,10,15,38,4,33,25,28,19,32,46,17,41,29,0,18,2,44,16,14,1,34,5,39,11,35,40,42
44,6,8,2,12,23,19,11,7,25,26,22,36,30,42,35,29,21,5,20,9,14,37,3,32,24,27,18,31,45,16,40,28,46,17,1,43,15,13,0,33,4,47,10,34,39,41,44,6,8,2,12,23,19,11,7,25,26,22,36,30,42,35,29,21,5,20,9,14,37,3,32,24,27,18,31,45,16,40,28,46,17,1,43,15,13,0,33,4,47,10,34,39,41
43,5,7,1,11,22,18,10,6,24,25,21,35,29,41,34,28,20,4,19,8,13,36,2,31,23,26,17,30,44,15,47,27,45,16,0,42,14,12,46,32,3,37,9,33,38,40,43,5,7,1,11,22,18,10,6,24,25,21,35,29,41,34,28,20,4,19,8,13,36,2,31,23,26,17,30,44,15,47,27,45,16,0,42,14,12,46,32,3,37,9,33,38,40
42,4,6,0,10,21,17,9,5,23,24,20,34,28,47,33,27,19,3,18,7,12,35,1,30,22,25,16,29,43,14,38,26,44,15,46,41,13,11,45,31,2,36,8,32,37,39,42,4,6,0,10,21,17,9,5,23,24,20,34,28,47,33,27,19,3,18,7,12,35,1,30,22,25,16,29,43,14,38,26,44,15,46,41,13,11,45,31,2,36,8,32,37,39
47,3,5,46,9,20,16,8,4,22,23,19,33,27,39,32,26,18,2,17,6,11,34,0,29,21,24,15,28,42,13,37,25,43,14,45,40,12,10,44,30,1,35,7,31,36,38,47,3,5,46,9,20,16,8,4,22,23,19,33,27,39,32,26,18,2,17,6,11,34,0,29,21,24,15,28,42,13,37,25,43,14,45,40,12,10,44,30,1,35,7,31,36,38
40,2,4,45,8,19,15,7,3,21,22,18,32,26,38,31,25,17,1,16,5,10,33,46,28,20,23,14,27,41,12,36,24,47,13,44,39,11,9,43,29,0,34,6,30,35,37,40,2,4,45,8,19,15,7,3,21,22,18,32,26,38,31,25,17,1,16,5,10,33,46,28,20,23,14,27,41,12,36,24,47,13,44,39,11,9,43,29,0,34,6,30,35,37
39,1,3,44,7,18,14,6,2,20,21,17,31,25,37,30,24,16,0,15,4,9,32,45,27,19,22,13,26,40,11,35,23,41,12,47,38,10,8,42,28,46,33,5,29,34,36,39,1,3,44,7,18,14,6,2,20,21,17,31,25,37,30,24,16,0,15,4,9,32,45,27,19,22,13,26,40,11,35,23,41,12,47,38,10,8,42,28,46,33,5,29,34,36
38,0,2,43,6,17,13,5,1,19,20,16,30,24,36,29,23,15,46,14,3,8,31,47,26,18,21,12,25,39,10,34,22,40,11,42,37,9,7,41,27,45,32,4,28,33,35,38,0,2,43,6,17,13,5,1,19,20,16,30,24,36,29,23,15,46,14,3,8,31,47,26,18,21,12,25,39,10,34,22,40,11,42,37,9,7,41,27,45,32,4,28,33,35
37,46,1,42,5,16,12,4,0,18,19,15,29,23,35,28,22,14,47,13,2,7,30,43,25,17,20,11,24,38,9,33,21,39,10,41,36,8,6,40,26,44,31,3,27,32,34,37,46,1,42,5,16,12,4,0,18,19,15,29,23,35,28,22,14,47,13,2,7,30,43,25,17,20,11,24,38,9,33,21,39,10,41,36,8,6,40,26,44,31,3,27,32,34
36,45,0,41,4,15,11,3,47,17,18,14,28,22,34,27,21,13,44,12,1,6,29,42,24,16,19,10,23,37,8,32,20,38,9,40,35,7,5,39,25,43,30,2,26,31,33,36,45,0,41,4,15,11,3,47,17,18,14,28,22,34,27,21,13,44,12,1,6,29,42,24,16,19,10,23,37,8,32,20,38,9,40,35,7,5,39,25,43,30,2,26,31,33
41,22,23,20,25,7,5,1,46,8,32,30,37,34,40,13,10,6,45,29,0,26,14,44,35,31,9,28,11,18,27,39,33,42,4,43,17,3,2,19,12,21,38,24,36,15,16,41,22,23,20,25,7,5,1,46,8,32,30,37,34,40,13,10,6,45,29,0,26,14,44,35,31,9,28,11,18,27,39,33,42,4,43,17,3,2,19,12,21,38,24,36,15,16
