0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
29,25,32,15,39,13,0,34,9,21,22,4,26,5,11,16,8,6,20,18,24,36,7,37,14,23,27,31,33,30,3,35,12,17,19,28,1,2,38,29,25,32,15,39,13,0,34,9,21,22,4,26,5,11,16,8,6,20,18,24,36,7,37,14,23,27,31,33,30,3,35,12,17,19,28,1,2,38
28,24,31,14,9,12,38,33,8,20,21,3,25,4,10,15,7,5,19,17,23,35,6,36,13,22,26,30,32,29,2,34,39,16,18,27,0,1,37,28,24,31,14,9,12,38,33,8,20,21,3,25,4,10,15,7,5,19,17,23,35,6,36,13,22,26,30,32,29,2,34,39,16,18,27,0,1,37
27,23,30,13,8,11,37,32,7,19,20,2,24,3,9,14,6,4,18,16,22,34,5,35,39,21,25,29,31,28,1,33,10,15,17,26,38,0,36,27,23,30,13,8,11,37,32,7,19,20,2,24,3,9,14,6,4,18,16,22,34,5,35,39,21,25,29,31,28,1,33,10,15,17,26,38,0,36
26,22,29,12,7,10,36,31,6,18,19,1,23,2,8,39,5,3,17,15,21,33,4,34,11,20,24,28,30,27,0,32,9,14,16,25,37,38,35,26,22,29,12,7,10,36,31,6,18,19,1,23,2,8,39,5,3,17,15,21,33,4,34,11,20,24,28,30,27,0,32,9,14,16,25,37,38,35
25,21,28,11,6,9,35,30,5,17,18,0,22,1,7,12,4,2,16,39,20,32,3,33,10,19,23,27,29,26,38,31,8,13,15,24,36,37,34,25,21,28,11,6,9,35,30,5,17,18,0,22,1,7,12,4,2,16,39,20,32,3,33,10,19,23,27,29,26,38,31,8,13,15,24,36,37,34
24,20,27,10,5,8,34,29,4,16,17,38,21,0,6,11,3,1,39,13,19,31,2,32,9,18,22,26,28,25,37,30,7,12,14,23,35,36,33,24,20,27,10,5,8,34,29,4,16,17,38,21,0,6,11,3,1,39,13,19,31,2,32,9,18,22,26,28,25,37,30,7,12,14,23,35,36,33
23,19,26,9,4,7,33,28,3,15,39,37,20,38,5,10,2,0,14,12,18,30,1,31,8,17,21,25,27,24,36,29,6,11,13,22,34,35,32,23,19,26,9,4,7,33,28,3,15,39,37,20,38,5,10,2,0,14,12,18,30,1,31,8,17,21,25,27,24,36,29,6,11,13,22,34,35,32
22,18,25,8,3,6,32,27,2,14,15,36,19,37,4,9,1,38,13,11,39,29,0,30,7,16,20,24,26,23,35,28,5,10,12,21,33,34,31,22,18,25,8,3,6,32,27,2,14,15,36,19,37,4,9,1,38,13,11,39,29,0,30,7,16,20,24,26,23,35,28,5,10,12,21,33,34,31
21,17,24,7,2,5,31,26,1,13,14,35,39,36,3,8,0,37,12,10,16,28,38,29,6,15,19,23,25,22,34,27,4,9,11,20,32,33,30,21,17,24,7,2,5,31,26,1,13,14,35,39,36,3,8,0,37,12,10,16,28,38,29,6,15,19,23,25,22,34,27,4,9,11,20,32,33,30
20,16,23,6,1,4,30,25,0,12,13,34,17,35,2,7,38,36,11,9,15,27,37,28,5,14,18,22,24,21,33,26,3,8,10,39,31,32,29,20,16,23,6,1,4,30,25,0,12,13,34,17,35,2,7,38,36,11,9,15,27,37,28,5,14,18,22,24,21,33,26,3,8,10,39,31,32,29
19,15,22,5,0,3,29,24,38,11,12,33,16,34,1,6,37,35,10,8,14,26,36,27,4,13,17,21,23,39,32,25,2,7,9,18,30,31,28,19,15,22,5,0,3,29,24,38,11,12,33,16,34,1,6,37,35,10,8,14,26,36,27,4,13,17,21,23,39,32,25,2,7,9,18,30,31,28
18,14,39,4,38,2,28,23,37,10,11,32,15,33,0,5,36,34,9,7,13,25,35,26,3,12,16,20,22,19,31,24,1,6,8,17,29,30,27,18,14,39,4,38,2,28,23,37,10,11,32,15,33,0,5,36,34,9,7,13,25,35,26,3,12,16,20,22,19,31,24,1,6,8,17,29,30,27
17,13,20,3,37,1,27,39,36,9,10,31,14,32,38,4,35,33,8,6,12,24,34,25,2,11,15,19,21,18,30,23,0,5,7,16,28,29,26,17,13,20,3,37,1,27,39,36,9,10,31,14,32,38,4,35,33,8,6,12,24,34,25,2,11,15,19,21,18,30,23,0,5,7,16,28,29,26
16,12,19,2,36,0,26,21,35,8,9,30,13,31,37,3,34,32,7,5,11,39,33,24,1,10,14,18,20,17,29,22,38,4,6,15,27,28,25,16,12,19,2,36,0,26,21,35,8,9,30,13,31,37,3,34,32,7,5,11,39,33,24,1,10,14,18,20,17,29,22,38,4,6,15,27,28,25
15,11,18,1,35,38,25,20,34,7,8,29,12,30,36,2,33,31,6,4,10,22,32,23,0,9,13,17,19,16,28,21,37,3,5,14,26,27,39,15,11,18,1,35,38,25,20,34,7,8,29,12,30,36,2,33,31,6,4,10,22,32,23,0,9,13,17,19,16,28,21,37,3,5,14,26,27,39
14,10,17,0,34,37,24,19,33,6,7,28,11,29,35,1,32,30,5,3,9,21,31,22,38,8,12,16,18,15,27,20,36,2,4,13,39,26,23,14,10,17,0,34,37,24,19,33,6,7,28,11,29,35,1,32,30,5,3,9,21,31,22,38,8,12,16,18,15,27,20,36,2,4,13,39,26,23
13,9,16,38,33,36,23,18,32,5,6,27,10,28,34,0,31,29,4,2,8,20,30,21,37,7,11,15,17,14,39,19,35,1,3,12,24,25,22,13,9,16,38,33,36,23,18,32,5,6,27,10,28,34,0,31,29,4,2,8,20,30,21,37,7,11,15,17,14,39,19,35,1,3,12,24,25,22
12,8,15,37,32,35,22,17,31,4,5,26,9,39,33,38,30,28,3,1,7,19,29,20,36,6,10,14,16,13,25,18,34,0,2,11,23,24,21,12,8,15,37,32,35,22,17,31,4,5,26,9,39,33,38,30,28,3,1,7,19,29,20,36,6,10,14,16,13,25,18,34,0,2,11,23,24,21
11,7,14,36,31,34,21,16,30,3,4,25,8,26,32,37,29,27,2,0,6,18,39,19,35,5,9,13,15,12,24,17,33,38,1,10,22,23,20,11,7,14,36,31,34,21,16,30,3,4,25,8,26,32,37,29,27,2,0,6,18,39,19,35,5,9,13,15,12,24,17,33,38,1,10,22,23,20
10,6,13,35,30,33,20,15,39,2,3,24,7,25,31,36,28,26,1,38,5,17,27,18,34,4,8,12,14,11,23,16,32,37,0,9,21,22,19,10,6,13,35,30,33,20,15,39,2,3,24,7,25,31,36,28,26,1,38,5,17,27,18,34,4,8,12,14,11,23,16,32,37,0,9,21,22,19
9,5,12,34,29,32,19,14,28,1,2,23,6,24,39,35,27,25,0,37,4,16,26,17,33,3,7,11,13,10,22,15,31,36,38,8,20,21,18,9,5,12,34,29,32,19,14,28,1,2,23,6,24,39,35,27,25,0,37,4,16,26,17,33,3,7,11,13,10,22,15,31,36,38,8,20,21,18
8,4,11,33,28,39,18,13,27,0,1,22,5,23,29,34,26,24,38,36,3,15,25,16,32,2,6,10,12,9,21,14,30,35,37,7,19,20,17,8,4,11,33,28,39,18,13,27,0,1,22,5,23,29,34,26,24,38,36,3,15,25,16,32,2,6,10,12,9,21,14,30,35,37,7,19,20,17
7,3,10,39,27,30,17,12,26,38,0,21,4,22,28,33,25,23,37,35,2,14,24,15,31,1,5,9,11,8,20,13,29,34,36,6,18,19,16,7,3,10,39,27,30,17,12,26,38,0,21,4,22,28,33,25,23,37,35,2,14,24,15,31,1,5,9,11,8,20,13,29,34,36,6,18,19,16
6,2,9,31,26,29,16,11,25,37,38,20,3,21,27,32,24,22,36,34,1,13,23,14,30,0,4,8,10,7,19,12,28,39,35,5,17,18,15,6,2,9,31,26,29,16,11,25,37,38,20,3,21,27,32,24,22,36,34,1,13,23,14,30,0,4,8,10,7,19,12,28,39,35,5,17,18,15
5,1,8,30,25,28,15,10,24,36,37,19,2,20,26,31,23,21,35,33,0,12,22,13,29,38,3,7,9,6,18,11,27,32,39,4,16,17,14,5,1,8,30,25,28,15,10,24,36,37,19,2,20,26,31,23,21,35,33,0,12,22,13,29,38,3,7,9,6,18,11,27,32,39,4,16,17,14
4,0,7,29,24,27,14,9,23,39,36,18,1,19,25,30,22,20,34,32,38,11,21,12,28,37,2,6,8,5,17,10,26,31,33,3,15,16,13,4,0,7,29,24,27,14,9,23,39,36,18,1,19,25,30,22,20,34,32,38,11,21,12,28,37,2,6,8,5,17,10,26,31,33,3,15,16,13
3,38,6,28,23,26,13,8,22,34,35,17,0,18,24,29,21,19,33,31,37,10,20,11,27,39,1,5,7,4,16,9,25,30,32,2,14,15,12,3,38,6,28,23,26,13,8,22,34,35,17,0,18,24,29,21,19,33,31,37,10,20,11,27,39,1,5,7,4,16,9,25,30,32,2,14,15,12
2,39,5,27,22,25,12,7,21,33,34,16,38,17,23,28,20,18,32,30,36,9,19,10,26,35,0,4,6,3,15,8,24,29,31,1,13,14,11,2,39,5,27,22,25,12,7,21,33,34,16,38,17,23,28,20,18,32,30,36,9,19,10,26,35,0,4,6,3,15,8,24,29,31,1,13,14,11
1,36,4,26,21,24,11,6,20,32,33,15,37,16,22,27,19,17,31,29,35,8,18,9,25,34,39,3,5,2,14,7,23,28,30,0,12,13,10,1,36,4,26,21,24,11,6,20,32,33,15,37,16,22,27,19,17,31,29,35,8,18,9,25,34,39,3,5,2,14,7,23,28,30,0,12,13,10
0,37,21,32,10,31,5,22,29,35,16,7,18,27,30,13,9,8,15,14,17,23,28,4,12,36,38,1,2,20,26,3,11,33,34,19,25,6,24,0,37,21,32,10,31,5,22,29,35,16,7,18,27,30,13,9,8,15,14,17,23,28,4,12,36,38,1,2,20,26,3,11,33,34,19,25,6,24
