0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
22,19,32,14,7,21,26,36,29,12,1,25,28,33,31,6,23,0,30,11,35,37,24,17,9,3,5,27,20,18,34,8,16,4,10,2,15,22,19,32,14,7,21,26,36,29,12,1,25,28,33,31,6,23,0,30,11,35,37,24,17,9,3,5,27,20,18,34,8,16,4,10,2,15
21,18,31,13,6,20,25,35,28,11,0,24,27,32,30,5,22,36,29,10,34,12,23,16,8,2,4,26,19,17,33,7,15,3,9,1,37,21,18,31,13,6,20,25,35,28,11,0,24,27,32,30,5,22,36,29,10,34,12,23,16,8,2,4,26,19,17,33,7,15,3,9,1,37
20,17,30,12,5,19,24,34,27,10,36,23,26,31,29,4,21,35,28,9,33,11,22,37,7,1,3,25,18,16,32,6,14,2,8,0,13,20,17,30,12,5,19,24,34,27,10,36,23,26,31,29,4,21,35,28,9,33,11,22,37,7,1,3,25,18,16,32,6,14,2,8,0,13
19,37,29,11,4,18,23,33,26,9,35,22,25,30,28,3,20,34,27,8,32,10,21,14,6,0,2,24,17,15,31,5,13,1,7,36,12,19,37,29,11,4,18,23,33,26,9,35,22,25,30,28,3,20,34,27,8,32,10,21,14,6,0,2,24,17,15,31,5,13,1,7,36,12
18,15,28,10,3,37,22,32,25,8,34,21,24,29,27,2,19,33,26,7,31,9,20,13,5,36,1,23,16,14,30,4,12,0,6,35,11,18,15,28,10,3,37,22,32,25,8,34,21,24,29,27,2,19,33,26,7,31,9,20,13,5,36,1,23,16,14,30,4,12,0,6,35,11
17,14,27,9,2,16,21,31,24,7,33,20,23,28,26,1,37,32,25,6,30,8,19,12,4,35,0,22,15,13,29,3,11,36,5,34,10,17,14,27,9,2,16,21,31,24,7,33,20,23,28,26,1,37,32,25,6,30,8,19,12,4,35,0,22,15,13,29,3,11,36,5,34,10
16,13,26,8,1,15,20,30,23,6,32,37,22,27,25,0,17,31,24,5,29,7,18,11,3,34,36,21,14,12,28,2,10,35,4,33,9,16,13,26,8,1,15,20,30,23,6,32,37,22,27,25,0,17,31,24,5,29,7,18,11,3,34,36,21,14,12,28,2,10,35,4,33,9
15,12,25,7,0,14,19,29,22,5,31,18,21,26,24,36,16,30,23,4,28,6,17,10,2,33,35,37,13,11,27,1,9,34,3,32,8,15,12,25,7,0,14,19,29,22,5,31,18,21,26,24,36,16,30,23,4,28,6,17,10,2,33,35,37,13,11,27,1,9,34,3,32,8
14,11,24,6,36,13,18,28,37,4,30,17,20,25,23,35,15,29,22,3,27,5,16,9,1,32,34,19,12,10,26,0,8,33,2,31,7,14,11,24,6,36,13,18,28,37,4,30,17,20,25,23,35,15,29,22,3,27,5,16,9,1,32,34,19,12,10,26,0,8,33,2,31,7
13,10,23,5,35,12,17,27,20,3,29,16,19,24,37,34,14,28,21,2,26,4,15,8,0,31,33,18,11,9,25,36,7,32,1,30,6,13,10,23,5,35,12,17,27,20,3,29,16,19,24,37,34,14,28,21,2,26,4,15,8,0,31,33,18,11,9,25,36,7,32,1,30,6
12,9,22,4,34,11,16,26,19,2,28,15,18,37,21,33,13,27,20,1,25,3,14,7,36,30,32,17,10,8,24,35,6,31,0,29,5,12,9,22,4,34,11,16,26,19,2,28,15,18,37,21,33,13,27,20,1,25,3,14,7,36,30,32,17,10,8,24,35,6,31,0,29,5
11,8,21,3,33,10,15,25,18,1,27,14,17,22,20,32,12,26,19,0,37,2,13,6,35,29,31,16,9,7,23,34,5,30,36,28,4,11,8,21,3,33,10,15,25,18,1,27,14,17,22,20,32,12,26,19,0,37,2,13,6,35,29,31,16,9,7,23,34,5,30,36,28,4
10,7,20,2,32,9,14,24,17,0,26,13,16,21,19,31,11,37,18,36,23,1,12,5,34,28,30,15,8,6,22,33,4,29,35,27,3,10,7,20,2,32,9,14,24,17,0,26,13,16,21,19,31,11,37,18,36,23,1,12,5,34,28,30,15,8,6,22,33,4,29,35,27,3
9,6,19,1,31,8,13,23,16,36,25,12,15,20,18,30,10,24,17,35,22,0,11,4,33,27,29,14,7,5,21,32,3,28,34,37,2,9,6,19,1,31,8,13,23,16,36,25,12,15,20,18,30,10,24,17,35,22,0,11,4,33,27,29,14,7,5,21,32,3,28,34,37,2
8,5,18,0,30,7,12,22,15,35,24,11,14,19,17,29,9,23,16,34,21,36,10,3,32,26,28,13,6,4,20,31,2,37,33,25,1,8,5,18,0,30,7,12,22,15,35,24,11,14,19,17,29,9,23,16,34,21,36,10,3,32,26,28,13,6,4,20,31,2,37,33,25,1
7,4,17,36,29,6,11,21,14,34,23,10,13,18,16,37,8,22,15,33,20,35,9,2,31,25,27,12,5,3,19,30,1,26,32,24,0,7,4,17,36,29,6,11,21,14,34,23,10,13,18,16,37,8,22,15,33,20,35,9,2,31,25,27,12,5,3,19,30,1,26,32,24,0
6,3,16,35,28,5,10,20,13,33,22,9,12,17,15,27,7,21,14,32,19,34,8,1,30,24,26,11,4,2,18,37,0,25,31,23,36,6,3,16,35,28,5,10,20,13,33,22,9,12,17,15,27,7,21,14,32,19,34,8,1,30,24,26,11,4,2,18,37,0,25,31,23,36
5,2,15,34,27,4,9,19,12,32,21,8,11,16,14,26,6,20,13,31,18,33,7,0,29,23,25,10,3,1,17,28,36,24,37,22,35,5,2,15,34,27,4,9,19,12,32,21,8,11,16,14,26,6,20,13,31,18,33,7,0,29,23,25,10,3,1,17,28,36,24,37,22,35
4,1,14,33,26,3,8,18,11,37,20,7,10,15,13,25,5,19,12,30,17,32,6,36,28,22,24,9,2,0,16,27,35,23,29,21,34,4,1,14,33,26,3,8,18,11,37,20,7,10,15,13,25,5,19,12,30,17,32,6,36,28,22,24,9,2,0,16,27,35,23,29,21,34
3,0,13,37,25,2,7,17,10,30,19,6,9,14,12,24,4,18,11,29,16,31,5,35,27,21,23,8,1,36,15,26,34,22,28,20,33,3,0,13,37,25,2,7,17,10,30,19,6,9,14,12,24,4,18,11,29,16,31,5,35,27,21,23,8,1,36,15,26,34,22,28,20,33
2,36,12,31,24,1,6,16,9,29,18,5,8,13,11,23,3,17,10,28,15,30,4,34,26,20,22,7,0,35,14,25,37,21,27,19,32,2,36,12,31,24,1,6,16,9,29,18,5,8,13,11,23,3,17,10,28,15,30,4,34,26,20,22,7,0,35,14,25,37,21,27,19,32
1,35,11,30,23,0,5,15,8,28,17,4,7,12,10,22,2,16,9,27,14,29,3,33,25,19,21,6,36,37,13,24,32,20,26,18,31,1,35,11,30,23,0,5,15,8,28,17,4,7,12,10,22,2,16,9,27,14,29,3,33,25,19,21,6,36,37,13,24,32,20,26,18,31
0,34,10,29,22,36,4,14,7,27,16,3,6,11,9,21,1,15,8,26,13,28,2,32,24,18,20,5,37,33,12,23,31,19,25,17,30,0,34,10,29,22,36,4,14,7,27,16,3,6,11,9,21,1,15,8,26,13,28,2,32,24,18,20,5,37,33,12,23,31,19,25,17,30
37,33,9,28,21,35,3,13,6,26,15,2,5,10,8,20,0,14,7,25,12,27,1,31,23,17,19,4,34,32,11,22,30,18,24,16,29,37,33,9,28,21,35,3,13,6,26,15,2,5,10,8,20,0,14,7,25,12,27,1,31,23,17,19,4,34,32,11,22,30,18,24,16,29
36,16,4,32,10,17,1,6,21,31,7,19,2,23,22,28,18,25,3,12,24,13,0,15,11,8,9,20,35,34,5,29,33,27,30,26,14,36,16,4,32,10,17,1,6,21,31,7,19,2,23,22,28,18,25,3,12,24,13,0,15,11,8,9,20,35,34,5,29,33,27,30,26,14
