0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
24,41,46,16,43,13,38,25,19,7,27,35,40,8,18,17,42,9,44,37,28,36,34,32,22,4,30,45,29,5,6,2,10,12,21,47,31,33,1,0,3,39,23,15,26,20,11,24,41,46,16,43,13,38,25,19,7,27,35,40,8,18,17,42,9,44,37,28,36,34,32,22,4,30,45,29,5,6,2,10,12,21,47,31,33,1,0,3,39,23,15,26,20,11
23,40,45,47,42,12,37,24,18,6,26,34,39,7,17,16,41,8,43,36,27,35,33,31,21,3,29,44,28,4,5,1,9,11,20,13,30,32,0,46,2,38,22,14,25,19,10,23,40,45,47,42,12,37,24,18,6,26,34,39,7,17,16,41,8,43,36,27,35,33,31,21,3,29,44,28,4,5,1,9,11,20,13,30,32,0,46,2,38,22,14,25,19,10
22,39,44,14,41,11,36,23,17,5,25,33,38,6,47,15,40,7,42,35,26,34,32,30,20,2,28,43,27,3,4,0,8,10,19,12,29,31,46,45,1,37,21,13,24,18,9,22,39,44,14,41,11,36,23,17,5,25,33,38,6,47,15,40,7,42,35,26,34,32,30,20,2,28,43,27,3,4,0,8,10,19,12,29,31,46,45,1,37,21,13,24,18,9
21,38,43,13,40,10,35,22,16,4,24,32,37,5,15,14,39,6,41,34,25,33,31,29,19,1,27,42,26,2,3,46,7,9,18,11,28,30,45,44,0,36,20,12,23,47,8,21,38,43,13,40,10,35,22,16,4,24,32,37,5,15,14,39,6,41,34,25,33,31,29,19,1,27,42,26,2,3,46,7,9,18,11,28,30,45,44,0,36,20,12,23,47,8
20,37,42,12,39,9,34,21,15,3,23,31,36,4,14,13,38,5,40,33,24,32,30,28,47,0,26,41,25,1,2,45,6,8,17,10,27,29,44,43,46,35,19,11,22,16,7,20,37,42,12,39,9,34,21,15,3,23,31,36,4,14,13,38,5,40,33,24,32,30,28,47,0,26,41,25,1,2,45,6,8,17,10,27,29,44,43,46,35,19,11,22,16,7
47,36,41,11,38,8,33,20,14,2,22,30,35,3,13,12,37,4,39,32,23,31,29,27,17,46,25,40,24,0,1,44,5,7,16,9,26,28,43,42,45,34,18,10,21,15,6,47,36,41,11,38,8,33,20,14,2,22,30,35,3,13,12,37,4,39,32,23,31,29,27,17,46,25,40,24,0,1,44,5,7,16,9,26,28,43,42,45,34,18,10,21,15,6
18,35,40,10,37,7,32,19,13,1,21,29,34,2,12,11,36,3,38,31,22,30,28,26,16,45,24,39,23,46,0,43,4,6,15,8,25,27,42,41,44,33,17,9,47,14,5,18,35,40,10,37,7,32,19,13,1,21,29,34,2,12,11,36,3,38,31,22,30,28,26,16,45,24,39,23,46,0,43,4,6,15,8,25,27,42,41,44,33,17,9,47,14,5
17,34,39,9,36,6,31,18,12,0,20,28,33,1,11,10,35,2,37,30,47,29,27,25,15,44,23,38,22,45,46,42,3,5,14,7,24,26,41,40,43,32,16,8,19,13,4,17,34,39,9,36,6,31,18,12,0,20,28,33,1,11,10,35,2,37,30,47,29,27,25,15,44,23,38,22,45,46,42,3,5,14,7,24,26,41,40,43,32,16,8,19,13,4
16,33,38,8,35,5,30,17,11,46,19,27,32,0,10,9,34,1,36,29,20,28,26,24,14,43,47,37,21,44,45,41,2,4,13,6,23,25,40,39,42,31,15,7,18,12,3,16,33,38,8,35,5,30,17,11,46,19,27,32,0,10,9,34,1,36,29,20,28,26,24,14,43,47,37,21,44,45,41,2,4,13,6,23,25,40,39,42,31,15,7,18,12,3
15,32,37,7,34,4,29,16,10,45,18,26,31,46,9,8,33,0,35,28,19,27,25,47,13,42,21,36,20,43,44,40,1,3,12,5,22,24,39,38,41,30,14,6,17,11,2,15,32,37,7,34,4,29,16,10,45,18,26,31,46,9,8,33,0,35,28,19,27,25,47,13,42,21,36,20,43,44,40,1,3,12,5,22,24,39,38,41,30,14,6,17,11,2
14,31,36,6,33,3,28,15,9,44,17,25,30,45,8,7,32,46,34,27,18,26,47,22,12,41,20,35,19,42,43,39,0,2,11,4,21,23,38,37,40,29,13,5,16,10,1,14,31,36,6,33,3,28,15,9,44,17,25,30,45,8,7,32,46,34,27,18,26,47,22,12,41,20,35,19,42,43,39,0,2,11,4,21,23,38,37,40,29,13,5,16,10,1
13,30,35,5,32,2,27,14,8,43,16,24,29,44,7,6,31,45,33,26,17,47,23,21,11,40,19,34,18,41,42,38,46,1,10,3,20,22,37,36,39,28,12,4,15,9,0,13,30,35,5,32,2,27,14,8,43,16,24,29,44,7,6,31,45,33,26,17,47,23,21,11,40,19,34,18,41,42,38,46,1,10,3,20,22,37,36,39,28,12,4,15,9,0
12,29,34,4,31,1,47,13,7,42,15,23,28,43,6,5,30,44,32,25,16,24,22,20,10,39,18,33,17,40,41,37,45,0,9,2,19,21,36,35,38,27,11,3,14,8,46,12,29,34,4,31,1,47,13,7,42,15,23,28,43,6,5,30,44,32,25,16,24,22,20,10,39,18,33,17,40,41,37,45,0,9,2,19,21,36,35,38,27,11,3,14,8,46
11,28,33,3,30,0,25,12,6,41,14,22,47,42,5,4,29,43,31,24,15,23,21,19,9,38,17,32,16,39,40,36,44,46,8,1,18,20,35,34,37,26,10,2,13,7,45,11,28,33,3,30,0,25,12,6,41,14,22,47,42,5,4,29,43,31,24,15,23,21,19,9,38,17,32,16,39,40,36,44,46,8,1,18,20,35,34,37,26,10,2,13,7,45
10,27,32,2,29,46,24,11,5,40,13,21,26,41,4,3,47,42,30,23,14,22,20,18,8,37,16,31,15,38,39,35,43,45,7,0,17,19,34,33,36,25,9,1,12,6,44,10,27,32,2,29,46,24,11,5,40,13,21,26,41,4,3,47,42,30,23,14,22,20,18,8,37,16,31,15,38,39,35,43,45,7,0,17,19,34,33,36,25,9,1,12,6,44
9,26,31,1,28,45,23,10,4,39,12,20,25,40,3,2,27,41,47,22,13,21,19,17,7,36,15,30,14,37,38,34,42,44,6,46,16,18,33,32,35,24,8,0,11,5,43,9,26,31,1,28,45,23,10,4,39,12,20,25,40,3,2,27,41,47,22,13,21,19,17,7,36,15,30,14,37,38,34,42,44,6,46,16,18,33,32,35,24,8,0,11,5,43
8,25,47,0,27,44,22,9,3,38,11,19,24,39,2,1,26,40,28,21,12,20,18,16,6,35,14,29,13,36,37,33,41,43,5,45,15,17,32,31,34,23,7,46,10,4,42,8,25,47,0,27,44,22,9,3,38,11,19,24,39,2,1,26,40,28,21,12,20,18,16,6,35,14,29,13,36,37,33,41,43,5,45,15,17,32,31,34,23,7,46,10,4,42
7,24,29,46,26,43,21,8,2,37,10,18,23,38,1,0,25,39,27,20,11,19,17,15,5,34,13,28,12,35,36,32,40,42,4,44,14,16,47,30,33,22,6,45,9,3,41,7,24,29,46,26,43,21,8,2,37,10,18,23,38,1,0,25,39,27,20,11,19,17,15,5,34,13,28,12,35,36,32,40,42,4,44,14,16,47,30,33,22,6,45,9,3,41
6,23,28,45,25,42,20,7,1,36,9,17,22,37,0,46,24,38,26,19,10,18,16,14,4,33,12,27,11,34,35,31,39,41,3,43,13,15,30,29,47,21,5,44,8,2,40,6,23,28,45,25,42,20,7,1,36,9,17,22,37,0,46,24,38,26,19,10,18,16,14,4,33,12,27,11,34,35,31,39,41,3,43,13,15,30,29,47,21,5,44,8,2,40
5,22,27,44,24,41,19,6,0,35,8,16,21,36,46,45,23,37,25,18,9,17,15,13,3,32,11,26,10,47,34,30,38,40,2,42,12,14,29,28,31,20,4,43,7,1,39,5,22,27,44,24,41,19,6,0,35,8,16,21,36,46,45,23,37,25,18,9,17,15,13,3,32,11,26,10,47,34,30,38,40,2,42,12,14,29,28,31,20,4,43,7,1,39
4,21,26,43,23,40,18,5,46,47,7,15,20,35,45,44,22,36,24,17,8,16,14,12,2,31,10,25,9,32,33,29,37,39,1,41,11,13,28,27,30,19,3,42,6,0,38,4,21,26,43,23,40,18,5,46,47,7,15,20,35,45,44,22,36,24,17,8,16,14,12,2,31,10,25,9,32,33,29,37,39,1,41,11,13,28,27,30,19,3,42,6,0,38
3,20,25,42,22,39,17,4,45,33,6,14,19,34,44,43,21,47,23,16,7,15,13,11,1,30,9,24,8,31,32,28,36,38,0,40,10,12,27,26,29,18,2,41,5,46,37,3,20,25,42,22,39,17,4,45,33,6,14,19,34,44,43,21,47,23,16,7,15,13,11,1,30,9,24,8,31,32,28,36,38,0,40,10,12,27,26,29,18,2,41,5,46,37
2,19,24,41,21,38,16,3,44,32,5,13,18,33,43,42,20,34,22,15,6,14,12,10,0,29,8,23,7,30,31,27,35,37,46,39,9,11,26,25,28,17,1,40,4,45,47,2,19,24,41,21,38,16,3,44,32,5,13,18,33,43,42,20,34,22,15,6,14,12,10,0,29,8,23,7,30,31,27,35,37,46,39,9,11,26,25,28,17,1,40,4,45,47
1,18,23,40,20,47,15,2,43,31,4,12,17,32,42,41,19,33,21,14,5,13,11,9,46,28,7,22,6,29,30,26,34,36,45,38,8,10,25,24,27,16,0,39,3,44,35,1,18,23,40,20,47,15,2,43,31,4,12,17,32,42,41,19,33,21,14,5,13,11,9,46,28,7,22,6,29,30,26,34,36,45,38,8,10,25,24,27,16,0,39,3,44,35
0,17,22,39,19,36,14,1,42,30,3,11,16,31,41,40,18,32,20,13,4,12,10,8,45,27,6,21,5,28,29,25,33,35,44,37,7,9,24,23,26,15,46,47,2,43,34,0,17,22,39,19,36,14,1,42,30,3,11,16,31,41,40,18,32,20,13,4,12,10,8,45,27,6,21,5,28,29,25,33,35,44,37,7,9,24,23,26,15,46,47,2,43,34
46,16,21,38,18,35,13,0,41,29,2,10,15,30,40,47,17,31,19,12,3,11,9,7,44,26,5,20,4,27,28,24,32,34,43,36,6,8,23,22,25,14,45,37,1,42,33,46,16,21,38,18,35,13,0,41,29,2,10,15,30,40,47,17,31,19,12,3,11,9,7,44,26,5,20,4,27,28,24,32,34,43,36,6,8,23,22,25,14,45,37,1,42,33
45,15,20,37,17,34,12,46,47,28,1,9,14,29,39,38,16,30,18,11,2,10,8,6,43,25,4,19,3,26,27,23,31,33,42,35,5,7,22,21,24,13,44,36,0,41,32,45,15,20,37,17,34,12,46,47,28,1,9,14,29,39,38,16,30,18,11,2,10,8,6,43,25,4,19,3,26,27,23,31,33,42,35,5,7,22,21,24,13,44,36,0,41,32
44,14,19,36,16,33,11,45,39,27,0,8,13,28,38,37,15,29,17,10,1,9,7,5,42,24,3,18,2,25,26,22,30,32,47,34,4,6,21,20,23,12,43,35,46,40,31,44,14,19,36,16,33,11,45,39,27,0,8,13,28,38,37,15,29,17,10,1,9,7,5,42,24,3,18,2,25,26,22,30,32,47,34,4,6,21,20,23,12,43,35,46,40,31
43,13,18,35,15,32,10,44,38,26,46,7,12,27,37,36,14,28,16,9,0,8,6,4,41,23,2,17,1,24,25,21,29,31,40,33,3,5,20,19,22,11,47,34,45,39,30,43,13,18,35,15,32,10,44,38,26,46,7,12,27,37,36,14,28,16,9,0,8,6,4,41,23,2,17,1,24,25,21,29,31,40,33,3,5,20,19,22,11,47,34,45,39,30
42,12,17,34,14,31,9,47,37,25,45,6,11,26,36,35,13,27,15,8,46,7,5,3,40,22,1,16,0,23,24,20,28,30,39,32,2,4,19,18,21,10,41,33,44,38,29,42,12,17,34,14,31,9,47,37,25,45,6,11,26,36,35,13,27,15,8,46,7,5,3,40,22,1,16,0,23,24,20,28,30,39,32,2,4,19,18,21,10,41,33,44,38,29
41,11,16,33,13,30,8,42,36,24,47,5,10,25,35,34,12,26,14,7,45,6,4,2,39,21,0,15,46,22,23,19,27,29,38,31,1,3,18,17,20,9,40,32,43,37,28,41,11,16,33,13,30,8,42,36,24,47,5,10,25,35,34,12,26,14,7,45,6,4,2,39,21,0,15,46,22,23,19,27,29,38,31,1,3,18,17,20,9,40,32,43,37,28
40,10,15,32,12,29,7,41,35,23,43,4,9,24,34,33,11,25,13,6,44,5,3,1,38,20,46,14,47,21,22,18,26,28,37,30,0,2,17,16,19,8,39,31,42,36,27,40,10,15,32,12,29,7,41,35,23,43,4,9,24,34,33,11,25,13,6,44,5,3,1,38,20,46,14,47,21,22,18,26,28,37,30,0,2,17,16,19,8,39,31,42,36,27
39,9,14,31,11,28,6,40,34,22,42,3,8,23,33,32,10,24,12,5,43,4,2,0,37,19,45,13,44,20,21,17,25,27,36,29,47,1,16,15,18,7,38,30,41,35,26,39,9,14,31,11,28,6,40,34,22,42,3,8,23,33,32,10,24,12,5,43,4,2,0,37,19,45,13,44,20,21,17,25,27,36,29,47,1,16,15,18,7,38,30,41,35,26
19,4,30,15,5,37,26,43,40,34,44,1,27,11,16,39,28,35,29,2,21,25,24,23,18,9,22,6,45,33,10,8,12,13,41,14,46,0,31,7,32,3,42,38,20,17,36,19,4,30,15,5,37,26,43,40,34,44,1,27,11,16,39,28,35,29,2,21,25,24,23,18,9,22,6,45,33,10,8,12,13,41,14,46,0,31,7,32,3,42,38,20,17,36
