0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
29,1,18,24,39,16,19,43,15,40,28,17,35,33,30,22,38,25,36,32,14,8,21,3,11,20,37,12,4,31,5,6,41,7,23,9,27,26,42,13,0,2,34,29,1,18,24,39,16,19,43,15,40,28,17,35,33,30,22,38,25,36,32,14,8,21,3,11,20,37,12,4,31,5,6,41,7,23,9,27,26,42,13,0,2,34
28,0,17,23,38,15,18,9,14,39,27,16,34,32,29,21,37,24,35,31,13,7,20,2,10,19,36,43,3,30,4,5,40,6,22,8,26,25,41,12,42,1,33,28,0,17,23,38,15,18,9,14,39,27,16,34,32,29,21,37,24,35,31,13,7,20,2,10,19,36,43,3,30,4,5,40,6,22,8,26,25,41,12,42,1,33
27,42,16,22,37,14,17,8,13,38,26,15,33,31,28,20,36,23,34,30,43,6,19,1,9,18,35,10,2,29,3,4,39,5,21,7,25,24,40,11,41,0,32,27,42,16,22,37,14,17,8,13,38,26,15,33,31,28,20,36,23,34,30,43,6,19,1,9,18,35,10,2,29,3,4,39,5,21,7,25,24,40,11,41,0,32
26,41,15,21,36,43,16,7,12,37,25,14,32,30,27,19,35,22,33,29,11,5,18,0,8,17,34,9,1,28,2,3,38,4,20,6,24,23,39,10,40,42,31,26,41,15,21,36,43,16,7,12,37,25,14,32,30,27,19,35,22,33,29,11,5,18,0,8,17,34,9,1,28,2,3,38,4,20,6,24,23,39,10,40,42,31
25,40,43,20,35,12,15,6,11,36,24,13,31,29,26,18,34,21,32,28,10,4,17,42,7,16,33,8,0,27,1,2,37,3,19,5,23,22,38,9,39,41,30,25,40,43,20,35,12,15,6,11,36,24,13,31,29,26,18,34,21,32,28,10,4,17,42,7,16,33,8,0,27,1,2,37,3,19,5,23,22,38,9,39,41,30
24,39,13,19,34,11,14,5,10,35,23,12,30,28,25,17,33,20,31,27,9,3,16,41,6,43,32,7,42,26,0,1,36,2,18,4,22,21,37,8,38,40,29,24,39,13,19,34,11,14,5,10,35,23,12,30,28,25,17,33,20,31,27,9,3,16,41,6,43,32,7,42,26,0,1,36,2,18,4,22,21,37,8,38,40,29
23,38,12,18,33,10,13,4,9,34,22,11,29,27,24,43,32,19,30,26,8,2,15,40,5,14,31,6,41,25,42,0,35,1,17,3,21,20,36,7,37,39,28,23,38,12,18,33,10,13,4,9,34,22,11,29,27,24,43,32,19,30,26,8,2,15,40,5,14,31,6,41,25,42,0,35,1,17,3,21,20,36,7,37,39,28
22,37,11,43,32,9,12,3,8,33,21,10,28,26,23,15,31,18,29,25,7,1,14,39,4,13,30,5,40,24,41,42,34,0,16,2,20,19,35,6,36,38,27,22,37,11,43,32,9,12,3,8,33,21,10,28,26,23,15,31,18,29,25,7,1,14,39,4,13,30,5,40,24,41,42,34,0,16,2,20,19,35,6,36,38,27
21,36,10,16,31,8,11,2,7,32,20,9,27,25,22,14,30,17,28,24,6,0,13,38,3,12,29,4,39,23,40,41,33,42,15,1,19,43,34,5,35,37,26,21,36,10,16,31,8,11,2,7,32,20,9,27,25,22,14,30,17,28,24,6,0,13,38,3,12,29,4,39,23,40,41,33,42,15,1,19,43,34,5,35,37,26
20,35,9,15,30,7,10,1,6,31,43,8,26,24,21,13,29,16,27,23,5,42,12,37,2,11,28,3,38,22,39,40,32,41,14,0,18,17,33,4,34,36,25,20,35,9,15,30,7,10,1,6,31,43,8,26,24,21,13,29,16,27,23,5,42,12,37,2,11,28,3,38,22,39,40,32,41,14,0,18,17,33,4,34,36,25
19,34,8,14,29,6,9,0,5,30,18,7,25,23,43,12,28,15,26,22,4,41,11,36,1,10,27,2,37,21,38,39,31,40,13,42,17,16,32,3,33,35,24,19,34,8,14,29,6,9,0,5,30,18,7,25,23,43,12,28,15,26,22,4,41,11,36,1,10,27,2,37,21,38,39,31,40,13,42,17,16,32,3,33,35,24
18,33,7,13,28,5,8,42,4,29,17,6,24,22,19,11,27,14,25,43,3,40,10,35,0,9,26,1,36,20,37,38,30,39,12,41,16,15,31,2,32,34,23,18,33,7,13,28,5,8,42,4,29,17,6,24,22,19,11,27,14,25,43,3,40,10,35,0,9,26,1,36,20,37,38,30,39,12,41,16,15,31,2,32,34,23
17,32,6,12,27,4,7,41,3,28,16,5,23,21,18,10,26,13,24,20,2,39,9,34,42,8,25,0,35,19,36,37,29,38,11,40,15,14,30,1,31,33,43,17,32,6,12,27,4,7,41,3,28,16,5,23,21,18,10,26,13,24,20,2,39,9,34,42,8,25,0,35,19,36,37,29,38,11,40,15,14,30,1,31,33,43
16,31,5,11,26,3,6,40,2,27,15,4,22,20,17,9,25,12,43,19,1,38,8,33,41,7,24,42,34,18,35,36,28,37,10,39,14,13,29,0,30,32,21,16,31,5,11,26,3,6,40,2,27,15,4,22,20,17,9,25,12,43,19,1,38,8,33,41,7,24,42,34,18,35,36,28,37,10,39,14,13,29,0,30,32,21
15,30,4,10,25,2,5,39,1,26,14,3,21,19,16,8,43,11,22,18,0,37,7,32,40,6,23,41,33,17,34,35,27,36,9,38,13,12,28,42,29,31,20,15,30,4,10,25,2,5,39,1,26,14,3,21,19,16,8,43,11,22,18,0,37,7,32,40,6,23,41,33,17,34,35,27,36,9,38,13,12,28,42,29,31,20
14,29,3,9,24,1,4,38,0,43,13,2,20,18,15,7,23,10,21,17,42,36,6,31,39,5,22,40,32,16,33,34,26,35,8,37,12,11,27,41,28,30,19,14,29,3,9,24,1,4,38,0,43,13,2,20,18,15,7,23,10,21,17,42,36,6,31,39,5,22,40,32,16,33,34,26,35,8,37,12,11,27,41,28,30,19
13,28,2,8,23,0,3,37,42,24,12,1,19,17,14,6,22,9,20,16,41,35,5,30,38,4,21,39,31,15,32,33,25,34,7,36,11,10,43,40,27,29,18,13,28,2,8,23,0,3,37,42,24,12,1,19,17,14,6,22,9,20,16,41,35,5,30,38,4,21,39,31,15,32,33,25,34,7,36,11,10,43,40,27,29,18
12,43,1,7,22,42,2,36,41,23,11,0,18,16,13,5,21,8,19,15,40,34,4,29,37,3,20,38,30,14,31,32,24,33,6,35,10,9,25,39,26,28,17,12,43,1,7,22,42,2,36,41,23,11,0,18,16,13,5,21,8,19,15,40,34,4,29,37,3,20,38,30,14,31,32,24,33,6,35,10,9,25,39,26,28,17
11,26,0,6,21,41,1,35,40,22,10,42,17,15,12,4,20,7,18,14,39,33,3,43,36,2,19,37,29,13,30,31,23,32,5,34,9,8,24,38,25,27,16,11,26,0,6,21,41,1,35,40,22,10,42,17,15,12,4,20,7,18,14,39,33,3,43,36,2,19,37,29,13,30,31,23,32,5,34,9,8,24,38,25,27,16
10,25,42,5,20,40,0,34,39,21,9,41,16,14,11,3,19,6,17,13,38,32,2,27,35,1,18,36,28,12,43,30,22,31,4,33,8,7,23,37,24,26,15,10,25,42,5,20,40,0,34,39,21,9,41,16,14,11,3,19,6,17,13,38,32,2,27,35,1,18,36,28,12,43,30,22,31,4,33,8,7,23,37,24,26,15
9,24,41,4,19,39,42,33,38,20,8,40,15,13,10,2,18,5,16,12,37,31,1,26,34,0,17,35,27,11,28,29,21,43,3,32,7,6,22,36,23,25,14,9,24,41,4,19,39,42,33,38,20,8,40,15,13,10,2,18,5,16,12,37,31,1,26,34,0,17,35,27,11,28,29,21,43,3,32,7,6,22,36,23,25,14
8,23,40,3,18,38,41,32,37,19,7,39,14,12,9,1,17,4,15,11,36,30,0,25,33,42,16,34,26,10,27,28,20,29,2,43,6,5,21,35,22,24,13,8,23,40,3,18,38,41,32,37,19,7,39,14,12,9,1,17,4,15,11,36,30,0,25,33,42,16,34,26,10,27,28,20,29,2,43,6,5,21,35,22,24,13
7,22,39,2,17,37,40,31,36,18,6,38,13,11,8,0,16,3,14,10,35,29,42,24,43,41,15,33,25,9,26,27,19,28,1,30,5,4,20,34,21,23,12,7,22,39,2,17,37,40,31,36,18,6,38,13,11,8,0,16,3,14,10,35,29,42,24,43,41,15,33,25,9,26,27,19,28,1,30,5,4,20,34,21,23,12
6,21,38,1,16,36,39,30,35,17,5,37,12,10,7,42,15,2,13,9,34,28,41,23,31,40,14,32,24,8,25,26,18,27,0,29,4,3,19,43,20,22,11,6,21,38,1,16,36,39,30,35,17,5,37,12,10,7,42,15,2,13,9,34,28,41,23,31,40,14,32,24,8,25,26,18,27,0,29,4,3,19,43,20,22,11
5,20,37,0,15,35,38,29,43,16,4,36,11,9,6,41,14,1,12,8,33,27,40,22,30,39,13,31,23,7,24,25,17,26,42,28,3,2,18,32,19,21,10,5,20,37,0,15,35,38,29,43,16,4,36,11,9,6,41,14,1,12,8,33,27,40,22,30,39,13,31,23,7,24,25,17,26,42,28,3,2,18,32,19,21,10
4,19,36,42,14,34,37,28,33,15,3,43,10,8,5,40,13,0,11,7,32,26,39,21,29,38,12,30,22,6,23,24,16,25,41,27,2,1,17,31,18,20,9,4,19,36,42,14,34,37,28,33,15,3,43,10,8,5,40,13,0,11,7,32,26,39,21,29,38,12,30,22,6,23,24,16,25,41,27,2,1,17,31,18,20,9
3,18,35,41,13,33,43,27,32,14,2,34,9,7,4,39,12,42,10,6,31,25,38,20,28,37,11,29,21,5,22,23,15,24,40,26,1,0,16,30,17,19,8,3,18,35,41,13,33,43,27,32,14,2,34,9,7,4,39,12,42,10,6,31,25,38,20,28,37,11,29,21,5,22,23,15,24,40,26,1,0,16,30,17,19,8
2,17,34,40,12,32,35,26,31,13,1,33,8,6,3,38,11,41,9,5,30,24,43,19,27,36,10,28,20,4,21,22,14,23,39,25,0,42,15,29,16,18,7,2,17,34,40,12,32,35,26,31,13,1,33,8,6,3,38,11,41,9,5,30,24,43,19,27,36,10,28,20,4,21,22,14,23,39,25,0,42,15,29,16,18,7
1,16,33,39,11,31,34,25,30,12,0,32,7,5,2,37,10,40,8,4,29,23,36,18,26,35,9,27,19,3,20,21,13,22,43,24,42,41,14,28,15,17,6,1,16,33,39,11,31,34,25,30,12,0,32,7,5,2,37,10,40,8,4,29,23,36,18,26,35,9,27,19,3,20,21,13,22,43,24,42,41,14,28,15,17,6
0,15,32,38,10,30,33,24,29,11,42,31,6,4,1,36,9,43,7,3,28,22,35,17,25,34,8,26,18,2,19,20,12,21,37,23,41,40,13,27,14,16,5,0,15,32,38,10,30,33,24,29,11,42,31,6,4,1,36,9,43,7,3,28,22,35,17,25,34,8,26,18,2,19,20,12,21,37,23,41,40,13,27,14,16,5
42,14,31,37,9,29,32,23,28,10,41,30,5,3,0,35,8,38,6,2,27,21,34,16,24,33,7,25,17,1,18,19,11,20,36,22,43,39,12,26,13,15,4,42,14,31,37,9,29,32,23,28,10,41,30,5,3,0,35,8,38,6,2,27,21,34,16,24,33,7,25,17,1,18,19,11,20,36,22,43,39,12,26,13,15,4
43,13,30,36,8,28,31,22,27,9,40,29,4,2,42,34,7,37,5,1,26,20,33,15,23,32,6,24,16,0,17,18,10,19,35,21,39,38,11,25,12,14,3,43,13,30,36,8,28,31,22,27,9,40,29,4,2,42,34,7,37,5,1,26,20,33,15,23,32,6,24,16,0,17,18,10,19,35,21,39,38,11,25,12,14,3
40,12,29,35,7,27,30,21,26,8,39,28,3,1,41,33,6,36,4,0,25,19,32,14,22,31,5,23,15,43,16,17,9,18,34,20,38,37,10,24,11,13,2,40,12,29,35,7,27,30,21,26,8,39,28,3,1,41,33,6,36,4,0,25,19,32,14,22,31,5,23,15,43,16,17,9,18,34,20,38,37,10,24,11,13,2
41,27,14,17,3,13,36,10,34,25,19,35,1,0,20,16,24,39,23,21,12,9,37,28,32,15,2,11,7,42,29,8,4,30,38,31,40,18,26,33,5,6,22,41,27,14,17,3,13,36,10,34,25,19,35,1,0,20,16,24,39,23,21,12,9,37,28,32,15,2,11,7,42,29,8,4,30,38,31,40,18,26,33,5,6,22
