0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
6,34,37,16,10,5,25,20,27,42,7,11,28,43,14,23,3,30,41,0,32,18,31,29,8,4,13,33,21,38,1,40,39,24,45,35,36,19,22,9,17,26,2,44,15,6,34,37,16,10,5,25,20,27,42,7,11,28,43,14,23,3,30,41,0,32,18,31,29,8,4,13,33,21,38,1,40,39,24,45,35,36,19,22,9,17,26,2,44,15
5,33,36,15,9,4,24,19,26,41,6,10,27,42,45,22,2,29,40,44,31,17,30,28,7,3,12,32,20,37,0,39,38,23,11,34,35,18,21,8,16,25,1,43,14,5,33,36,15,9,4,24,19,26,41,6,10,27,42,45,22,2,29,40,44,31,17,30,28,7,3,12,32,20,37,0,39,38,23,11,34,35,18,21,8,16,25,1,43,14
4,32,35,45,8,3,23,18,25,40,5,9,26,41,12,21,1,28,39,43,30,16,29,27,6,2,11,31,19,36,44,38,37,22,10,33,34,17,20,7,15,24,0,42,13,4,32,35,45,8,3,23,18,25,40,5,9,26,41,12,21,1,28,39,43,30,16,29,27,6,2,11,31,19,36,44,38,37,22,10,33,34,17,20,7,15,24,0,42,13
3,31,34,13,7,2,22,17,24,39,4,8,25,40,11,20,0,27,38,42,29,45,28,26,5,1,10,30,18,35,43,37,36,21,9,32,33,16,19,6,14,23,44,41,12,3,31,34,13,7,2,22,17,24,39,4,8,25,40,11,20,0,27,38,42,29,45,28,26,5,1,10,30,18,35,43,37,36,21,9,32,33,16,19,6,14,23,44,41,12
2,30,33,12,6,1,21,45,23,38,3,7,24,39,10,19,44,26,37,41,28,14,27,25,4,0,9,29,17,34,42,36,35,20,8,31,32,15,18,5,13,22,43,40,11,2,30,33,12,6,1,21,45,23,38,3,7,24,39,10,19,44,26,37,41,28,14,27,25,4,0,9,29,17,34,42,36,35,20,8,31,32,15,18,5,13,22,43,40,11
1,29,32,11,5,0,20,15,22,37,2,6,23,38,9,18,43,25,36,40,27,13,26,24,3,44,8,28,16,33,41,35,34,19,7,30,31,14,45,4,12,21,42,39,10,1,29,32,11,5,0,20,15,22,37,2,6,23,38,9,18,43,25,36,40,27,13,26,24,3,44,8,28,16,33,41,35,34,19,7,30,31,14,45,4,12,21,42,39,10
0,28,31,10,4,44,19,14,21,36,1,5,22,37,8,17,42,24,35,39,26,12,25,23,2,43,7,27,15,32,40,34,33,45,6,29,30,13,16,3,11,20,41,38,9,0,28,31,10,4,44,19,14,21,36,1,5,22,37,8,17,42,24,35,39,26,12,25,23,2,43,7,27,15,32,40,34,33,45,6,29,30,13,16,3,11,20,41,38,9
44,27,30,9,3,43,18,13,20,35,0,4,21,36,7,16,41,23,34,38,25,11,24,22,1,42,6,26,14,31,39,33,32,17,5,28,29,12,15,2,10,45,40,37,8,44,27,30,9,3,43,18,13,20,35,0,4,21,36,7,16,41,23,34,38,25,11,24,22,1,42,6,26,14,31,39,33,32,17,5,28,29,12,15,2,10,45,40,37,8
43,26,29,8,2,42,17,12,19,34,44,3,45,35,6,15,40,22,33,37,24,10,23,21,0,41,5,25,13,30,38,32,31,16,4,27,28,11,14,1,9,18,39,36,7,43,26,29,8,2,42,17,12,19,34,44,3,45,35,6,15,40,22,33,37,24,10,23,21,0,41,5,25,13,30,38,32,31,16,4,27,28,11,14,1,9,18,39,36,7
42,25,28,7,1,41,16,11,18,33,43,2,19,34,5,14,39,45,32,36,23,9,22,20,44,40,4,24,12,29,37,31,30,15,3,26,27,10,13,0,8,17,38,35,6,42,25,28,7,1,41,16,11,18,33,43,2,19,34,5,14,39,45,32,36,23,9,22,20,44,40,4,24,12,29,37,31,30,15,3,26,27,10,13,0,8,17,38,35,6
41,24,27,6,0,40,15,10,17,32,42,1,18,33,4,13,38,20,31,35,45,8,21,19,43,39,3,23,11,28,36,30,29,14,2,25,26,9,12,44,7,16,37,34,5,41,24,27,6,0,40,15,10,17,32,42,1,18,33,4,13,38,20,31,35,45,8,21,19,43,39,3,23,11,28,36,30,29,14,2,25,26,9,12,44,7,16,37,34,5
40,45,26,5,44,39,14,9,16,31,41,0,17,32,3,12,37,19,30,34,21,7,20,18,42,38,2,22,10,27,35,29,28,13,1,24,25,8,11,43,6,15,36,33,4,40,45,26,5,44,39,14,9,16,31,41,0,17,32,3,12,37,19,30,34,21,7,20,18,42,38,2,22,10,27,35,29,28,13,1,24,25,8,11,43,6,15,36,33,4
39,22,25,4,43,38,13,8,15,30,40,44,16,31,2,11,36,18,29,33,20,6,19,17,41,37,1,21,9,26,34,28,27,12,0,23,45,7,10,42,5,14,35,32,3,39,22,25,4,43,38,13,8,15,30,40,44,16,31,2,11,36,18,29,33,20,6,19,17,41,37,1,21,9,26,34,28,27,12,0,23,45,7,10,42,5,14,35,32,3
38,21,24,3,42,37,12,7,14,29,39,43,15,30,1,10,35,17,28,32,19,5,18,16,40,36,0,20,8,45,33,27,26,11,44,22,23,6,9,41,4,13,34,31,2,38,21,24,3,42,37,12,7,14,29,39,43,15,30,1,10,35,17,28,32,19,5,18,16,40,36,0,20,8,45,33,27,26,11,44,22,23,6,9,41,4,13,34,31,2
37,20,23,2,41,36,11,6,13,28,38,42,14,29,0,9,34,16,27,31,18,4,17,15,39,35,44,19,7,24,32,45,25,10,43,21,22,5,8,40,3,12,33,30,1,37,20,23,2,41,36,11,6,13,28,38,42,14,29,0,9,34,16,27,31,18,4,17,15,39,35,44,19,7,24,32,45,25,10,43,21,22,5,8,40,3,12,33,30,1
36,19,22,1,40,35,10,5,12,45,37,41,13,28,44,8,33,15,26,30,17,3,16,14,38,34,43,18,6,23,31,25,24,9,42,20,21,4,7,39,2,11,32,29,0,36,19,22,1,40,35,10,5,12,45,37,41,13,28,44,8,33,15,26,30,17,3,16,14,38,34,43,18,6,23,31,25,24,9,42,20,21,4,7,39,2,11,32,29,0
35,18,21,0,39,34,9,4,11,26,36,40,12,27,43,7,32,14,25,29,16,2,15,13,37,33,42,17,5,22,30,24,23,8,41,19,20,3,6,38,1,10,31,45,44,35,18,21,0,39,34,9,4,11,26,36,40,12,27,43,7,32,14,25,29,16,2,15,13,37,33,42,17,5,22,30,24,23,8,41,19,20,3,6,38,1,10,31,45,44
34,17,20,44,38,33,8,3,10,25,35,39,11,26,42,6,31,13,24,28,15,1,14,12,36,32,41,16,4,21,45,23,22,7,40,18,19,2,5,37,0,9,30,27,43,34,17,20,44,38,33,8,3,10,25,35,39,11,26,42,6,31,13,24,28,15,1,14,12,36,32,41,16,4,21,45,23,22,7,40,18,19,2,5,37,0,9,30,27,43
33,16,19,43,37,32,7,2,9,24,34,38,10,25,41,5,45,12,23,27,14,0,13,11,35,31,40,15,3,20,28,22,21,6,39,17,18,1,4,36,44,8,29,26,42,33,16,19,43,37,32,7,2,9,24,34,38,10,25,41,5,45,12,23,27,14,0,13,11,35,31,40,15,3,20,28,22,21,6,39,17,18,1,4,36,44,8,29,26,42
32,15,18,42,36,45,6,1,8,23,33,37,9,24,40,4,29,11,22,26,13,44,12,10,34,30,39,14,2,19,27,21,20,5,38,16,17,0,3,35,43,7,28,25,41,32,15,18,42,36,45,6,1,8,23,33,37,9,24,40,4,29,11,22,26,13,44,12,10,34,30,39,14,2,19,27,21,20,5,38,16,17,0,3,35,43,7,28,25,41
31,14,17,41,35,30,5,0,7,22,45,36,8,23,39,3,28,10,21,25,12,43,11,9,33,29,38,13,1,18,26,20,19,4,37,15,16,44,2,34,42,6,27,24,40,31,14,17,41,35,30,5,0,7,22,45,36,8,23,39,3,28,10,21,25,12,43,11,9,33,29,38,13,1,18,26,20,19,4,37,15,16,44,2,34,42,6,27,24,40
30,13,16,40,34,29,4,44,6,21,31,35,7,22,38,2,27,9,20,24,11,42,10,8,32,28,37,12,0,17,25,19,18,3,36,14,15,43,1,45,41,5,26,23,39,30,13,16,40,34,29,4,44,6,21,31,35,7,22,38,2,27,9,20,24,11,42,10,8,32,28,37,12,0,17,25,19,18,3,36,14,15,43,1,45,41,5,26,23,39
29,12,15,39,33,28,3,43,5,20,30,45,6,21,37,1,26,8,19,23,10,41,9,7,31,27,36,11,44,16,24,18,17,2,35,13,14,42,0,32,40,4,25,22,38,29,12,15,39,33,28,3,43,5,20,30,45,6,21,37,1,26,8,19,23,10,41,9,7,31,27,36,11,44,16,24,18,17,2,35,13,14,42,0,32,40,4,25,22,38
28,11,14,38,32,27,2,42,4,19,29,33,5,20,36,0,25,7,18,22,9,40,8,6,30,26,45,10,43,15,23,17,16,1,34,12,13,41,44,31,39,3,24,21,37,28,11,14,38,32,27,2,42,4,19,29,33,5,20,36,0,25,7,18,22,9,40,8,6,30,26,45,10,43,15,23,17,16,1,34,12,13,41,44,31,39,3,24,21,37
27,10,13,37,31,26,1,41,3,18,28,32,4,19,35,44,24,6,17,21,8,39,7,5,29,25,34,9,42,14,22,16,15,0,33,11,12,40,43,30,38,2,23,20,45,27,10,13,37,31,26,1,41,3,18,28,32,4,19,35,44,24,6,17,21,8,39,7,5,29,25,34,9,42,14,22,16,15,0,33,11,12,40,43,30,38,2,23,20,45
26,9,12,36,30,25,0,40,2,17,27,31,3,18,34,43,23,5,16,20,7,38,6,4,28,24,33,8,41,13,21,15,14,44,32,10,11,39,42,29,45,1,22,19,35,26,9,12,36,30,25,0,40,2,17,27,31,3,18,34,43,23,5,16,20,7,38,6,4,28,24,33,8,41,13,21,15,14,44,32,10,11,39,42,29,45,1,22,19,35
25,8,11,35,29,24,44,39,1,16,26,30,2,17,33,42,22,4,15,19,6,37,5,3,27,23,32,7,40,12,20,14,13,43,31,9,10,45,41,28,36,0,21,18,34,25,8,11,35,29,24,44,39,1,16,26,30,2,17,33,42,22,4,15,19,6,37,5,3,27,23,32,7,40,12,20,14,13,43,31,9,10,45,41,28,36,0,21,18,34
24,7,10,34,28,23,43,38,0,15,25,29,1,16,32,41,21,3,14,18,5,36,4,2,26,22,31,6,45,11,19,13,12,42,30,8,9,37,40,27,35,44,20,17,33,24,7,10,34,28,23,43,38,0,15,25,29,1,16,32,41,21,3,14,18,5,36,4,2,26,22,31,6,45,11,19,13,12,42,30,8,9,37,40,27,35,44,20,17,33
23,6,9,33,27,22,42,37,44,14,24,28,0,15,31,45,20,2,13,17,4,35,3,1,25,21,30,5,38,10,18,12,11,41,29,7,8,36,39,26,34,43,19,16,32,23,6,9,33,27,22,42,37,44,14,24,28,0,15,31,45,20,2,13,17,4,35,3,1,25,21,30,5,38,10,18,12,11,41,29,7,8,36,39,26,34,43,19,16,32
22,5,8,32,26,21,45,36,43,13,23,27,44,14,30,39,19,1,12,16,3,34,2,0,24,20,29,4,37,9,17,11,10,40,28,6,7,35,38,25,33,42,18,15,31,22,5,8,32,26,21,45,36,43,13,23,27,44,14,30,39,19,1,12,16,3,34,2,0,24,20,29,4,37,9,17,11,10,40,28,6,7,35,38,25,33,42,18,15,31
21,4,7,31,25,20,40,35,45,12,22,26,43,13,29,38,18,0,11,15,2,33,1,44,23,19,28,3,36,8,16,10,9,39,27,5,6,34,37,24,32,41,17,14,30,21,4,7,31,25,20,40,35,45,12,22,26,43,13,29,38,18,0,11,15,2,33,1,44,23,19,28,3,36,8,16,10,9,39,27,5,6,34,37,24,32,41,17,14,30
20,3,6,30,24,19,39,34,41,11,21,25,42,12,28,37,17,44,10,14,1,32,0,45,22,18,27,2,35,7,15,9,8,38,26,4,5,33,36,23,31,40,16,13,29,20,3,6,30,24,19,39,34,41,11,21,25,42,12,28,37,17,44,10,14,1,32,0,45,22,18,27,2,35,7,15,9,8,38,26,4,5,33,36,23,31,40,16,13,29
19,2,5,29,23,18,38,33,40,10,20,24,41,11,27,36,16,43,9,13,0,31,45,42,21,17,26,1,34,6,14,8,7,37,25,3,4,32,35,22,30,39,15,12,28,19,2,5,29,23,18,38,33,40,10,20,24,41,11,27,36,16,43,9,13,0,31,45,42,21,17,26,1,34,6,14,8,7,37,25,3,4,32,35,22,30,39,15,12,28
9,23,2,14,11,31,41,16,42,27,32,34,20,5,13,40,30,21,4,6,22,15,44,43,10,8,35,0,39,25,29,26,3,18,12,1,24,38,17,33,37,19,7,28,36,9,23,2,14,11,31,41,16,42,27,32,34,20,5,13,40,30,21,4,6,22,15,44,43,10,8,35,0,39,25,29,26,3,18,12,1,24,38,17,33,37,19,7,28,36
