0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
2,4,12,6,30,25,34,17,20,28,15,13,5,32,31,23,27,18,29,1,10,3,7,16,26,9,21,24,19,8,0,35,11,33,22,2,4,12,6,30,25,34,17,20,28,15,13,5,32,31,23,27,18,29,1,10,3,7,16,26,9,21,24,19,8,0,35,11,33,22
1,3,11,5,29,24,33,16,19,27,14,12,4,31,30,22,26,17,28,0,9,2,6,35,25,8,20,23,18,7,34,13,10,32,21,1,3,11,5,29,24,33,16,19,27,14,12,4,31,30,22,26,17,28,0,9,2,6,35,25,8,20,23,18,7,34,13,10,32,21
0,2,10,4,28,23,32,15,18,26,13,11,3,30,29,21,25,35,27,34,8,1,5,14,24,7,19,22,17,6,33,12,9,31,20,0,2,10,4,28,23,32,15,18,26,13,11,3,30,29,21,25,35,27,34,8,1,5,14,24,7,19,22,17,6,33,12,9,31,20
34,1,9,3,27,22,31,14,35,25,12,10,2,29,28,20,24,15,26,33,7,0,4,13,23,6,18,21,16,5,32,11,8,30,19,34,1,9,3,27,22,31,14,35,25,12,10,2,29,28,20,24,15,26,33,7,0,4,13,23,6,18,21,16,5,32,11,8,30,19
33,0,8,2,26,21,30,13,16,24,11,9,1,28,27,19,23,14,25,32,6,34,3,12,22,5,17,20,15,4,31,10,7,29,35,33,0,8,2,26,21,30,13,16,24,11,9,1,28,27,19,23,14,25,32,6,34,3,12,22,5,17,20,15,4,31,10,7,29,35
32,34,7,1,25,20,29,12,15,23,10,8,0,27,26,18,22,13,24,31,5,33,2,11,21,4,16,35,14,3,30,9,6,28,17,32,34,7,1,25,20,29,12,15,23,10,8,0,27,26,18,22,13,24,31,5,33,2,11,21,4,16,35,14,3,30,9,6,28,17
31,33,6,0,24,19,28,11,14,22,9,7,34,26,25,17,21,12,23,30,4,32,1,10,35,3,15,18,13,2,29,8,5,27,16,31,33,6,0,24,19,28,11,14,22,9,7,34,26,25,17,21,12,23,30,4,32,1,10,35,3,15,18,13,2,29,8,5,27,16
30,32,5,34,23,18,27,10,13,35,8,6,33,25,24,16,20,11,22,29,3,31,0,9,19,2,14,17,12,1,28,7,4,26,15,30,32,5,34,23,18,27,10,13,35,8,6,33,25,24,16,20,11,22,29,3,31,0,9,19,2,14,17,12,1,28,7,4,26,15
29,31,4,33,35,17,26,9,12,20,7,5,32,24,23,15,19,10,21,28,2,30,34,8,18,1,13,16,11,0,27,6,3,25,14,29,31,4,33,35,17,26,9,12,20,7,5,32,24,23,15,19,10,21,28,2,30,34,8,18,1,13,16,11,0,27,6,3,25,14
28,30,3,32,21,16,25,8,11,19,6,4,31,35,22,14,18,9,20,27,1,29,33,7,17,0,12,15,10,34,26,5,2,24,13,28,30,3,32,21,16,25,8,11,19,6,4,31,35,22,14,18,9,20,27,1,29,33,7,17,0,12,15,10,34,26,5,2,24,13
27,29,2,31,20,15,35,7,10,18,5,3,30,22,21,13,17,8,19,26,0,28,32,6,16,34,11,14,9,33,25,4,1,23,12,27,29,2,31,20,15,35,7,10,18,5,3,30,22,21,13,17,8,19,26,0,28,32,6,16,34,11,14,9,33,25,4,1,23,12
26,28,1,30,19,14,23,6,9,17,4,2,29,21,20,12,16,7,18,35,34,27,31,5,15,33,10,13,8,32,24,3,0,22,11,26,28,1,30,19,14,23,6,9,17,4,2,29,21,20,12,16,7,18,35,34,27,31,5,15,33,10,13,8,32,24,3,0,22,11
25,27,0,29,18,13,22,5,8,16,3,1,28,20,19,11,15,6,17,24,33,35,30,4,14,32,9,12,7,31,23,2,34,21,10,25,27,0,29,18,13,22,5,8,16,3,1,28,20,19,11,15,6,17,24,33,35,30,4,14,32,9,12,7,31,23,2,34,21,10
24,26,34,28,17,12,21,4,7,15,2,0,35,19,18,10,14,5,16,23,32,25,29,3,13,31,8,11,6,30,22,1,33,20,9,24,26,34,28,17,12,21,4,7,15,2,0,35,19,18,10,14,5,16,23,32,25,29,3,13,31,8,11,6,30,22,1,33,20,9
23,25,33,27,16,11,20,3,6,14,1,34,26,18,17,9,13,4,15,22,31,24,35,2,12,30,7,10,5,29,21,0,32,19,8,23,25,33,27,16,11,20,3,6,14,1,34,26,18,17,9,13,4,15,22,31,24,35,2,12,30,7,10,5,29,21,0,32,19,8
22,24,32,26,15,10,19,2,5,13,0,33,25,17,16,8,12,3,14,21,30,23,27,1,11,35,6,9,4,28,20,34,31,18,7,22,24,32,26,15,10,19,2,5,13,0,33,25,17,16,8,12,3,14,21,30,23,27,1,11,35,6,9,4,28,20,34,31,18,7
21,23,31,25,14,9,18,1,4,12,34,32,24,16,15,7,11,2,13,20,29,22,26,0,10,28,5,8,3,27,19,33,35,17,6,21,23,31,25,14,9,18,1,4,12,34,32,24,16,15,7,11,2,13,20,29,22,26,0,10,28,5,8,3,27,19,33,35,17,6
20,22,30,24,13,8,17,0,3,11,33,35,23,15,14,6,10,1,12,19,28,21,25,34,9,27,4,7,2,26,18,32,29,16,5,20,22,30,24,13,8,17,0,3,11,33,35,23,15,14,6,10,1,12,19,28,21,25,34,9,27,4,7,2,26,18,32,29,16,5
19,21,29,23,12,7,16,34,2,10,35,30,22,14,13,5,9,0,11,18,27,20,24,33,8,26,3,6,1,25,17,31,28,15,4,19,21,29,23,12,7,16,34,2,10,35,30,22,14,13,5,9,0,11,18,27,20,24,33,8,26,3,6,1,25,17,31,28,15,4
18,20,28,22,11,6,15,35,1,9,31,29,21,13,12,4,8,34,10,17,26,19,23,32,7,25,2,5,0,24,16,30,27,14,3,18,20,28,22,11,6,15,35,1,9,31,29,21,13,12,4,8,34,10,17,26,19,23,32,7,25,2,5,0,24,16,30,27,14,3
17,19,27,21,10,5,14,32,0,8,30,28,20,12,11,3,7,33,9,16,25,18,22,31,6,24,1,4,35,23,15,29,26,13,2,17,19,27,21,10,5,14,32,0,8,30,28,20,12,11,3,7,33,9,16,25,18,22,31,6,24,1,4,35,23,15,29,26,13,2
8,9,13,10,22,2,24,33,17,21,32,31,27,23,5,1,3,16,4,25,12,26,28,15,20,29,0,19,34,11,7,14,30,6,18,8,9,13,10,22,2,24,33,17,21,32,31,27,23,5,1,3,16,4,25,12,26,28,15,20,29,0,19,34,11,7,14,30,6,18
