0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
2,11,24,16,23,9,42,22,35,7,3,33,17,38,29,39,25,36,4,18,32,6,0,8,37,30,20,34,28,12,14,1,21,31,19,26,5,40,15,27,43,13,41,2,11,24,16,23,9,42,22,35,7,3,33,17,38,29,39,25,36,4,18,32,6,0,8,37,30,20,34,28,12,14,1,21,31,19,26,5,40,15,27,43,13,41
1,10,23,15,22,8,41,21,34,6,2,32,16,37,28,38,24,35,3,17,31,5,42,7,36,29,19,33,27,43,13,0,20,30,18,25,4,39,14,26,9,12,40,1,10,23,15,22,8,41,21,34,6,2,32,16,37,28,38,24,35,3,17,31,5,42,7,36,29,19,33,27,43,13,0,20,30,18,25,4,39,14,26,9,12,40
0,9,22,14,21,7,40,20,33,5,1,31,15,36,27,37,23,34,2,16,30,4,41,6,35,28,18,32,26,10,43,42,19,29,17,24,3,38,13,25,8,11,39,0,9,22,14,21,7,40,20,33,5,1,31,15,36,27,37,23,34,2,16,30,4,41,6,35,28,18,32,26,10,43,42,19,29,17,24,3,38,13,25,8,11,39
42,8,21,43,20,6,39,19,32,4,0,30,14,35,26,36,22,33,1,15,29,3,40,5,34,27,17,31,25,9,11,41,18,28,16,23,2,37,12,24,7,10,38,42,8,21,43,20,6,39,19,32,4,0,30,14,35,26,36,22,33,1,15,29,3,40,5,34,27,17,31,25,9,11,41,18,28,16,23,2,37,12,24,7,10,38
41,7,20,12,19,5,38,18,31,3,42,29,13,34,25,35,21,32,0,43,28,2,39,4,33,26,16,30,24,8,10,40,17,27,15,22,1,36,11,23,6,9,37,41,7,20,12,19,5,38,18,31,3,42,29,13,34,25,35,21,32,0,43,28,2,39,4,33,26,16,30,24,8,10,40,17,27,15,22,1,36,11,23,6,9,37
40,6,19,11,18,4,37,17,30,2,41,28,12,33,24,34,20,31,42,13,27,1,38,3,32,25,43,29,23,7,9,39,16,26,14,21,0,35,10,22,5,8,36,40,6,19,11,18,4,37,17,30,2,41,28,12,33,24,34,20,31,42,13,27,1,38,3,32,25,43,29,23,7,9,39,16,26,14,21,0,35,10,22,5,8,36
39,5,18,10,17,3,36,43,29,1,40,27,11,32,23,33,19,30,41,12,26,0,37,2,31,24,14,28,22,6,8,38,15,25,13,20,42,34,9,21,4,7,35,39,5,18,10,17,3,36,43,29,1,40,27,11,32,23,33,19,30,41,12,26,0,37,2,31,24,14,28,22,6,8,38,15,25,13,20,42,34,9,21,4,7,35
38,4,43,9,16,2,35,15,28,0,39,26,10,31,22,32,18,29,40,11,25,42,36,1,30,23,13,27,21,5,7,37,14,24,12,19,41,33,8,20,3,6,34,38,4,43,9,16,2,35,15,28,0,39,26,10,31,22,32,18,29,40,11,25,42,36,1,30,23,13,27,21,5,7,37,14,24,12,19,41,33,8,20,3,6,34
37,3,16,8,15,1,34,14,27,42,38,25,9,30,21,31,17,28,39,10,24,41,35,0,29,22,12,26,20,4,6,36,13,23,11,43,40,32,7,19,2,5,33,37,3,16,8,15,1,34,14,27,42,38,25,9,30,21,31,17,28,39,10,24,41,35,0,29,22,12,26,20,4,6,36,13,23,11,43,40,32,7,19,2,5,33
36,2,15,7,14,0,33,13,26,41,37,24,8,29,20,30,16,27,38,9,23,40,34,42,28,21,11,25,43,3,5,35,12,22,10,17,39,31,6,18,1,4,32,36,2,15,7,14,0,33,13,26,41,37,24,8,29,20,30,16,27,38,9,23,40,34,42,28,21,11,25,43,3,5,35,12,22,10,17,39,31,6,18,1,4,32
35,1,14,6,13,42,32,12,25,40,36,23,7,28,19,29,15,26,37,8,22,39,33,41,27,43,10,24,18,2,4,34,11,21,9,16,38,30,5,17,0,3,31,35,1,14,6,13,42,32,12,25,40,36,23,7,28,19,29,15,26,37,8,22,39,33,41,27,43,10,24,18,2,4,34,11,21,9,16,38,30,5,17,0,3,31
34,0,13,5,12,41,31,11,24,39,35,22,6,27,18,28,14,25,36,7,43,38,32,40,26,19,9,23,17,1,3,33,10,20,8,15,37,29,4,16,42,2,30,34,0,13,5,12,41,31,11,24,39,35,22,6,27,18,28,14,25,36,7,43,38,32,40,26,19,9,23,17,1,3,33,10,20,8,15,37,29,4,16,42,2,30
33,42,12,4,11,40,30,10,23,38,34,21,5,26,17,27,13,24,35,6,20,37,31,39,25,18,8,43,16,0,2,32,9,19,7,14,36,28,3,15,41,1,29,33,42,12,4,11,40,30,10,23,38,34,21,5,26,17,27,13,24,35,6,20,37,31,39,25,18,8,43,16,0,2,32,9,19,7,14,36,28,3,15,41,1,29
32,41,11,3,10,39,29,9,22,37,33,20,4,25,16,26,12,43,34,5,19,36,30,38,24,17,7,21,15,42,1,31,8,18,6,13,35,27,2,14,40,0,28,32,41,11,3,10,39,29,9,22,37,33,20,4,25,16,26,12,43,34,5,19,36,30,38,24,17,7,21,15,42,1,31,8,18,6,13,35,27,2,14,40,0,28
31,40,10,2,9,38,28,8,21,36,32,19,3,43,15,25,11,22,33,4,18,35,29,37,23,16,6,20,14,41,0,30,7,17,5,12,34,26,1,13,39,42,27,31,40,10,2,9,38,28,8,21,36,32,19,3,43,15,25,11,22,33,4,18,35,29,37,23,16,6,20,14,41,0,30,7,17,5,12,34,26,1,13,39,42,27
30,39,9,1,8,37,27,7,20,35,31,18,2,23,14,24,10,21,32,3,17,34,28,36,22,15,5,19,13,40,42,29,6,16,4,11,33,43,0,12,38,41,26,30,39,9,1,8,37,27,7,20,35,31,18,2,23,14,24,10,21,32,3,17,34,28,36,22,15,5,19,13,40,42,29,6,16,4,11,33,43,0,12,38,41,26
29,38,8,0,7,36,43,6,19,34,30,17,1,22,13,23,9,20,31,2,16,33,27,35,21,14,4,18,12,39,41,28,5,15,3,10,32,24,42,11,37,40,25,29,38,8,0,7,36,43,6,19,34,30,17,1,22,13,23,9,20,31,2,16,33,27,35,21,14,4,18,12,39,41,28,5,15,3,10,32,24,42,11,37,40,25
28,37,7,42,6,35,25,5,18,33,29,16,0,21,12,22,8,19,30,1,15,32,26,34,20,13,3,17,11,38,40,43,4,14,2,9,31,23,41,10,36,39,24,28,37,7,42,6,35,25,5,18,33,29,16,0,21,12,22,8,19,30,1,15,32,26,34,20,13,3,17,11,38,40,43,4,14,2,9,31,23,41,10,36,39,24
27,36,6,41,5,34,24,4,17,32,43,15,42,20,11,21,7,18,29,0,14,31,25,33,19,12,2,16,10,37,39,26,3,13,1,8,30,22,40,9,35,38,23,27,36,6,41,5,34,24,4,17,32,43,15,42,20,11,21,7,18,29,0,14,31,25,33,19,12,2,16,10,37,39,26,3,13,1,8,30,22,40,9,35,38,23
26,35,5,40,4,33,23,3,16,31,27,14,41,19,10,20,6,17,28,42,13,30,24,32,18,11,1,15,9,36,38,25,2,12,0,7,43,21,39,8,34,37,22,26,35,5,40,4,33,23,3,16,31,27,14,41,19,10,20,6,17,28,42,13,30,24,32,18,11,1,15,9,36,38,25,2,12,0,7,43,21,39,8,34,37,22
25,34,4,39,3,32,22,2,15,43,26,13,40,18,9,19,5,16,27,41,12,29,23,31,17,10,0,14,8,35,37,24,1,11,42,6,28,20,38,7,33,36,21,25,34,4,39,3,32,22,2,15,43,26,13,40,18,9,19,5,16,27,41,12,29,23,31,17,10,0,14,8,35,37,24,1,11,42,6,28,20,38,7,33,36,21
24,33,3,38,2,43,21,1,14,29,25,12,39,17,8,18,4,15,26,40,11,28,22,30,16,9,42,13,7,34,36,23,0,10,41,5,27,19,37,6,32,35,20,24,33,3,38,2,43,21,1,14,29,25,12,39,17,8,18,4,15,26,40,11,28,22,30,16,9,42,13,7,34,36,23,0,10,41,5,27,19,37,6,32,35,20
23,43,2,37,1,30,20,0,13,28,24,11,38,16,7,17,3,14,25,39,10,27,21,29,15,8,41,12,6,33,35,22,42,9,40,4,26,18,36,5,31,34,19,23,43,2,37,1,30,20,0,13,28,24,11,38,16,7,17,3,14,25,39,10,27,21,29,15,8,41,12,6,33,35,22,42,9,40,4,26,18,36,5,31,34,19
22,31,1,36,0,29,19,42,12,27,23,10,37,15,6,16,2,13,24,38,9,26,20,28,14,7,40,11,5,32,34,21,41,8,39,3,25,17,35,4,30,43,18,22,31,1,36,0,29,19,42,12,27,23,10,37,15,6,16,2,13,24,38,9,26,20,28,14,7,40,11,5,32,34,21,41,8,39,3,25,17,35,4,30,43,18
21,30,0,35,42,28,18,41,11,26,22,9,36,14,5,15,1,12,23,37,8,25,19,27,13,6,39,10,4,31,33,20,40,7,38,2,24,16,43,3,29,32,17,21,30,0,35,42,28,18,41,11,26,22,9,36,14,5,15,1,12,23,37,8,25,19,27,13,6,39,10,4,31,33,20,40,7,38,2,24,16,43,3,29,32,17
20,29,42,34,41,27,17,40,10,25,21,8,43,13,4,14,0,11,22,36,7,24,18,26,12,5,38,9,3,30,32,19,39,6,37,1,23,15,33,2,28,31,16,20,29,42,34,41,27,17,40,10,25,21,8,43,13,4,14,0,11,22,36,7,24,18,26,12,5,38,9,3,30,32,19,39,6,37,1,23,15,33,2,28,31,16
19,28,41,33,40,26,16,39,9,24,20,7,34,12,3,13,42,10,21,35,6,23,17,25,11,4,37,8,2,29,31,18,38,5,43,0,22,14,32,1,27,30,15,19,28,41,33,40,26,16,39,9,24,20,7,34,12,3,13,42,10,21,35,6,23,17,25,11,4,37,8,2,29,31,18,38,5,43,0,22,14,32,1,27,30,15
18,27,40,32,39,25,15,38,8,23,19,6,33,11,2,12,41,9,20,34,5,22,16,24,10,3,36,7,1,28,30,17,43,4,35,42,21,13,31,0,26,29,14,18,27,40,32,39,25,15,38,8,23,19,6,33,11,2,12,41,9,20,34,5,22,16,24,10,3,36,7,1,28,30,17,43,4,35,42,21,13,31,0,26,29,14
17,26,39,31,43,24,14,37,7,22,18,5,32,10,1,11,40,8,19,33,4,21,15,23,9,2,35,6,0,27,29,16,36,3,34,41,20,12,30,42,25,28,13,17,26,39,31,43,24,14,37,7,22,18,5,32,10,1,11,40,8,19,33,4,21,15,23,9,2,35,6,0,27,29,16,36,3,34,41,20,12,30,42,25,28,13
16,25,38,30,37,23,13,36,6,21,17,4,31,9,0,10,43,7,18,32,3,20,14,22,8,1,34,5,42,26,28,15,35,2,33,40,19,11,29,41,24,27,12,16,25,38,30,37,23,13,36,6,21,17,4,31,9,0,10,43,7,18,32,3,20,14,22,8,1,34,5,42,26,28,15,35,2,33,40,19,11,29,41,24,27,12
15,24,37,29,36,22,12,35,5,20,16,3,30,8,42,9,38,6,17,31,2,19,13,21,7,0,33,4,41,25,27,14,34,1,32,39,18,10,28,43,23,26,11,15,24,37,29,36,22,12,35,5,20,16,3,30,8,42,9,38,6,17,31,2,19,13,21,7,0,33,4,41,25,27,14,34,1,32,39,18,10,28,43,23,26,11
14,23,36,28,35,21,11,34,4,19,15,2,29,7,43,8,37,5,16,30,1,18,12,20,6,42,32,3,40,24,26,13,33,0,31,38,17,9,27,39,22,25,10,14,23,36,28,35,21,11,34,4,19,15,2,29,7,43,8,37,5,16,30,1,18,12,20,6,42,32,3,40,24,26,13,33,0,31,38,17,9,27,39,22,25,10
13,22,35,27,34,20,10,33,3,18,14,1,28,6,40,7,36,4,15,29,0,17,11,19,5,41,31,2,39,23,25,12,32,43,30,37,16,8,26,38,21,24,9,13,22,35,27,34,20,10,33,3,18,14,1,28,6,40,7,36,4,15,29,0,17,11,19,5,41,31,2,39,23,25,12,32,43,30,37,16,8,26,38,21,24,9
6,32,17,13,38,31,26,16,1,30,28,0,35,24,41,3,39,23,7,14,21,8,5,9,2,20,15,22,19,11,12,27,37,42,36,18,29,25,34,40,10,33,4,6,32,17,13,38,31,26,16,1,30,28,0,35,24,41,3,39,23,7,14,21,8,5,9,2,20,15,22,19,11,12,27,37,42,36,18,29,25,34,40,10,33,4
